,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.375,
1,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.250,
2,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,26.250,56.280
3,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,18.000,48.324
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.250,59.294
5,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,69.450,
6,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,67.250,14.303
7,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,B+,64.136,
8,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,70.000,
9,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,30.500,147.307
10,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,47.000,26.403
11,BAYTEX ENERGY CORP,BTE4131083,Yes,Corporate Bond,5.625,06/01/2024,B3,,61.250,22.121
12,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4927853,,Corporate Bond,10.400,12/23/2024,,,69.310,
13,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.250,
14,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa1,CC,41.903,34.603
15,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa1,CC,35.500,31.745
16,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa1,CC,48.500,42.971
17,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,41.813,
18,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,41.250,
19,CBL & ASSOCS LTD PARTNERSHIP,CBL4434050,Yes,Corporate Bond,5.950,12/15/2026,WR,BB,41.050,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.375,
21,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.250,
22,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,26.250,56.280
23,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,18.000,48.324
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.250,59.294
25,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,69.450,
26,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,67.250,14.303
27,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,B+,64.136,
28,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,70.000,
29,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,30.500,147.307
30,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,47.000,26.403
31,BAYTEX ENERGY CORP,BTE4131083,Yes,Corporate Bond,5.625,06/01/2024,B3,,61.250,22.121
32,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4927853,,Corporate Bond,10.400,12/23/2024,,,69.310,
33,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.250,
34,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa1,CC,41.903,34.603
35,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa1,CC,35.500,31.745
36,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa1,CC,48.500,42.971
37,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,41.813,
38,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,41.250,
39,CBL & ASSOCS LTD PARTNERSHIP,CBL4434050,Yes,Corporate Bond,5.950,12/15/2026,WR,BB,41.050,
40,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.375,
41,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.250,
42,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,26.250,56.280
