,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,29.000,
1,AES ARGENTINA GENERACION S A,AES4450370,,Corporate Bond,7.750,02/02/2024,,,66.750,
2,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,68.500,25.141
3,AMC ENTMT HLDGS INC,AMC5040765,,Corporate Bond,12.000,06/15/2026,,,17.000,
4,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.000,79.543
5,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,14.600,57.385
6,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.840,70.681
7,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,60.100,
8,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,59.500,17.589
9,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,69.700,
10,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,58.250,24.836
11,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4889622,No,Corporate Bond,12.500,12/31/2020,NR,,54.820,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4688054,No,Corporate Bond,,09/28/2022,NR,,29.630,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4688000,Yes,Corporate Bond,9.500,09/28/2021,NR,,28.860,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,28.910,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630695,No,Corporate Bond,,05/23/2022,NR,,30.500,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630692,Yes,Corporate Bond,8.500,05/21/2021,NR,,27.160,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4620965,Yes,Corporate Bond,8.000,04/23/2021,NR,,31.090,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,27.630,
19,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,38.200,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,29.000,
21,AES ARGENTINA GENERACION S A,AES4450370,,Corporate Bond,7.750,02/02/2024,,,66.750,
22,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,68.500,25.141
23,AMC ENTMT HLDGS INC,AMC5040765,,Corporate Bond,12.000,06/15/2026,,,17.000,
24,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.000,79.543
25,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,14.600,57.385
26,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.840,70.681
27,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,60.100,
28,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,59.500,17.589
29,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,69.700,
30,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,58.250,24.836
