,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.900,
1,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,31.938,47.853
2,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,22.391,41.303
3,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,20.001,46.327
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,24.000,48.821
5,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,31.932,141.957
6,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.500,
7,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4798414,Yes,Corporate Bond,11.000,02/18/2022,NR,,47.680,
8,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,43.880,
9,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746109,,Corporate Bond,10.500,10/22/2021,NR,,33.760,
10,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,31.290,
11,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,32.540,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630690,Yes,Corporate Bond,10.000,05/21/2021,NR,,29.460,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4620965,Yes,Corporate Bond,8.000,04/23/2021,NR,,35.480,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4810881,Yes,Corporate Bond,10.250,03/25/2022,NR,,49.840,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819788,Yes,Corporate Bond,,04/21/2022,NR,,46.290,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4868884,No,Corporate Bond,10.000,08/12/2021,NR,,44.770,
17,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,34.400,
18,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,41.500,66.053
19,BARRETT BILL CORP,HPR4510658,Yes,Corporate Bond,8.750,06/15/2025,C,C,40.064,37.013
20,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.900,
21,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,31.938,47.853
22,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,22.391,41.303
23,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,20.001,46.327
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,24.000,48.821
25,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,31.932,141.957
26,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.500,
27,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4798414,Yes,Corporate Bond,11.000,02/18/2022,NR,,47.680,
28,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,43.880,
29,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746109,,Corporate Bond,10.500,10/22/2021,NR,,33.760,
30,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,31.290,
