,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,68.500,25.230
1,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.750,76.921
2,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.466,51.368
3,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,16.500,52.826
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.021,73.705
5,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,B+,70.000,
6,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,61.250,
7,AMERICAN AIRLS INC 2016-1 CL B PASS THRU,AAL4327179,Yes,Corporate Bond,5.250,07/15/2025,Ba2,B,70.000,
8,AMERICAN AIRLS INC CL B PASS THRU CTFS S,AAL4867591,Yes,Corporate Bond,3.850,08/15/2029,Ba2,B,70.000,8.804
9,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,65.155,
10,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.000,
11,AVIANCA HLDGS SA,AVHOQ4931923,Yes,Corporate Bond,9.000,05/10/2023,,,9.500,
12,BARCLAYS BK PLC,BCS4585084,No,Corporate Bond,8.500,01/14/2021,NR,,39.060,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,27.250,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,29.590,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630693,No,Corporate Bond,,05/23/2022,NR,,30.480,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,38.290,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4810877,Yes,Corporate Bond,11.500,03/25/2022,NR,,43.740,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819788,Yes,Corporate Bond,,04/21/2022,NR,,41.110,
19,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4834839,Yes,Corporate Bond,11.500,05/27/2022,NR,,50.570,
20,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,68.500,25.230
21,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.750,76.921
22,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.466,51.368
23,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,16.500,52.826
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.021,73.705
25,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,B+,70.000,
26,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,61.250,
27,AMERICAN AIRLS INC 2016-1 CL B PASS THRU,AAL4327179,Yes,Corporate Bond,5.250,07/15/2025,Ba2,B,70.000,
28,AMERICAN AIRLS INC CL B PASS THRU CTFS S,AAL4867591,Yes,Corporate Bond,3.850,08/15/2029,Ba2,B,70.000,8.804
29,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,65.155,
30,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.000,
31,AVIANCA HLDGS SA,AVHOQ4931923,Yes,Corporate Bond,9.000,05/10/2023,,,9.500,
32,BARCLAYS BK PLC,BCS4585084,No,Corporate Bond,8.500,01/14/2021,NR,,39.060,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,27.250,
34,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,29.590,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630693,No,Corporate Bond,,05/23/2022,NR,,30.480,
36,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,38.290,
37,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4810877,Yes,Corporate Bond,11.500,03/25/2022,NR,,43.740,
