,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,33.000,
1,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,33.500,
2,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.250,24.708
3,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.750,76.941
4,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.500,53.606
5,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,16.930,51.908
6,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,15.000,67.293
7,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
8,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,62.150,
9,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,60.750,17.058
10,APL RLTY HLDGS PTE LTD,APRP4608680,,Corporate Bond,5.950,06/02/2024,,,65.000,
11,BANK NOVA SCOTIA B C,BNS4866819,No,Corporate Bond,,08/05/2022,NR,,60.480,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,39.090,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,28.320,
14,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4560429,No,Corporate Bond,10.850,11/03/2022,NR,,52.760,
15,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.750,62.694
16,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.550,
17,CAIYUN INTL INVT,YNAN4826332,,Corporate Bond,5.500,04/08/2022,,,58.000,
18,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa1,CC,38.800,37.248
19,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa1,CC,30.500,36.042
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,33.000,
21,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,33.500,
22,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.250,24.708
23,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.750,76.941
24,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.500,53.606
25,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,16.930,51.908
26,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,15.000,67.293
27,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
28,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,62.150,
29,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,60.750,17.058
30,APL RLTY HLDGS PTE LTD,APRP4608680,,Corporate Bond,5.950,06/02/2024,,,65.000,
31,BANK NOVA SCOTIA B C,BNS4866819,No,Corporate Bond,,08/05/2022,NR,,60.480,
32,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,39.090,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,28.320,
34,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4560429,No,Corporate Bond,10.850,11/03/2022,NR,,52.760,
35,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.750,62.694
36,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.550,
37,CAIYUN INTL INVT,YNAN4826332,,Corporate Bond,5.500,04/08/2022,,,58.000,
38,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa1,CC,38.800,37.248
39,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa1,CC,30.500,36.042
40,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,33.000,
41,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,33.500,
42,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.250,24.708
43,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.750,76.941
44,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.500,53.606
45,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,16.930,51.908
46,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,15.000,67.293
47,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
48,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,62.150,
49,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,60.750,17.058
50,APL RLTY HLDGS PTE LTD,APRP4608680,,Corporate Bond,5.950,06/02/2024,,,65.000,
51,BANK NOVA SCOTIA B C,BNS4866819,No,Corporate Bond,,08/05/2022,NR,,60.480,
52,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,39.090,
53,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,28.320,
54,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4560429,No,Corporate Bond,10.850,11/03/2022,NR,,52.760,
55,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.750,62.694
56,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.550,
57,CAIYUN INTL INVT,YNAN4826332,,Corporate Bond,5.500,04/08/2022,,,58.000,
58,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa1,CC,38.800,37.248
59,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa1,CC,30.500,36.042
60,CANADIAN IMPERIAL BK COMM MEDIUM TERM NT,CM4918370,No,Corporate Bond,8.100,11/29/2022,NR,,47.200,
61,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa1,CC,42.030,50.686
62,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa1,CC,32.200,43.179
63,CBL & ASSOCS LTD PARTNERSHIP,CBL4434050,Yes,Corporate Bond,5.950,12/15/2026,WR,BB,39.634,
64,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,40.000,
65,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,40.538,
66,CENTENNIAL RESOURCE PRODTN LLC,CG4808416,Yes,Corporate Bond,6.875,04/01/2027,Caa2,CCC+,50.750,21.397
67,CHESAPEAKE ENERGY CORP,CHK4927848,Yes,Corporate Bond,11.500,01/01/2025,WR,NR,15.500,
