,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,30.125,
1,AES ARGENTINA GENERACION S A,AES4450370,,Corporate Bond,7.750,02/02/2024,,,67.575,
2,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.650,
3,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.500,77.727
4,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.754
5,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,17.500,49.169
6,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,12.662,63.226
7,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.250,72.728
8,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,59.500,
9,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,57.875,18.374
10,AMERICAN AIRLS INC 2016-2B CL B PASS THR,AAL4378582,,Corporate Bond,4.375,06/15/2024,Ba2,B,69.250,
11,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,69.828,
12,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,57.625,25.262
13,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4889622,No,Corporate Bond,12.500,12/31/2020,NR,,55.420,
14,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,59.960,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787872,Yes,Corporate Bond,9.500,01/14/2022,NR,,43.320,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4774105,No,Corporate Bond,10.000,11/30/2020,NR,,37.482,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,28.960,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,29.420,
19,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4798412,Yes,Corporate Bond,9.500,02/18/2022,NR,,42.930,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,30.125,
21,AES ARGENTINA GENERACION S A,AES4450370,,Corporate Bond,7.750,02/02/2024,,,67.575,
22,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.650,
23,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,17.500,77.727
24,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.754
25,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,17.500,49.169
26,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,12.662,63.226
27,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,13.250,72.728
28,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,59.500,
29,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,57.875,18.374
30,AMERICAN AIRLS INC 2016-2B CL B PASS THR,AAL4378582,,Corporate Bond,4.375,06/15/2024,Ba2,B,69.250,
31,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,69.828,
32,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,57.625,25.262
33,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4889622,No,Corporate Bond,12.500,12/31/2020,NR,,55.420,
34,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,59.960,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787872,Yes,Corporate Bond,9.500,01/14/2022,NR,,43.320,
36,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4774105,No,Corporate Bond,10.000,11/30/2020,NR,,37.482,
37,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,28.960,
38,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,29.420,
