,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,01 PPTYS FIN PLC,OPFP4409694,,Corporate Bond,,09/27/2021,,,32.750,
1,1839688 ALBERTA ULC,ALGOF4189998,,Corporate Bond,14.000,02/13/2020,WR,,1.300,
2,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,D,1.529,
3,24 HOUR HLDGS III LLC,TFHS4127739,,Corporate Bond,,06/01/2022,,,3.500,
4,99 CENTS ONLY STORES,NZMB4579578,,Corporate Bond,13.000,04/14/2022,,,69.500,
5,A PLUS NETWORK INC,ACOM.GA,,Corporate Bond,11.875,11/01/2005,,,,
6,ABC RAIL PRODS CORP,ABCR.GA,,Corporate Bond,11.500,12/31/2004,,,0.010,
7,ABC RAIL PRODS CORP,ABCR.GB,,Corporate Bond,11.500,01/15/2004,,,,
8,ABENGOA ABENEWCO 2 S A U,AGOAF4485132,,Corporate Bond,,03/28/2022,,,11.000,
9,ABENGOA ABENEWCO 2 S A U,AGOAF4509127,,Corporate Bond,,03/31/2023,,,0.199,
10,ABENGOA ABENEWCO 2 S A U,AGOAF4543823,,Corporate Bond,,09/29/2022,,,11.000,
11,ABENGOA GREENFIELD S A,AGOAF4168330,Yes,Corporate Bond,,03/31/2027,WR,B,12.250,
12,ABENGOA SA,AGOAF3686131,Yes,Corporate Bond,,03/31/2027,WR,,4.750,
13,ABITIBI-CONSOLIDATED FIN L P,RFP3706510,,Corporate Bond,7.875,08/01/2009,,,0.010,
14,ACINDAR INDUSTRIA ARGENTINA DE ACEROS S,MT3706546,Yes,Corporate Bond,11.250,02/15/2004,,,,
15,ACME METALS INC,AMI.GC,,Corporate Bond,10.875,12/15/2007,,,0.071,
16,ACORDA THERAPEUTICS INC,ACOR4135801,No,Corporate Bond,1.750,06/15/2021,,,40.000,130.748
17,ACORDA THERAPEUTICS INC,ACOR4930954,,Corporate Bond,6.000,12/01/2024,,,57.625,21.888
18,ADVANCED LTG TECHNOLOGIES INC,ADLT3861589,,Corporate Bond,10.500,06/01/2019,,,23.500,87.996
19,ADVANTA CAP TR I,AVUS3766906,,Corporate Bond,8.990,12/17/2026,,,8.219,107.931
20,01 PPTYS FIN PLC,OPFP4409694,,Corporate Bond,,09/27/2021,,,32.750,
21,1839688 ALBERTA ULC,ALGOF4189998,,Corporate Bond,14.000,02/13/2020,WR,,1.300,
22,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,D,1.529,
23,24 HOUR HLDGS III LLC,TFHS4127739,,Corporate Bond,,06/01/2022,,,3.500,
24,99 CENTS ONLY STORES,NZMB4579578,,Corporate Bond,13.000,04/14/2022,,,69.500,
25,A PLUS NETWORK INC,ACOM.GA,,Corporate Bond,11.875,11/01/2005,,,,
26,ABC RAIL PRODS CORP,ABCR.GA,,Corporate Bond,11.500,12/31/2004,,,0.010,
27,ABC RAIL PRODS CORP,ABCR.GB,,Corporate Bond,11.500,01/15/2004,,,,
28,ABENGOA ABENEWCO 2 S A U,AGOAF4485132,,Corporate Bond,,03/28/2022,,,11.000,
29,ABENGOA ABENEWCO 2 S A U,AGOAF4509127,,Corporate Bond,,03/31/2023,,,0.199,
30,ABENGOA ABENEWCO 2 S A U,AGOAF4543823,,Corporate Bond,,09/29/2022,,,11.000,
31,ABENGOA GREENFIELD S A,AGOAF4168330,Yes,Corporate Bond,,03/31/2027,WR,B,12.250,
32,ABENGOA SA,AGOAF3686131,Yes,Corporate Bond,,03/31/2027,WR,,4.750,
33,ABITIBI-CONSOLIDATED FIN L P,RFP3706510,,Corporate Bond,7.875,08/01/2009,,,0.010,
34,ACINDAR INDUSTRIA ARGENTINA DE ACEROS S,MT3706546,Yes,Corporate Bond,11.250,02/15/2004,,,,
35,ACME METALS INC,AMI.GC,,Corporate Bond,10.875,12/15/2007,,,0.071,
36,ACORDA THERAPEUTICS INC,ACOR4135801,No,Corporate Bond,1.750,06/15/2021,,,40.000,130.748
37,ACORDA THERAPEUTICS INC,ACOR4930954,,Corporate Bond,6.000,12/01/2024,,,57.625,21.888
38,ADVANCED LTG TECHNOLOGIES INC,ADLT3861589,,Corporate Bond,10.500,06/01/2019,,,23.500,87.996
39,ADVANTA CAP TR I,AVUS3766906,,Corporate Bond,8.990,12/17/2026,,,8.219,107.931
40,01 PPTYS FIN PLC,OPFP4409694,,Corporate Bond,,09/27/2021,,,32.750,
41,1839688 ALBERTA ULC,ALGOF4189998,,Corporate Bond,14.000,02/13/2020,WR,,1.300,
42,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,D,1.529,
43,24 HOUR HLDGS III LLC,TFHS4127739,,Corporate Bond,,06/01/2022,,,3.500,
44,99 CENTS ONLY STORES,NZMB4579578,,Corporate Bond,13.000,04/14/2022,,,69.500,
45,A PLUS NETWORK INC,ACOM.GA,,Corporate Bond,11.875,11/01/2005,,,,
46,ABC RAIL PRODS CORP,ABCR.GA,,Corporate Bond,11.500,12/31/2004,,,0.010,
47,ABC RAIL PRODS CORP,ABCR.GB,,Corporate Bond,11.500,01/15/2004,,,,
48,ABENGOA ABENEWCO 2 S A U,AGOAF4485132,,Corporate Bond,,03/28/2022,,,11.000,
49,ABENGOA ABENEWCO 2 S A U,AGOAF4509127,,Corporate Bond,,03/31/2023,,,0.199,
50,ABENGOA ABENEWCO 2 S A U,AGOAF4543823,,Corporate Bond,,09/29/2022,,,11.000,
51,ABENGOA GREENFIELD S A,AGOAF4168330,Yes,Corporate Bond,,03/31/2027,WR,B,12.250,
52,ABENGOA SA,AGOAF3686131,Yes,Corporate Bond,,03/31/2027,WR,,4.750,
53,ABITIBI-CONSOLIDATED FIN L P,RFP3706510,,Corporate Bond,7.875,08/01/2009,,,0.010,
