,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.500,
1,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.950,
2,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,19.500,45.612
3,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.069,49.681
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.940,57.703
5,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
6,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.500,
7,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,65.625,14.958
8,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,61.831,
9,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,65.750,20.439
10,AVATION CAP S A,PALF4629880,,Corporate Bond,6.500,05/15/2021,,,65.500,
11,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4781652,Yes,Corporate Bond,9.750,12/27/2021,NR,,68.040,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746118,,Corporate Bond,9.000,10/22/2021,NR,,36.710,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,32.640,
14,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,36.150,
15,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4560429,No,Corporate Bond,10.850,11/03/2022,NR,,56.270,
16,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,38.670,70.884
17,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,54.000,22.807
18,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.690,
19,BUCKEYE PARTNERS L P,BPL4588185,Yes,Corporate Bond,6.375,01/22/2078,B2,B+,67.482,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.500,
21,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.950,
22,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,19.500,45.612
23,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.069,49.681
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.940,57.703
25,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
26,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.500,
27,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,65.625,14.958
28,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,61.831,
29,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,65.750,20.439
30,AVATION CAP S A,PALF4629880,,Corporate Bond,6.500,05/15/2021,,,65.500,
31,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4781652,Yes,Corporate Bond,9.750,12/27/2021,NR,,68.040,
32,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746118,,Corporate Bond,9.000,10/22/2021,NR,,36.710,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,32.640,
34,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,36.150,
35,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4560429,No,Corporate Bond,10.850,11/03/2022,NR,,56.270,
36,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,38.670,70.884
37,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,54.000,22.807
38,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.690,
39,BUCKEYE PARTNERS L P,BPL4588185,Yes,Corporate Bond,6.375,01/22/2078,B2,B+,67.482,
40,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,35.500,
41,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,48.950,
42,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,19.500,45.612
43,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.069,49.681
44,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.940,57.703
45,AMERICAN AIRLS 2015-2 PASS THRU TRS,AAL4288273,Yes,Corporate Bond,4.400,03/22/2025,Ba2,B,70.000,
46,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.500,
47,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,65.625,14.958
48,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,61.831,
49,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,65.750,20.439
50,AVATION CAP S A,PALF4629880,,Corporate Bond,6.500,05/15/2021,,,65.500,
51,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4781652,Yes,Corporate Bond,9.750,12/27/2021,NR,,68.040,
