,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,41.000,
1,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.250,
2,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.000,
3,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.000,62.866
4,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,14.030,57.685
5,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,14.008,59.380
6,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,16.717,63.400
7,AVANGARDCO INVESTMENTS PUBLICLTD,AGVD.AA,,Corporate Bond,10.000,10/29/2015,,,2.895,
8,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,9.625,
9,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4891258,No,Corporate Bond,14.650,12/31/2020,NR,,66.540,
10,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4926128,No,Corporate Bond,12.900,03/31/2021,NR,,64.010,
11,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630692,Yes,Corporate Bond,8.500,05/21/2021,NR,,32.620,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4620967,No,Corporate Bond,,04/25/2022,NR,,42.080,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630695,No,Corporate Bond,,05/23/2022,NR,,36.270,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642867,No,Corporate Bond,,06/27/2022,NR,,37.000,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,35.320,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,34.660,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.780,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787907,No,Corporate Bond,,01/25/2023,NR,,58.320,
19,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4593924,,Corporate Bond,,02/04/2021,NR,,30.224,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,41.000,
21,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.250,
22,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.000,
23,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.000,62.866
24,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,14.030,57.685
25,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,14.008,59.380
26,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,16.717,63.400
27,AVANGARDCO INVESTMENTS PUBLICLTD,AGVD.AA,,Corporate Bond,10.000,10/29/2015,,,2.895,
28,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,9.625,
29,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4891258,No,Corporate Bond,14.650,12/31/2020,NR,,66.540,
30,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4926128,No,Corporate Bond,12.900,03/31/2021,NR,,64.010,
31,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630692,Yes,Corporate Bond,8.500,05/21/2021,NR,,32.620,
32,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4620967,No,Corporate Bond,,04/25/2022,NR,,42.080,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630695,No,Corporate Bond,,05/23/2022,NR,,36.270,
34,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642867,No,Corporate Bond,,06/27/2022,NR,,37.000,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,35.320,
36,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,34.660,
37,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.780,
38,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787907,No,Corporate Bond,,01/25/2023,NR,,58.320,
39,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4593924,,Corporate Bond,,02/04/2021,NR,,30.224,
40,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,41.000,
41,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.250,
42,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.000,
43,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.000,62.866
44,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,14.030,57.685
45,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,14.008,59.380
46,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,16.717,63.400
47,AVANGARDCO INVESTMENTS PUBLICLTD,AGVD.AA,,Corporate Bond,10.000,10/29/2015,,,2.895,
48,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,9.625,
49,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4891258,No,Corporate Bond,14.650,12/31/2020,NR,,66.540,
50,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4926128,No,Corporate Bond,12.900,03/31/2021,NR,,64.010,
51,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630692,Yes,Corporate Bond,8.500,05/21/2021,NR,,32.620,
52,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4620967,No,Corporate Bond,,04/25/2022,NR,,42.080,
53,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630695,No,Corporate Bond,,05/23/2022,NR,,36.270,
54,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642867,No,Corporate Bond,,06/27/2022,NR,,37.000,
55,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,35.320,
56,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,34.660,
57,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.780,
58,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787907,No,Corporate Bond,,01/25/2023,NR,,58.320,
59,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4593924,,Corporate Bond,,02/04/2021,NR,,30.224,
60,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,37.530,
61,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,36.980,
62,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4574336,Yes,Corporate Bond,7.500,12/23/2020,NR,,38.660,
63,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4571462,Yes,Corporate Bond,10.000,12/02/2022,NR,,50.670,
64,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.025
65,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,62.500,19.279
66,BAYTEX ENERGY CORP,BTE4131083,Yes,Corporate Bond,5.625,06/01/2024,B3,,69.750,17.693
67,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4591903,,Corporate Bond,,01/31/2022,,,58.430,
68,BON-TON DEPT STORES INC,BONT4043053,Yes,Corporate Bond,8.000,06/15/2021,WR,NR,1.670,
69,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.100,
70,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,54.125,25.786
71,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,51.316,22.001
72,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa2,D,55.750,25.004
73,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,40.300,
74,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,40.150,
75,CBL & ASSOCS LTD PARTNERSHIP,CBL4434050,Yes,Corporate Bond,5.950,12/15/2026,WR,BB,40.150,
76,CCF HLDGS LLC,CCFH4780640,,Corporate Bond,10.750,12/15/2023,Caa3,CC,0.100,7003.868
77,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,6.000,
78,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,5.400,
79,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.310,
80,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,37.530,
81,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,36.980,
82,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4574336,Yes,Corporate Bond,7.500,12/23/2020,NR,,38.660,
83,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4571462,Yes,Corporate Bond,10.000,12/02/2022,NR,,50.670,
84,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.025
85,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,62.500,19.279
86,BAYTEX ENERGY CORP,BTE4131083,Yes,Corporate Bond,5.625,06/01/2024,B3,,69.750,17.693
87,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4591903,,Corporate Bond,,01/31/2022,,,58.430,
88,BON-TON DEPT STORES INC,BONT4043053,Yes,Corporate Bond,8.000,06/15/2021,WR,NR,1.670,
89,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.100,
90,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,54.125,25.786
91,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,51.316,22.001
92,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa2,D,55.750,25.004
93,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,40.300,
94,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,40.150,
95,CBL & ASSOCS LTD PARTNERSHIP,CBL4434050,Yes,Corporate Bond,5.950,12/15/2026,WR,BB,40.150,
96,CCF HLDGS LLC,CCFH4780640,,Corporate Bond,10.750,12/15/2023,Caa3,CC,0.100,7003.868
97,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,6.000,
98,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,5.400,
99,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.310,
100,CHESAPEAKE ENERGY CORP,CHK3983297,Yes,Corporate Bond,5.750,03/15/2023,WR,NR,5.500,
101,CHESAPEAKE ENERGY CORP,CHK3983296,Yes,Corporate Bond,5.375,06/15/2021,WR,NR,5.310,
102,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.310,
103,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,5.400,
104,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,6.000,
105,CHUKCHANSI ECONOMIC DEV AUTH,CKCH4325207,,Corporate Bond,9.750,05/30/2020,,,53.000,
106,CITIGROUP GLOBAL MKTS HLDGS INC MEDIUM T,C4658731,,Corporate Bond,,07/28/2022,NR,,57.280,
107,CITIGROUP GLOBAL MKTS HLDGS INC MEDIUM T,C4582417,No,Corporate Bond,8.850,01/05/2021,NR,,46.780,
108,CITIZENS UTILS CO DEL,FTR3669890,,Corporate Bond,7.450,07/01/2035,WR,NR,43.700,
109,CITIZENS UTILS CO DEL,FTR3669891,,Corporate Bond,7.000,11/01/2025,WR,NR,44.000,
110,CITIZENS UTILS CO DEL,FTR3669894,,Corporate Bond,7.050,10/01/2046,WR,NR,45.225,
111,COMPANIA LATINOAMERICANA DE IN FRAESTRUC,RGGO4963798,,Corporate Bond,9.500,07/20/2023,,,41.000,
112,DEAN FOODS COMPANY NEW,DFODQ4215240,,Corporate Bond,6.500,03/15/2023,,,0.209,
113,DIAMOND OFFSHORE DRILLING INC,L3676446,Yes,Corporate Bond,5.700,10/15/2039,WR,NR,12.050,
114,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,11.786,
