,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,50.750,
1,AMC ENTMT HLDGS INC,AMC5040007,,Corporate Bond,10.500,04/24/2026,,,68.000,
2,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.500,61.802
3,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,13.598,58.993
4,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.748
5,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,12.250,77.765
6,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,50.500,
7,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,42.500,
8,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.650,
9,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819805,No,Corporate Bond,,04/21/2023,NR,,57.250,
10,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.460,
11,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585093,,Corporate Bond,,02/05/2021,NR,,63.910,
12,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.392
13,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,19.000,102.254
14,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,63.500,18.912
15,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4635333,,Corporate Bond,8.000,05/23/2023,NR,,34.410,
16,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.125,
17,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.375,23.259
18,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,52.000,21.691
19,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.452,27.313
20,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,50.750,
21,AMC ENTMT HLDGS INC,AMC5040007,,Corporate Bond,10.500,04/24/2026,,,68.000,
22,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.500,61.802
23,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,13.598,58.993
24,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.748
25,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,12.250,77.765
26,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,50.500,
27,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,42.500,
28,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.650,
29,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819805,No,Corporate Bond,,04/21/2023,NR,,57.250,
30,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.460,
31,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585093,,Corporate Bond,,02/05/2021,NR,,63.910,
32,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.392
33,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,19.000,102.254
34,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,63.500,18.912
35,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4635333,,Corporate Bond,8.000,05/23/2023,NR,,34.410,
36,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.125,
37,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.375,23.259
38,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,52.000,21.691
39,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.452,27.313
40,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,50.750,
41,AMC ENTMT HLDGS INC,AMC5040007,,Corporate Bond,10.500,04/24/2026,,,68.000,
42,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.500,61.802
43,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,13.598,58.993
44,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.748
45,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,12.250,77.765
46,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,50.500,
47,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,42.500,
48,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.650,
49,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819805,No,Corporate Bond,,04/21/2023,NR,,57.250,
50,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.460,
51,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585093,,Corporate Bond,,02/05/2021,NR,,63.910,
52,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.392
53,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,19.000,102.254
54,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,63.500,18.912
55,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4635333,,Corporate Bond,8.000,05/23/2023,NR,,34.410,
56,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.125,
57,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.375,23.259
58,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,52.000,21.691
59,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.452,27.313
60,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,50.750,
61,AMC ENTMT HLDGS INC,AMC5040007,,Corporate Bond,10.500,04/24/2026,,,68.000,
62,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,23.500,61.802
63,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,13.598,58.993
64,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.748
65,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,12.250,77.765
66,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,50.500,
67,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,42.500,
68,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.650,
69,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819805,No,Corporate Bond,,04/21/2023,NR,,57.250,
70,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,35.460,
71,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585093,,Corporate Bond,,02/05/2021,NR,,63.910,
72,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,42.000,66.392
73,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,19.000,102.254
74,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,63.500,18.912
75,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4635333,,Corporate Bond,8.000,05/23/2023,NR,,34.410,
76,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.125,
77,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.375,23.259
78,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,52.000,21.691
79,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.452,27.313
80,CORP GROUP BANKING SA,CGIU3963004,,Corporate Bond,6.750,03/15/2023,,,27.875,
81,CREDIT SUISSE AG LONDON BRH,CS4879206,Yes,Corporate Bond,10.600,09/02/2021,NR,,62.750,
82,CREDIT SUISSE AG NASSAU BRH MEDIUM TERM,CS4702638,Yes,Corporate Bond,,09/28/2021,NR,,34.800,
83,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,13.005,
84,DIAMOND OFFSHORE DRILLING INC,L4526723,Yes,Corporate Bond,7.875,08/15/2025,WR,NR,12.780,
85,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861193,Yes,Corporate Bond,6.625,08/15/2027,B3,B,60.623,16.624
86,DIGICEL GROUP 0.5 LTD,DGCL5004954,,Corporate Bond,8.000,04/01/2025,,,43.750,
87,DIGICEL GROUP 0.5 LTD,DGCL5004945,,Corporate Bond,8.000,04/01/2025,Ca,,44.000,33.530
