,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,ACCELERATE DIAGNOSTICS INC,AXDX4833965,,Corporate Bond,2.500,03/15/2023,,,65.326,21.631
1,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,52.000,
2,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,56.000,34.342
3,alam synergy pte ltd,PSUT4424508,,Corporate Bond,,04/24/2022,,,59.000,
4,ALLIANCE RESOURCE OPER L P / ALLIANCE RE,ARLP4483434,,Corporate Bond,,05/01/2025,,,66.900,
5,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,14.500,89.989
6,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,66.500,22.773
7,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.000,54.222
8,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.000,58.377
9,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,66.750,
10,AMERICAN AIRLS 2017-1 CL B PASS THRU TR,AAL4442554,Yes,Corporate Bond,4.950,08/15/2026,Ba2,,68.000,
11,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,54.500,
12,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,69.875,29.526
13,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,BB-,70.000,
14,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,67.900,15.316
15,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,36.000,111.040
16,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,44.250,34.825
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819788,Yes,Corporate Bond,,04/21/2022,NR,,34.950,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4452272,No,Corporate Bond,,02/23/2021,NR,,26.990,
19,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4599956,Yes,Corporate Bond,9.750,02/19/2021,NR,,30.710,
20,ACCELERATE DIAGNOSTICS INC,AXDX4833965,,Corporate Bond,2.500,03/15/2023,,,65.326,21.631
21,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,52.000,
22,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,56.000,34.342
23,alam synergy pte ltd,PSUT4424508,,Corporate Bond,,04/24/2022,,,59.000,
24,ALLIANCE RESOURCE OPER L P / ALLIANCE RE,ARLP4483434,,Corporate Bond,,05/01/2025,,,66.900,
25,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,14.500,89.989
26,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,66.500,22.773
27,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.000,54.222
28,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.000,58.377
29,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,66.750,
30,AMERICAN AIRLS 2017-1 CL B PASS THRU TR,AAL4442554,Yes,Corporate Bond,4.950,08/15/2026,Ba2,,68.000,
31,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,54.500,
32,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,69.875,29.526
33,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,BB-,70.000,
34,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,67.900,15.316
35,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,36.000,111.040
36,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,44.250,34.825
37,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819788,Yes,Corporate Bond,,04/21/2022,NR,,34.950,
38,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4452272,No,Corporate Bond,,02/23/2021,NR,,26.990,
39,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4599956,Yes,Corporate Bond,9.750,02/19/2021,NR,,30.710,
40,ACCELERATE DIAGNOSTICS INC,AXDX4833965,,Corporate Bond,2.500,03/15/2023,,,65.326,21.631
41,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,52.000,
42,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,56.000,34.342
43,alam synergy pte ltd,PSUT4424508,,Corporate Bond,,04/24/2022,,,59.000,
44,ALLIANCE RESOURCE OPER L P / ALLIANCE RE,ARLP4483434,,Corporate Bond,,05/01/2025,,,66.900,
45,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,14.500,89.989
46,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,66.500,22.773
47,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.000,54.222
48,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.000,58.377
49,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,66.750,
50,AMERICAN AIRLS 2017-1 CL B PASS THRU TR,AAL4442554,Yes,Corporate Bond,4.950,08/15/2026,Ba2,,68.000,
51,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,54.500,
52,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,69.875,29.526
53,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,BB-,70.000,
54,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,67.900,15.316
55,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,36.000,111.040
56,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,44.250,34.825
57,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4819788,Yes,Corporate Bond,,04/21/2022,NR,,34.950,
58,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4452272,No,Corporate Bond,,02/23/2021,NR,,26.990,
59,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4599956,Yes,Corporate Bond,9.750,02/19/2021,NR,,30.710,
60,ACCELERATE DIAGNOSTICS INC,AXDX4833965,,Corporate Bond,2.500,03/15/2023,,,65.326,21.631
61,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,52.000,
62,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,56.000,34.342
63,alam synergy pte ltd,PSUT4424508,,Corporate Bond,,04/24/2022,,,59.000,
64,ALLIANCE RESOURCE OPER L P / ALLIANCE RE,ARLP4483434,,Corporate Bond,,05/01/2025,,,66.900,
65,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,14.500,89.989
66,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,66.500,22.773
67,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,15.000,54.222
68,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,18.000,58.377
69,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,66.750,
70,AMERICAN AIRLS 2017-1 CL B PASS THRU TR,AAL4442554,Yes,Corporate Bond,4.950,08/15/2026,Ba2,,68.000,
71,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,54.500,
72,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,69.875,29.526
73,AMERICAN AIRLS INC,AAL4544076,Yes,Corporate Bond,3.750,04/15/2027,Ba2,BB-,70.000,
74,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,67.900,15.316
75,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,36.000,111.040
76,AURORA CANNABIS INC,ACB4951282,,Corporate Bond,5.500,02/28/2024,,,44.250,34.825
