,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AMC ENTMT HLDGS INC,AMC5040765,,Corporate Bond,12.000,06/15/2026,,,21.000,
1,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,68.125,20.672
2,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,14.500,56.575
3,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,13.506,60.918
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,14.937,68.797
5,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4452272,No,Corporate Bond,,02/23/2021,NR,,37.030,
6,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4687422,No,Corporate Bond,,09/28/2022,NR,,36.380,
7,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4670543,No,Corporate Bond,,08/29/2022,NR,,36.370,
8,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4667228,No,Corporate Bond,,08/29/2022,NR,,36.590,
9,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,34.450,
10,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4654274,No,Corporate Bond,,07/25/2022,NR,,35.260,
11,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,33.850,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653573,Yes,Corporate Bond,10.250,07/23/2021,NR,,34.240,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4645503,No,Corporate Bond,8.250,06/30/2023,NR,,35.470,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642878,Yes,Corporate Bond,,06/25/2021,NR,,34.010,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4630690,Yes,Corporate Bond,10.000,05/21/2021,NR,,32.220,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,32.690,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746063,,Corporate Bond,,10/24/2022,NR,,38.780,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4746072,,Corporate Bond,,10/24/2022,NR,,39.550,
19,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769517,Yes,Corporate Bond,10.250,11/26/2021,NR,,45.700,
20,AMC ENTMT HLDGS INC,AMC5040765,,Corporate Bond,12.000,06/15/2026,,,21.000,
21,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,68.125,20.672
22,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,14.500,56.575
23,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,13.506,60.918
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,14.937,68.797
25,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4452272,No,Corporate Bond,,02/23/2021,NR,,37.030,
26,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4687422,No,Corporate Bond,,09/28/2022,NR,,36.380,
27,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4670543,No,Corporate Bond,,08/29/2022,NR,,36.370,
28,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4667228,No,Corporate Bond,,08/29/2022,NR,,36.590,
29,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664026,Yes,Corporate Bond,8.500,08/27/2021,NR,,34.450,
30,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4654274,No,Corporate Bond,,07/25/2022,NR,,35.260,
31,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,33.850,
