,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.125,
1,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.423,24.707
2,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.760,48.415
3,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,17.840,60.191
4,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,B+,69.500,
5,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.063,
6,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,66.596,14.566
7,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,30.068,
8,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4687424,Yes,Corporate Bond,8.250,09/28/2021,NR,,31.800,
9,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,32.390,
10,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,31.730,
11,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642878,Yes,Corporate Bond,,06/25/2021,NR,,32.840,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769517,Yes,Corporate Bond,10.250,11/26/2021,NR,,42.120,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787903,Yes,Corporate Bond,11.250,01/14/2022,NR,,47.760,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4846729,No,Corporate Bond,10.750,06/24/2024,NR,,54.012,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4858986,,Corporate Bond,12.000,07/29/2022,NR,,61.470,
16,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,34.930,
17,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,33.700,
18,BAYTEX ENERGY CORP,BTE4131085,,Corporate Bond,,06/01/2024,,,62.900,
19,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.770,
20,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.125,
21,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.423,24.707
22,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.760,48.415
23,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,17.840,60.191
24,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,B+,69.500,
25,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.063,
26,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,66.596,14.566
27,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,30.068,
28,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4687424,Yes,Corporate Bond,8.250,09/28/2021,NR,,31.800,
29,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,32.390,
30,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,31.730,
31,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642878,Yes,Corporate Bond,,06/25/2021,NR,,32.840,
32,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769517,Yes,Corporate Bond,10.250,11/26/2021,NR,,42.120,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787903,Yes,Corporate Bond,11.250,01/14/2022,NR,,47.760,
34,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4846729,No,Corporate Bond,10.750,06/24/2024,NR,,54.012,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4858986,,Corporate Bond,12.000,07/29/2022,NR,,61.470,
36,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,34.930,
37,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,33.700,
38,BAYTEX ENERGY CORP,BTE4131085,,Corporate Bond,,06/01/2024,,,62.900,
39,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.770,
40,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.125,
41,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,69.423,24.707
42,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.760,48.415
43,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,17.840,60.191
44,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,B+,69.500,
45,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,67.063,
46,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,66.596,14.566
47,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729699,Yes,Corporate Bond,8.600,10/07/2021,NR,,30.068,
48,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4687424,Yes,Corporate Bond,8.250,09/28/2021,NR,,31.800,
49,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,32.390,
50,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,31.730,
51,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642878,Yes,Corporate Bond,,06/25/2021,NR,,32.840,
52,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769517,Yes,Corporate Bond,10.250,11/26/2021,NR,,42.120,
53,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4787903,Yes,Corporate Bond,11.250,01/14/2022,NR,,47.760,
54,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4846729,No,Corporate Bond,10.750,06/24/2024,NR,,54.012,
55,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4858986,,Corporate Bond,12.000,07/29/2022,NR,,61.470,
56,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585562,Yes,Corporate Bond,8.000,01/22/2021,NR,,34.930,
57,BARCLAYS BK PLC MEDIUM TERM` NTS BOOK EN,BCS4585561,,Corporate Bond,7.000,01/22/2021,,,33.700,
58,BAYTEX ENERGY CORP,BTE4131085,,Corporate Bond,,06/01/2024,,,62.900,
59,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,7.770,
60,CREDIT SUISSE AG NASSAU BRH MEDIUM TERM,CS4917588,No,Corporate Bond,10.750,11/29/2021,NR,,61.445,
61,CREDIT SUISSE AG NASSAU BRH MEDIUM TERM,CS4651509,No,Corporate Bond,,07/09/2021,NR,,29.600,
62,DEAN FOODS COMPANY NEW,DFODQ4215240,,Corporate Bond,6.500,03/15/2023,,,0.341,
63,DIAMOND OFFSHORE DRILLING INC,L3676446,Yes,Corporate Bond,5.700,10/15/2039,WR,NR,7.674,
64,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,8.500,
65,DIAMOND OFFSHORE DRILLING INC,L4066838,Yes,Corporate Bond,4.875,11/01/2043,WR,NR,7.855,
66,DIAMOND OFFSHORE DRILLING INC,L4526723,Yes,Corporate Bond,7.875,08/15/2025,WR,NR,7.850,
67,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861196,,Corporate Bond,,08/15/2027,,,57.500,
68,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861193,Yes,Corporate Bond,6.625,08/15/2027,B3,B,57.369,17.738
69,DIGICEL LTD,DGCL4217009,Yes,Corporate Bond,6.750,03/01/2023,Caa3,,65.500,28.553
70,DTEK FIN PLC,MTNV4445745,,Corporate Bond,,12/31/2024,,,66.750,
71,EMPRESAS ICA SAB DE CV,ICA.AB,,Corporate Bond,8.900,02/04/2021,,,17.755,
72,ENERGY TRANSFER PARTNERS L P,ETP4074454,,Corporate Bond,3.232,11/01/2066,Ba1,BB,62.132,
73,ENLINK MIDSTREAM PARTNERS LP,ENLC4542203,No,Corporate Bond,6.000,12/31/3999,,B+,54.010,11.109
74,ENSCO INTL INC,ESV.GB,Yes,Corporate Bond,7.200,11/15/2027,WR,NR,4.428,
75,ENSCO JERSEY FIN LTD,ESV4435212,,Corporate Bond,3.000,01/31/2024,,NR,9.000,
76,ENSIGN DRILLING INC,ESVIF4819087,,Corporate Bond,9.250,04/15/2024,Caa2,,40.468,45.262
77,ENTERPRISE MERGER SUB INC,KKR4728097,Yes,Corporate Bond,8.750,10/15/2026,Ca,CC,60.065,20.841
78,EXELA INTER LLC / EXELA FIN INC,EXLI4514119,Yes,Corporate Bond,10.000,07/15/2023,Caa3,CCC-,30.100,73.762
79,FERRELLGAS PARTNERS L P / FERRELLGAS PAR,FGP.GI,,Corporate Bond,8.625,06/15/2020,C,D,15.000,
80,CREDIT SUISSE AG NASSAU BRH MEDIUM TERM,CS4917588,No,Corporate Bond,10.750,11/29/2021,NR,,61.445,
81,CREDIT SUISSE AG NASSAU BRH MEDIUM TERM,CS4651509,No,Corporate Bond,,07/09/2021,NR,,29.600,
82,DEAN FOODS COMPANY NEW,DFODQ4215240,,Corporate Bond,6.500,03/15/2023,,,0.341,
83,DIAMOND OFFSHORE DRILLING INC,L3676446,Yes,Corporate Bond,5.700,10/15/2039,WR,NR,7.674,
84,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,8.500,
85,DIAMOND OFFSHORE DRILLING INC,L4066838,Yes,Corporate Bond,4.875,11/01/2043,WR,NR,7.855,
86,DIAMOND OFFSHORE DRILLING INC,L4526723,Yes,Corporate Bond,7.875,08/15/2025,WR,NR,7.850,
87,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861196,,Corporate Bond,,08/15/2027,,,57.500,
88,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861193,Yes,Corporate Bond,6.625,08/15/2027,B3,B,57.369,17.738
89,DIGICEL LTD,DGCL4217009,Yes,Corporate Bond,6.750,03/01/2023,Caa3,,65.500,28.553
