Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,31.62,31.19 - 32.24,,32.24,19.93 - 32.37,1.03,8882.0,,3.27%,10632.0,,,50%,,Equity,,,,,,2021-06-14
EEMD,AAM S&P EM Sector High Dividend,23.91,23.94 - 23.98,,23.98,17.17 - 24.04,0.93,683.0,,3.88%,1885.0,,,31.55%,,Equity,,,,,,2021-06-14
ZIG,The Acquirers Fund,26.72,26.55 - 26.61,,26.61,20.07 - 27.9,0.04,737.0,,0.17%,5859.0,,,25.36%,,Equity,,,,,,2021-06-14
HDGE,Ranger Equity Bear,23.45,23.3 - 23.44,,23.43,2.58 - 26.49,0.12,26279.0,,0.48%,44305.0,163390000.0,,384%,,Equity,AdvisorShares Ranger Equity Bear,23.43,-0.09%,26.28K,15:59:59,2021-06-14
DWSH,AdvisorShares Dorsey Wright Short,8.57,8.52 - 8.55,,8.55,8.51 - 20.82,,14002.0,,,25122.0,,,- 54.1%,,Equity,,,,,,2021-06-14
YOLO,AdvisorShares Pure Cannabis,21.34,21.01 - 21.49,,21.31,10.08 - 31.87,0.15,75969.0,,0.59%,242009.0,,,98.61%,,Equity,,,,,,2021-06-14
CWS,AdvisorShares Focused Equity,46.41,46.37 - 46.44,,46.44,33.93 - 49.37,0.12,1056.0,,0.27%,3644.0,,,34.6%,,Equity,,,,,,2021-06-14
AADR,WCM/BNY Mellon Focused Growth ADR,67.79,67.43 - 67.93,,67.43,48.44 - 67.93,0.07,,,0.11%,4064.0,23330000.0,,36.98%,,Equity,,,,,,2021-06-14
HYLD,Peritus High Yield,32.55,32.5 - 32.6,,32.6,28.36 - 32.64,2.53,22552.0,,7.77%,23989.0,196980000.0,,14.81%,,,High Yield,32.52,-0.10%,22.55K,15:59:59,2021-06-14
MINC,Newfleet Multi-Sector Income,48.95,48.94 - 48.96,,48.95,47.73 - 52.42,1.03,1610.0,,2.11%,14817.0,255550000.0,,1.78%,,,AdvisorShares Newfleet Multi-Sector Income,48.95,0.00%,1.61K,15:59:59,2021-06-14
