Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.8,29.88 - 29.88,,30.09,15.21 - 29.88,1.02,7266.0,,3.47%,7131.0,,,52.82%,,Equity,,,,,,2021-03-15
EEMD,AAM S&P EM Sector High Dividend,22.72,22.52 - 22.76,,22.52,13.76 - 22.94,0.89,,,3.87%,3159.0,,,36.95%,,Equity,,,,,,2021-03-15
ZIG,The Acquirers Fund,24.57,24.34 - 24.34,,24.42,17.19 - 24.81,0.04,12319.0,,0.17%,7558.0,,,16.01%,,Equity,,,,,,2021-03-15
HDGE,Ranger Equity Bear,24.8,24.76 - 24.86,,24.7,2.58 - 26.49,0.12,26354.0,,0.47%,383577.0,163390000.0,,269.6%,,Equity,,,,,,2021-03-15
DWSH,AdvisorShares Dorsey Wright Short,9.32,9.23 - 9.28,,9.29,9.23 - 45.92,,15468.0,,,74364.0,,,- 73.97%,,Equity,,,,,,2021-03-15
YOLO,AdvisorShares Pure Cannabis,25.73,25.93 - 27,,25.85,5.65 - 31.87,0.15,613956.0,,0.59%,728362.0,,,270.22%,,Equity,,,,,,2021-03-15
CWS,AdvisorShares Focused Equity,44.35,44.19 - 44.5,,44.32,25.72 - 44.89,0.12,,,0.27%,3457.0,,,44.89%,,Equity,,,,,,2021-03-15
AADR,WCM/BNY Mellon Focused Growth ADR,64.04,63.22 - 64.07,,63.23,33.75 - 67.24,0.07,,,0.10%,7007.0,23330000.0,,56.58%,,Equity,,,,,,2021-03-15
HYLD,Peritus High Yield,32.17,32.27 - 32.4,,32.42,24.02 - 32.64,2.59,24750.0,,8.02%,22823.0,196980000.0,,14.04%,,,,,,,,2021-03-15
MINC,Newfleet Multi-Sector Income,48.81,48.75 - 48.75,,48.81,42.72 - 52.42,1.16,3122.0,,2.37%,18714.0,255550000.0,,2.59%,,,,,,,,2021-03-15
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,42.24%,,Equity,,,,,,2021-03-15
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.02,49.02 - 49.02,,49.02,38.88 - 49.3,1.62,,,3.31%,363.0,27380000.0,,7.78%,,Other,,,,,,2021-03-15
DBLV,AdvisorShares Wilshire Buyback,89.63,89.17 - 89.7,,89.17,48.3 - 89.7,1.02,,,1.16%,1447.0,152610000.0,,54.96%,,Equity,,,,,,2021-03-15
HOLD,AdvisorShares Sage Core Reserves,98.68,98.64 - 98.71,,98.71,93.52 - 99.75,1.36,,,1.37%,2430.0,86990000.0,,0.63%,,,,,,,,2021-03-15
FWDB,Madrona Global Bond,25.79,25.79 - 25.79,,25.79,23.18 - 26.45,0.52,,,2.01%,1698.0,19080000.0,,0.7%,,,,,,,,2021-03-15
DWMC,AdvisorShares Dorsey Wright Micro-Cap,36.64,37.06 - 37.3,,37.1,13.03 - 41.61,,4017.0,,,4958.0,,,123.41%,,Equity,,,,,,2021-03-15
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,3.24%,,Equity,,,,,,2021-03-15
VEGA,Star Global Buy-Write,37.82,37.54 - 37.82,,37.54,25.27 - 38.09,0.1,,,0.28%,919.0,17480000.0,,31.73%,,Other,,,,,,2021-03-15
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-03-15
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-03-15
AFIF,Anfield Universal Fixed Income,9.66,9.63 - 9.69,,9.69,9.11 - 10.77,0.31,,,3.18%,107018.0,,,- 3.98%,,,,,,,,2021-03-15
GLIF,AGFiQ Global Infrastructure,24.73,24.73 - 24.73,,24.73,17.78 - 25.22,1.17,,,4.75%,297.0,,,11.05%,,Equity,,,,,,2021-03-15
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,21.32 - 32.48,0.36,,,1.14%,3605.0,,,27.83%,,Equity,,,,,,2021-03-15
VMOT,Alpha Architect Value Momentum Trend,27.14,27.23 - 27.25,,27.14,19.7 - 29.4,26.05,4351.0,,95.88%,6846.0,,,29.12%,,Equity,,,,,,2021-03-15
QMOM,MomentumShares U.S. Quantitative Momentum,55.23,55.48 - 56.16,,55.53,21.5 - 68.19,0.04,13769.0,,0.08%,25339.0,,,104.48%,,Equity,,,,,,2021-03-15
IMOM,MomentumShares International Quantitative Momentum,33.51,33.28 - 33.43,,33.3,17.14 - 37.96,0.2,4288.0,,0.61%,13237.0,,,62.2%,,Equity,,,,,,2021-03-15
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.0,33.85 - 34,,33.97,16.86 - 35.05,0.53,18114.0,,1.54%,17650.0,,,62.37%,,Equity,,,,,,2021-03-15
AMLP,ALPS Alerian MLP,32.42,32.05 - 32.67,13%,32.36,3.24 - 32.67,3.84,1868167.0,3590000000.0,11.95%,3159228.0,8039999999.999999,1.95,670.07%,151282420.0,Equity,,,,,,2021-03-15
SDOG,ALPS Sector Dividend Dogs,51.97,51.68 - 52.18,,52.16,26.12 - 52.18,1.62,60811.0,,3.15%,55801.0,2063000000.0000002,,51.83%,,Equity,,,,,,2021-03-15
IDOG,ALPS Internatl Sector Dividends Dogs,27.9,27.74 - 27.9,,28.01,16.77 - 27.9,0.78,57235.0,,2.80%,24079.0,167900000.0,,40.91%,,Equity,,,,,,2021-03-15
RIGS,ALPS RiverFront Strategic Income,24.65,24.62 - 24.66,,24.66,18.32 - 24.86,0.89,,,3.61%,46365.0,330550000.0,,7.55%,,,,,,,,2021-03-15
