Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.02,29.22 - 29.27,,29.01,16.87 - 29.96,1.02,7906.0,,3.47%,7590.0,,,64%,,Equity,,,,,,2021-03-26
EEMD,AAM S&P EM Sector High Dividend,22.17,22.13 - 22.21,,22.15,15.04 - 23.11,0.89,,,3.87%,3106.0,,,43.39%,,Equity,,,,,,2021-03-26
ZIG,The Acquirers Fund,24.86,25.08 - 25.15,,24.74,18.86 - 25.15,0.04,3049.0,,0.17%,7801.0,,,27.14%,,Equity,,,,,,2021-03-26
HDGE,Ranger Equity Bear,25.64,25.34 - 25.67,,25.47,2.58 - 26.49,0.12,105890.0,,0.45%,326540.0,163390000.0,,273.76%,,Equity,,,,,,2021-03-26
DWSH,AdvisorShares Dorsey Wright Short,9.31,9.17 - 9.31,,9.3,9.17 - 38,,30196.0,,,70825.0,,,- 73.31%,,Equity,,,,,,2021-03-26
YOLO,AdvisorShares Pure Cannabis,23.33,22.63 - 23.67,,23.81,7.1 - 31.87,0.15,182794.0,,0.59%,722800.0,,,206.17%,,Equity,,,,,,2021-03-26
CWS,AdvisorShares Focused Equity,44.33,44.55 - 44.55,,44.78,28.8 - 46,0.12,1449.0,,0.27%,3488.0,,,51.71%,,Equity,,,,,,2021-03-26
AADR,WCM/BNY Mellon Focused Growth ADR,60.95,59.96 - 61.16,,59.96,38.6 - 67.24,0.07,,,0.11%,6360.0,23330000.0,,49.83%,,Equity,,,,,,2021-03-26
HYLD,Peritus High Yield,32.45,32.24 - 32.32,,32.29,24.02 - 32.64,2.59,39447.0,,7.97%,25340.0,196980000.0,,27.96%,,,,,,,,2021-03-26
MINC,Newfleet Multi-Sector Income,48.74,48.79 - 48.83,,48.8,43.59 - 52.42,1.16,,,2.37%,18168.0,255550000.0,,11.94%,,,,,,,,2021-03-26
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,18.32 - 28.16,,,,,572.0,,,48.73%,,Equity,,,,,,2021-03-26
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.98,48.95 - 48.98,,48.95,42.22 - 49.3,1.62,,,3.31%,357.0,27380000.0,,25.43%,,Other,,,,,,2021-03-26
DBLV,AdvisorShares Wilshire Buyback,89.07,87.31 - 89.07,,87.31,53.76 - 90.11,1.02,,,1.17%,1442.0,152610000.0,,64.31%,,Equity,,,,,,2021-03-26
HOLD,AdvisorShares Sage Core Reserves,98.69,98.75 - 98.75,,98.75,95.28 - 99.75,1.36,,,1.37%,2275.0,86990000.0,,4.01%,,,,,,,,2021-03-26
FWDB,Madrona Global Bond,25.84,25.79 - 25.8,,25.84,24.02 - 26.45,0.52,1402.0,,2.02%,1723.0,19080000.0,,2.54%,,,,,,,,2021-03-26
DWMC,AdvisorShares Dorsey Wright Micro-Cap,33.14,31.52 - 33.14,,32.25,14.62 - 41.61,,,,,6485.0,,,121.52%,,Equity,,,,,,2021-03-26
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,6.98%,,Equity,,,,,,2021-03-26
VEGA,Star Global Buy-Write,37.46,37.31 - 37.46,,37.31,27.81 - 38.5,0.1,,,0.28%,850.0,17480000.0,,36.45%,,Other,,,,,,2021-03-26
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-03-26
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-03-26
AFIF,Anfield Universal Fixed Income,9.71,9.73 - 9.73,,9.72,9.29 - 10.77,0.31,89515.0,,3.18%,97002.0,,,0.31%,,,,,,,,2021-03-26
GLIF,AGFiQ Global Infrastructure,24.82,24.82 - 24.82,,24.82,20.21 - 25.22,1.17,,,4.75%,285.0,,,22.9%,,Equity,,,,,,2021-03-26
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,23.11 - 32.48,0.36,,,1.14%,3844.0,,,36.07%,,Equity,,,,,,2021-03-26
VMOT,Alpha Architect Value Momentum Trend,26.29,25.82 - 26.29,,25.85,20.18 - 29.4,26.05,,,95.88%,6307.0,,,26.7%,,Equity,,,,,,2021-03-26
QMOM,MomentumShares U.S. Quantitative Momentum,49.91,48.92 - 50.61,,49.93,23.92 - 68.19,0.04,97894.0,,0.08%,26903.0,,,94.88%,,Equity,,,,,,2021-03-26
IMOM,MomentumShares International Quantitative Momentum,32.24,32.72 - 32.72,,32.72,19.59 - 37.96,0.2,77055.0,,0.61%,15082.0,,,62.34%,,Equity,,,,,,2021-03-26
FRDM,Alpha Architect Freedom 100 Emerging Markets,32.75,33.03 - 33.64,,33.11,18 - 35.05,0.53,23902.0,,1.54%,16914.0,,,74.02%,,Equity,,,,,,2021-03-26
AMLP,ALPS Alerian MLP,29.78,29.96 - 30.83,13%,30.18,3.24 - 32.67,3.84,2444263.0,3590000000.0,12.99%,3106810.0,8039999999.999999,1.95,75.69%,151282420.0,Equity,,,,,,2021-03-26
SDOG,ALPS Sector Dividend Dogs,51.02,51.26 - 51.85,,51.3,29.18 - 52.18,2.09,42152.0,,4.18%,54101.0,2063000000.0000002,,66.68%,,Equity,,,,,,2021-03-26
IDOG,ALPS Internatl Sector Dividends Dogs,27.37,27.52 - 27.78,,27.51,18.73 - 28.09,0.78,7259.0,,2.80%,24048.0,167900000.0,,41.01%,,Equity,,,,,,2021-03-26
RIGS,ALPS RiverFront Strategic Income,24.62,24.6 - 24.6,,24.61,21.4 - 24.86,0.89,12768.0,,3.61%,45261.0,330550000.0,,13.51%,,,,,,,,2021-03-26
SBIO,ALPS Medical Breakthroughs,49.98,48.57 - 49.42,,50.01,29.22 - 64.04,,39381.0,,,38317.0,100500000.0,,60.97%,,Equity,,,,,,2021-03-26
SGDJ,ALPS Sprott Junior Gold Miners,41.36,41.38 - 41.63,,41.26,22 - 52.98,0.97,13921.0,,2.24%,40870.0,58690000.0,,62.01%,,Equity,,,,,,2021-03-26
SGDM,ALPS Sprott Gold Miners,26.59,26.5 - 26.99,,26.46,19.5 - 39.41,0.09,24469.0,,0.34%,51634.0,224230000.0,,20.7%,,Equity,,,,,,2021-03-26
ACES,ALPS Clean Energy,72.91,72.67 - 74.64,,73.0,26.38 - 101.72,0.45,135533.0,,0.55%,206590.0,,,151.33%,,Equity,,,,,,2021-03-26
DTEC,ALPS Disruptive Technologies,43.84,43.91 - 44.72,,44.11,24.58 - 51.55,0.14,27626.0,,0.30%,29873.0,,,69.46%,,Equity,,,,,,2021-03-26
ENFR,ALPS Alerian Energy Infrastructure,17.17,17.33 - 17.42,,17.41,8.86 - 17.89,1.46,18178.0,,8.24%,33485.0,29330000.0,,65.41%,,Equity,,,,,,2021-03-26
EDOG,ALPS Emerging Sector Dividend Dogs,22.83,22.75 - 22.83,,22.75,14.43 - 24.04,1.29,,,5.47%,3688.0,21420000.0,,52.16%,,Equity,,,,,,2021-03-26
EQL,ALPS Equal Sector Weight,92.59,92.79 - 92.79,,93.25,58.19 - 94.18,2.34,5952.0,,2.55%,9110.0,147000000.0,,56.91%,,Equity,,,,,,2021-03-26
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,0 - 0,,,,,4677.0,80410000.0,,0%,,Other,,,,,,2021-03-26
VALQ,American Century STOXX U.S. Quality Value,46.75,47.09 - 47.22,,47.15,29.28 - 47.53,0.9,28334.0,,1.93%,11411.0,,,55.22%,,Equity,,,,,,2021-03-26
KORP,American Century Diversified Corporate Bond,51.78,51.71 - 51.78,,51.78,47.44 - 53.33,1.46,,,2.81%,10152.0,,,9.03%,,,,,,,,2021-03-26
SWAN,Amplify BlackSwan Growth & Treasury Core,31.93,31.86 - 32.1,,31.93,28.08 - 33.24,0.02,91626.0,,0.07%,246611.0,,,13.31%,,Equity,,,,,,2021-03-26
BLOK,Amplify Transformational Data Sharing,51.32,51.02 - 52.86,,52.05,14.67 - 62.94,0.66,658737.0,,1.14%,1154329.0,,,242.13%,,Equity,,,,,,2021-03-26
IBUY,Amplify Online Retail,121.31,119.46 - 123.17,,121.6,38.37 - 140.97,,92897.0,,,265295.0,8450000.0,,196.63%,,Equity,,,,,,2021-03-26
DIVO,Amplify YieldShares CWP Dividend Option Income,34.33,34.42 - 34.64,,34.32,23.93 - 35.23,1.64,204496.0,,4.79%,126454.0,3820000.0,,43.64%,,Equity,,,,,,2021-03-26
CNBS,Amplify Seymour Cannabis,29.2,28.1 - 29.51,,29.56,8.1 - 40.65,0.1,144352.0,,0.32%,282811.0,,,241.48%,,Equity,,,,,,2021-03-26
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,9.83%,,Equity,,,,,,2021-03-26
