Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,24.77,24.65 - 24.65,,25.09,15.21 - 27.71,,8431.0,,,5338.0,,,- 7.91%,,Equity,,,,,,2020-12-14
EEMD,AAM S&P EM Sector High Dividend,20.96,21.07 - 21.07,,21.15,13.76 - 23.08,,10447.0,,,3506.0,,,- 8.04%,,Equity,,,,,,2020-12-14
ZIG,The Acquirers Fund,22.61,22.72 - 22.84,,22.7,17.19 - 27.79,,3752.0,,,5270.0,,,- 17.09%,,Equity,,,,,,2020-12-14
HDGE,Ranger Equity Bear,3.16,3.11 - 3.14,,3.15,3.11 - 7.95,,921326.0,,,852606.0,163390000.0,,- 43.27%,,Equity,,,,,,2020-12-14
DWSH,AdvisorShares Dorsey Wright Short,11.52,11.35 - 11.6,,11.31,11.3 - 45.92,,149581.0,,,152101.0,,,- 51.06%,,Equity,,,,,,2020-12-14
YOLO,AdvisorShares Pure Cannabis,16.3,16.11 - 16.55,,16.47,5.65 - 17.21,,346891.0,,,187332.0,,,35.57%,,Equity,,,,,,2020-12-14
CWS,AdvisorShares Focused Equity,42.15,42.3 - 42.3,,42.0,25.72 - 43.06,,,,,1655.0,,,13.21%,,Equity,,,,,,2020-12-14
AADR,WCM/BNY Mellon Focused Growth ADR,58.79,58.12 - 58.12,,58.55,33.75 - 60.4,,,,,9410.0,23330000.0,,10.64%,,Equity,,,,,,2020-12-14
HYLD,Peritus High Yield,31.93,32.03 - 32.03,,31.94,24.02 - 34.26,,,,,20726.0,196980000.0,,- 4.45%,,,,,,,,2020-12-14
MINC,Newfleet Multi-Sector Income,48.97,48.95 - 48.95,,48.93,42.72 - 49.12,,8783.0,,,2605.0,255550000.0,,0.82%,,,,,,,,2020-12-14
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2162.0,,,8.55%,,Equity,,,,,,2020-12-14
