Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,24.52,24.28 - 24.28,,24.52,15.21 - 27.71,,,,,5143.0,,,- 11.04%,,Equity,,,,,,2020-12-01
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3467.0,,,- 11.37%,,Equity,,,,,,2020-12-01
ZIG,The Acquirers Fund,22.53,22.38 - 22.4,,22.51,17.19 - 27.79,,,,,5508.0,,,- 16.12%,,Equity,,,,,,2020-12-01
HDGE,Ranger Equity Bear,3.31,3.28 - 3.31,,3.28,3.28 - 7.95,,218401.0,,,924975.0,163390000.0,,- 42.33%,,Equity,,,,,,2020-12-01
DWSH,AdvisorShares Dorsey Wright Short,12.48,12.13 - 12.31,,12.21,11.82 - 45.92,,83076.0,,,171289.0,,,- 48.92%,,Equity,,,,,,2020-12-01
YOLO,AdvisorShares Pure Cannabis,16.94,16.26 - 17.2,,17.13,5.65 - 17.2,,383575.0,,,151328.0,,,34.88%,,Equity,,,,,,2020-12-01
CWS,AdvisorShares Focused Equity,41.23,41.18 - 41.49,,41.29,25.72 - 43.06,,,,,1770.0,,,12.31%,,Equity,,,,,,2020-12-01
AADR,WCM/BNY Mellon Focused Growth ADR,57.72,58.88 - 58.91,,58.61,33.75 - 60.4,,105775.0,,,8676.0,23330000.0,,12.25%,,Equity,,,,,,2020-12-01
HYLD,Peritus High Yield,31.59,31.63 - 31.67,,31.7,24.02 - 34.26,,18411.0,,,16286.0,196980000.0,,- 4.76%,,,,,,,,2020-12-01
MINC,Newfleet Multi-Sector Income,48.82,48.78 - 48.78,,48.83,42.72 - 49.12,,,,,2351.0,255550000.0,,0.54%,,,,,,,,2020-12-01
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2179.0,,,8.03%,,Equity,,,,,,2020-12-01
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.42,48.32 - 48.32,,48.32,38.88 - 49.49,,,,,481.0,27380000.0,,- 1%,,Other,,,,,,2020-12-01
DBLV,AdvisorShares Wilshire Buyback,77.57,77.61 - 77.61,,76.9,48.3 - 80.22,,,,,804.0,152610000.0,,6.18%,,Equity,,,,,,2020-12-01
HOLD,AdvisorShares Sage Core Reserves,98.81,98.79 - 98.79,,98.79,93.52 - 100.35,,,,,15873.0,86990000.0,,- 0.96%,,,,,,,,2020-12-01
FWDB,Madrona Global Bond,26.16,26.09 - 26.09,,26.09,23.18 - 27.29,,,,,2269.0,19080000.0,,0.31%,,,,,,,,2020-12-01
DWMC,AdvisorShares Dorsey Wright Micro-Cap,25.67,25.93 - 26.07,,25.93,13.03 - 26.07,,490.0,,,486.0,,,10.74%,,Equity,,,,,,2020-12-01
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 26.19%,,Equity,,,,,,2020-12-01
VEGA,Star Global Buy-Write,35.61,35.46 - 35.46,,35.59,25.27 - 37.07,,,,,891.0,17480000.0,,5.19%,,Other,,,,,,2020-12-01
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-12-01
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-12-01
AFIF,Anfield Universal Fixed Income,9.82,9.77 - 9.78,,9.82,9.11 - 10.77,,128389.0,,,84861.0,,,0.82%,,,,,,,,2020-12-01
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,328.0,,,- 8.29%,,Equity,,,,,,2020-12-01
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,7.0,,,9.8%,,Equity,,,,,,2020-12-01
VMOT,Alpha Architect Value Momentum Trend,24.66,24.45 - 24.47,,24.56,19.7 - 25.75,,17537.0,,,4523.0,,,- 0.36%,,Equity,,,,,,2020-12-01
QMOM,MomentumShares U.S. Quantitative Momentum,47.54,46.75 - 47.08,,48.06,21.5 - 47.53,,52144.0,,,10714.0,,,44.64%,,Equity,,,,,,2020-12-01
IMOM,MomentumShares International Quantitative Momentum,31.6,31.86 - 32.09,,31.86,17.14 - 32.09,,257020.0,,,14705.0,,,20.05%,,Equity,,,,,,2020-12-01
FRDM,Alpha Architect Freedom 100 Emerging Markets,29.22,29.75 - 30,,29.61,16.86 - 30.18,,6761.0,,,3957.0,,,11.48%,,Equity,,,,,,2020-12-01
AMLP,ALPS Alerian MLP,24.99,25.12 - 25.81,13%,25.48,3.24 - 44.65,5.32,2865715.0,3590000000.0,14.45%,3105127.0,8039999999.999999,1.95,- 36.17%,151282420.0,Equity,ALPS Alerian MLP,25.26,+1.08%,2.87M,15:59:58,2020-12-01
SDOG,ALPS Sector Dividend Dogs,43.71,44.07 - 44.57,,44.24,26.12 - 47.63,,35919.0,,,83503.0,2063000000.0000002,,- 4.54%,,Equity,,,,,,2020-12-01
IDOG,ALPS Internatl Sector Dividends Dogs,24.74,25.27 - 25.29,,25.15,16.77 - 28.02,,18461.0,,,39665.0,167900000.0,,- 7.15%,,Equity,,,,,,2020-12-01
RIGS,ALPS RiverFront Strategic Income,24.76,24.75 - 24.75,,24.71,18.23 - 25.08,,,,,17522.0,330550000.0,,- 0.08%,,,,,,,,2020-12-01
SBIO,ALPS Medical Breakthroughs,49.09,48.99 - 49.45,,49.5,25.1 - 49.45,,15899.0,,,38107.0,100500000.0,,23.99%,,Equity,,,,,,2020-12-01
SGDJ,ALPS Sprott Junior Gold Miners,45.48,47.22 - 47.7,,47.25,16.52 - 51.35,,87773.0,,,24736.0,58690000.0,,49.44%,,Equity,,,,,,2020-12-01
SGDM,ALPS Sprott Gold Miners,29.76,29.95 - 30.7,,30.57,13.79 - 39.41,,27682.0,,,39498.0,224230000.0,,27.51%,,Equity,,,,,,2020-12-01
ACES,ALPS Clean Energy,70.2,69.09 - 70.76,,70.76,23.57 - 72.45,,138080.0,,,89034.0,,,116.28%,,Equity,,,,,,2020-12-01
DTEC,ALPS Disruptive Technologies,42.99,43.07 - 43.47,,43.47,22.24 - 43.47,,17614.0,,,23125.0,,,34.43%,,Equity,,,,,,2020-12-01
ENFR,ALPS Alerian Energy Infrastructure,14.51,14.54 - 14.81,,14.66,7.46 - 21.42,,97983.0,,,30077.0,29330000.0,,- 24.08%,,Equity,,,,,,2020-12-01
EDOG,ALPS Emerging Sector Dividend Dogs,20.89,21.36 - 21.36,,21.31,13.43 - 22.47,,597.0,,,2791.0,21420000.0,,1.46%,,Equity,,,,,,2020-12-01
BFOR,ALPS Barron’s 400,47.26,47.88 - 47.88,,47.35,26.12 - 48.02,,,,,2796.0,188420000.0,,13.86%,,Equity,,,,,,2020-12-01
EQL,ALPS Equal Sector Weight,85.49,85.1 - 85.34,,87.4,51.33 - 89.89,,,,,6163.0,147000000.0,,8.66%,,Equity,,,,,,2020-12-01
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 48.49,,,,,4677.0,80410000.0,,0.19%,,Other,,,,,,2020-12-01
VALQ,American Century STOXX U.S. Quality Value,41.2,41.65 - 41.76,,41.77,26.78 - 44.08,,18655.0,,,9011.0,,,- 3.02%,,Equity,,,,,,2020-12-01
KORP,American Century Diversified Corporate Bond,53.28,53.06 - 53.08,,53.0,45.74 - 53.33,,6965.0,,,4973.0,,,3.82%,,,,,,,,2020-12-01
SWAN,Amplify BlackSwan Growth & Treasury Core,32.75,32.76 - 32.9,,32.81,26.39 - 33.24,,302181.0,,,251731.0,,,11.84%,,Equity,,,,,,2020-12-01
BLOK,Amplify Transformational Data Sharing,30.29,30.25 - 30.66,,30.65,13.04 - 30.66,,342037.0,,,92760.0,,,61.01%,,Equity,,,,,,2020-12-01
IBUY,Amplify Online Retail,105.65,105.14 - 106.14,,106.54,33.11 - 106.6,,145696.0,,,251199.0,8450000.0,,114.33%,,Equity,,,,,,2020-12-01
DIVO,Amplify YieldShares CWP Dividend Option Income,31.96,32.21 - 32.42,,32.4,21.39 - 32.78,,66388.0,,,65941.0,3820000.0,,2.63%,,Equity,,,,,,2020-12-01
CNBS,Amplify Seymour Cannabis,18.44,17.46 - 18.55,,18.64,6.48 - 18.55,,141730.0,,,23775.0,,,27.87%,,Equity,,,,,,2020-12-01
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 19.86%,,Equity,,,,,,2020-12-01
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crow,13.49,13.37 - 13.37,,13.46,10 - 18.75,,,,,524.0,,,- 30.47%,,Equity,,,,,,2020-12-01
BATT,Amplify Advanced Battery Metals and Materials,13.7,13.8 - 14.13,,14.2,5.91 - 14.31,,225995.0,,,38092.0,,,31.6%,,Equity,,,,,,2020-12-01
XBUY,Amplify International Online Retail,48.84,48.88 - 48.88,,49.49,18.57 - 50.16,,8768.0,,,6316.0,,,81.46%,,Equity,,,,,,2020-12-01
DRSK,Aptus Defined Risk,29.55,29.5 - 29.7,,29.5,25.83 - 31.86,,99627.0,,,107565.0,,,7.14%,,Other,,,,,,2020-12-01
ACIO,Aptus Collared Income Opportunity,27.39,27.51 - 27.58,,27.39,21.24 - 28.06,,24781.0,,,29677.0,,,8.09%,,Equity,,,,,,2020-12-01
ARKK,ARK Innovation,112.37,112.26 - 114.2,,114.0,33 - 114.2,,3046226.0,,,2795698.0,15670000.0,,122.74%,,Equity,,,,,,2020-12-01
ARKW,ARK Web X.0,136.11,134.06 - 138.01,,138.13,40.49 - 138.01,,1291312.0,,,869412.0,19350000.0,,142.05%,,Equity,,,,,,2020-12-01
ARKG,ARK Genomic Revolution Multi-Sector,81.7,82.22 - 85.09,,83.29,24 - 85.09,,2915448.0,,,1156131.0,8340000.0,,133.96%,,Equity,,,,,,2020-12-01
ARKQ,ARK Industrial Innovation,68.74,69.07 - 70.31,,70.31,26.19 - 70.31,,530533.0,,,301875.0,20150000.0,,97.16%,,Equity,ARK Industrial Innovation,69.72,+1.43%,530.53K,15:59:58,2020-12-01
ARKF,ARK Fintech Innovation,46.67,46.36 - 47.09,,47.08,16.94 - 47.09,,1118289.0,,,760130.0,,,95.31%,,Equity,,,,,,2020-12-01
PRNT,The 3D Printing,29.17,29.18 - 30,,30.0,13.8 - 30,,71418.0,,,48441.0,14900000.0,,33.32%,,Equity,,,,,,2020-12-01
IZRL,ARK Israeli Innovation Hedged,27.48,27.6 - 27.83,,27.74,14 - 27.88,,33800.0,,,29232.0,,,22.08%,,Equity,,,,,,2020-12-01
ARCM,Arrow Reserve Capital Management,99.96,99.9 - 99.9,,99.9,99.12 - 107.21,,,,,1748.0,,,- 0.29%,,Equity,,,,,,2020-12-01
GYLD,Arrow Dow Jones Global Yield,12.72,12.66 - 12.75,,12.73,8.47 - 16.5,,5893.0,,,7929.0,100000000.0,,- 20.95%,,,,,,,,2020-12-01
DWCR,Arrow DWA Country Rotation,27.3,27.3 - 27.34,,27.34,17.38 - 28.87,,,,,2732.0,,,1.11%,,Equity,,,,,,2020-12-01
DOGS,Arrow Dogs of the World,31.96,31.96 - 31.96,,31.96,27.25 - 49.63,,,,,489.0,,,- 30.46%,,Equity,,,,,,2020-12-01
QVM,Arrow QVM Equity Factor,21.69,19.55 - 19.55,,21.0,15.23 - 30.05,,,,,896.0,3580000.0,,- 33.91%,,Equity,,,,,,2020-12-01
DWAT,Arrow Investments DWA Tactical,11.54,11.47 - 11.7,,11.7,7.87 - 11.71,,5514.0,,,1297.0,9520000.0,,1.32%,,Equity,,,,,,2020-12-01
AGO_pf,Assured Guaranty Municipal Holdings Inc,25.65,25.62 - 25.7,,25.68,15 - 26.69,,6528.0,,,3803.0,,,0.35%,,Other,,,,,,2020-12-01
SBUG,Barclays Bank iPath Silver ETN,32.55,31.44 - 31.44,,31.19,17 - 41.15,,,,,456.0,,,29.54%,,Commodity,,,,,,2020-12-01
GBUG,Barclays Bank iPath Gold ETN,29.18,29.74 - 29.74,,29.74,23.04 - 34.3,,15851.0,,,1610.0,,,21.7%,,Commodity,,,,,,2020-12-01
DJP,iPath Bloomberg Commodity Total Return Exp 12 June,20.69,20.69 - 20.85,,20.82,15.61 - 23.16,,385028.0,,,175960.0,957480000.0,,- 4.48%,,Commodity,iPath Bloomberg Commodity Total Return Exp 12 June,20.73,+0.19%,385.03K,15:59:58,2020-12-01
ATMP,Barclays ETN Plus Select MLP,11.4,11.35 - 11.65,,11.4,5.8 - 18.35,,24844.0,,,67492.0,497800000.0,,- 29.93%,,Equity,,,,,,2020-12-01
OILNF,iPath S&P GSCI Crude Oil Total Return,43.5,43.5 - 44,,44.0,0.51 - 52,,568.0,,,2070.0,,,607.32%,,Commodity,,,,,,2020-12-01
NIB,iPath Bloomberg Cocoa Subindex Total Return Exp 24,33.2,32.05 - 32.9,,32.83,24.75 - 34.96,,19648.0,,,20483.0,34830000.0,,12.2%,,Commodity,,,,,,2020-12-01
IMLP,Barclays Bank iPath S&P MLP,9.32,9.36 - 9.51,,9.58,4.68 - 15.51,,3033.0,,,962.0,164410000.0,,- 30.38%,,Equity,,,,,,2020-12-01
CAPE,Barclays + Shiller CAPE Exp 12 Oct 2022,171.4,173.82 - 174.27,,173.95,100.16 - 182.68,,11741.0,,,6892.0,49190000.0,,17.75%,,Equity,,,,,,2020-12-01
GAZZF,iPath Bloomberg Natural Gas Subindex Total Return,0.0005,0.0005 - 0.0005,,0.0005,0.0001 - 0.16,,15094.0,,,26314.0,4230000.0,,- 99.18%,,Commodity,,,,,,2020-12-01
VQT,Barclays + S&P VEQTOR Exp 08 Sep 2020,199.01,198.01 - 199.79,,199.5,158.19 - 203.25,,,,,734.0,211190000.0,,22.57%,,Equity,,,,,,2020-12-01
JJGTF,Barclays Bk PLC iPath Bloomberg Grains Subindex To,23.03,23.3 - 23.49,,23.49,16.56 - 24.15,,251.0,,,2728.0,,,9.51%,,Commodity,,,,,,2020-12-01
RODI,Barclays Bank Return on Disability,89.29,89.28 - 89.39,,89.39,57.9 - 95.4,,,,,111.0,31280000.0,,2.53%,,Equity,,,,,,2020-12-01
FLEU,Barclays FI Enhanced Europe 50 B,111.47,118.58 - 118.58,,121.54,58.08 - 161.32,,,,,457.0,54590000.0,,- 19.88%,,Equity,,,,,,2020-12-01
OLEM,iPath Pure Beta Crude Oil Exp 18 Apr 2041,12.77,12.56 - 12.58,,12.56,7.17 - 19.75,,,,,252.0,28640000.0,,- 27.11%,,Commodity,,,,,,2020-12-01
XVZ,iPath S&P 500 Dynamic VIX Exp 18 Aug 2021,37.03,36.66 - 37.43,,36.33,18.25 - 51.97,,,,,22069.0,12190000.0,,88.13%,,Other,,,,,,2020-12-01
WIL,Barclays Women in Leadership,78.75,78.6 - 78.6,,78.75,49.64 - 79.11,,,,,349.0,32500000.0,,8.19%,,Equity,,,,,,2020-12-01
BCM,iPath Pure Beta Broad Commodity Exp 18 Apr 2041,28.44,28.41 - 28.41,,28.42,19.82 - 29.66,,,,,1870.0,49910000.0,,3.27%,,Commodity,,,,,,2020-12-01
DLBLF,Barclays Bank iPath US Treasury Long Bond Bull,75.08,75.34 - 75.34,,75.34,0 - 0,,,,,400.0,5350000.0,,0%,,Other,,,,,,2020-12-01
GSP,iPath GSCI Total Return Exp 12 Jun 2036,10.24,10.19 - 10.19,,10.29,5.28 - 15.96,,18977.0,,,11265.0,30520000.0,,- 28.44%,,Commodity,,,,,,2020-12-01
LD,Barclays Bank iPath Bloomberg Lead Sub Total Retur,37.9,37.68 - 37.68,,37.72,33.07 - 44.06,,,,,169.0,1170000.0,,- 15.12%,,Commodity,,,,,,2020-12-01
