Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.27,29.64 - 30.06,,30.06,19.93 - 32.37,1.03,9243.0,,3.32%,10914.0,,,41.85%,,Equity,,,,,,2021-06-18
EEMD,AAM S&P EM Sector High Dividend,23.41,22.87 - 23.13,,23.13,17.17 - 24.04,0.93,4226.0,,3.95%,1975.0,,,28.41%,,Equity,,,,,,2021-06-18
ZIG,The Acquirers Fund,26.27,25.94 - 26.04,,26.01,20.07 - 27.9,0.04,3212.0,,0.17%,5379.0,,,22.19%,,Equity,,,,,,2021-06-18
HDGE,Ranger Equity Bear,23.52,23.47 - 23.66,,23.66,2.58 - 26.49,0.12,17813.0,,0.48%,43607.0,163390000.0,,397.25%,,Equity,AdvisorShares Ranger Equity Bear,23.63,+0.47%,17.81K,15:59:59,2021-06-18
DWSH,AdvisorShares Dorsey Wright Short,8.58,8.71 - 8.73,,8.65,8.51 - 20.82,,77638.0,,,26343.0,,,- 53.62%,,Equity,,,,,,2021-06-18
YOLO,AdvisorShares Pure Cannabis,20.42,19.8 - 20.37,,20.02,10.08 - 31.87,0.15,178451.0,,0.59%,223765.0,,,87.17%,,Equity,,,,,,2021-06-18
CWS,AdvisorShares Focused Equity,45.82,45.54 - 45.86,,45.86,34.28 - 49.37,0.12,7234.0,,0.27%,3607.0,,,29%,,Equity,,,,,,2021-06-18
AADR,WCM/BNY Mellon Focused Growth ADR,67.79,67.43 - 67.93,,67.43,51.71 - 67.93,0.07,,,0.11%,4010.0,23330000.0,,32.2%,,Equity,,,,,,2021-06-18
HYLD,Peritus High Yield,32.59,32.53 - 32.6,,32.6,28.36 - 32.64,2.53,15053.0,,7.78%,21055.0,196980000.0,,8.13%,,,High Yield,32.58,-0.03%,15.05K,15:59:59,2021-06-18
MINC,Newfleet Multi-Sector Income,48.96,48.82 - 48.87,,48.87,47.96 - 52.42,1.03,1079.0,,2.11%,14800.0,255550000.0,,1.49%,,,AdvisorShares Newfleet Multi-Sector Income,48.85,-0.22%,1.08K,15:59:59,2021-06-18
ACT,AdvisorShares Vice ETF,35.05,34.42 - 34.83,,34.76,22.12 - 36.86,0.37,1354.0,,1.02%,2133.0,,,51.53%,,Equity,,,,,,2021-06-18
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.05,49.02 - 49.07,,49.07,46.4 - 49.3,1.55,106.0,,3.15%,2956.0,27380000.0,,3.7%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,49.02,-0.07%,0.11K,15:59:59,2021-06-18
DBLV,AdvisorShares Wilshire Buyback,94.26,92.69 - 92.69,,92.69,64.53 - 98.21,1.02,65.0,,1.11%,948.0,152610000.0,,38.69%,,Equity,AdvisorShares Wilshire Buyback,92.69,-1.67%,0.07K,15:59:59,2021-06-18
HOLD,AdvisorShares Sage Core Reserves,98.7,98.69 - 98.69,,98.69,98.08 - 99.08,1.01,8.0,,1.03%,1059.0,86990000.0,,0.24%,,,,,,,,2021-06-18
FWDB,Madrona Global Bond,25.9,25.89 - 25.89,,25.89,25.42 - 26.45,0.51,2.0,,1.96%,955.0,19080000.0,,0.72%,,,AdvisorShares FolioBeyond Smart Core Bond,25.89,-0.03%,0.00K,15:59:59,2021-06-18
DWMC,AdvisorShares Dorsey Wright Micro-Cap,36.99,36.29 - 36.51,,36.51,20.41 - 41.61,,607.0,,,3774.0,,,77.93%,,Equity,,,,,,2021-06-18
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-06-18
VEGA,Star Global Buy-Write,39.52,38.96 - 38.96,,38.96,31.63 - 39.7,0.1,122.0,,0.27%,5441.0,17480000.0,,22.24%,,Other,AdvisorShares STAR Global Buy-Write,38.96,-1.40%,0.12K,15:59:59,2021-06-18
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-06-18
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-06-18
AFIF,Anfield Universal Fixed Income,9.76,9.71 - 9.74,,9.74,9.51 - 10.77,0.31,20222.0,,3.18%,43683.0,,,- 0.36%,,,,,,,,2021-06-18
GLIF,AGFiQ Global Infrastructure,27.57,27.11 - 27.21,,27.18,22.19 - 27.94,1.17,675.0,,4.75%,1385.0,,,14.99%,,Equity,,,,,,2021-06-18
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,26.85 - 32.48,0.36,,,1.14%,961.0,,,13.98%,,Equity,,,,,,2021-06-18
VMOT,Alpha Architect Value Momentum Trend,27.08,26.62 - 26.73,,26.73,21.94 - 29.4,26.05,937.0,,95.88%,3370.0,,,22.15%,,Equity,,,,,,2021-06-18
QMOM,MomentumShares U.S. Quantitative Momentum,48.68,47.67 - 48.5,,48.5,34.37 - 68.19,0.04,6790.0,,0.08%,15321.0,,,40.45%,,Equity,,,,,,2021-06-18
IMOM,MomentumShares International Quantitative Momentum,34.31,33.72 - 33.83,,33.83,26.04 - 37.96,0.08,2827.0,,0.24%,17987.0,,,31%,,Equity,,,,,,2021-06-18
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.05,33.58 - 34.02,,34.02,23.45 - 35.05,0.53,21644.0,,1.54%,16139.0,,,44.59%,,Equity,,,,,,2021-06-18
AMLP,ALPS Alerian MLP,36.83,35.8 - 36.77,13%,36.44,18.93 - 38.92,2.89,3985053.0,3590000000.0,7.46%,2594239.0,8039999999.999999,1.95,32.63%,151282420.0,Equity,Alerian MLP,35.82,-2.74%,3.99M,15:59:59,2021-06-18
