Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,22.28,22.26 - 22.44,,22.44,15.21 - 27.71,,5858.0,,,5738.0,,,- 14.18%,,Equity,,,,,,2020-10-12
EEMD,AAM S&P EM Sector High Dividend,17.86,17.89 - 17.89,,17.89,13.76 - 23.08,,126.0,,,1456.0,,,- 15.63%,,Equity,,,,,,2020-10-12
ZIG,The Acquirers Fund,22.63,22.73 - 22.85,,22.76,17.19 - 27.79,,1996.0,,,8540.0,,,- 7.14%,,Equity,,,,,,2020-10-12
HDGE,Ranger Equity Bear,4.22,4.17 - 4.21,,4.18,4.14 - 7.95,,515929.0,,,799047.0,163390000.0,,- 36.45%,,Equity,Ranger Equity Bear,4.18,-0.95%,515.93K,15:59:59,2020-10-12
DWSH,AdvisorShares Dorsey Wright Short,17.33,17.18 - 17.42,,17.26,15.5 - 45.92,,56416.0,,,150565.0,,,- 34.63%,,Equity,,,,,,2020-10-12
YOLO,AdvisorShares Pure Cannabis,12.07,12.2 - 12.44,,12.2,5.65 - 14.3,,188765.0,,,78658.0,,,- 8.77%,,Equity,,,,,,2020-10-12
CWS,AdvisorShares Focused Equity,40.35,40.46 - 41.08,,40.46,25.72 - 41.08,,1793.0,,,1415.0,,,12.62%,,Equity,,,,,,2020-10-12
AADR,WCM/BNY Mellon Focused Growth ADR,57.99,58.34 - 58.75,,58.37,33.75 - 58.99,,110497.0,,,4695.0,23330000.0,,20.24%,,Equity,WCM/BNY Mellon Focused Growth ADR,58.39,+0.69%,110.50K,15:59:59,2020-10-12
HYLD,Peritus High Yield,30.23,30.26 - 30.77,,30.45,24.02 - 34.26,,8856.0,,,18471.0,196980000.0,,- 10.43%,,,Peritus High Yield,30.71,+1.58%,8.86K,15:59:59,2020-10-12
MINC,Newfleet Multi-Sector Income,48.69,48.65 - 48.76,,48.66,42.72 - 49.12,,1110.0,,,2656.0,255550000.0,,0.08%,,,Newfleet Multi-Sector Income,48.76,+0.15%,1.11K,15:59:59,2020-10-12
ACT,AdvisorShares Vice ETF,27.51,27.52 - 27.65,,27.65,16.16 - 27.68,,3008.0,,,2443.0,,,16.82%,,Equity,,,,,,2020-10-12
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.86,47.88 - 47.88,,47.88,38.88 - 50.41,,,,,288.0,27380000.0,,- 1.64%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,47.88,+0.04%,0,15:59:59,2020-10-12
DBLV,AdvisorShares Wilshire Buyback,72.18,71.76 - 73.12,,71.76,48.3 - 77.49,,1079.0,,,1184.0,152610000.0,,3.9%,,Equity,AdvisorShares Wilshire Buyback,72.98,+1.10%,1.08K,15:59:59,2020-10-12
HOLD,AdvisorShares Sage Core Reserves,98.78,98.78 - 98.81,,98.81,93.52 - 100.35,,,,,511.0,86990000.0,,- 1.02%,,,,,,,,2020-10-12
FWDB,Madrona Global Bond,25.74,25.66 - 25.81,,25.81,23.18 - 27.29,,742.0,,,2176.0,19080000.0,,- 0.35%,,,Madrona Global Bond,25.8,+0.23%,0.74K,15:59:59,2020-10-12
DWMC,AdvisorShares Dorsey Wright Micro-Cap,23.81,23.65 - 23.81,,23.65,13.03 - 24.57,,,,,466.0,,,11.57%,,Equity,,,,,,2020-10-12
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 21.23%,,Equity,,,,,,2020-10-12
VEGA,Star Global Buy-Write,34.84,35.15 - 35.17,,35.17,25.27 - 36.15,,208.0,,,1092.0,17480000.0,,7.17%,,Other,Star Global Buy-Write,35.15,+0.88%,0.21K,15:59:59,2020-10-12
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-10-12
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-10-12
AFIF,Anfield Universal Fixed Income,9.8,9.81 - 9.82,,9.82,9.11 - 10.77,,3137.0,,,62510.0,,,0.93%,,,,,,,,2020-10-12
GLIF,AGFiQ Global Infrastructure,23.64,23.76 - 23.76,,23.76,17.78 - 28.21,,35.0,,,1215.0,,,- 8.58%,,Equity,,,,,,2020-10-12
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.1,30.56 - 30.56,,30.56,21.32 - 30.92,,,,,621.0,,,14.14%,,Equity,,,,,,2020-10-12
VMOT,Alpha Architect Value Momentum Trend,24.8,24.84 - 24.92,,24.84,19.7 - 25.75,,11522.0,,,7280.0,,,4.77%,,Equity,,,,,,2020-10-12
