Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPY,SPDR S&P 500,342.57,332.88 - 342.64,- 0.46%,336.71,218.26 - 358.66,4.03,111716212.0,301960000000.0,1.66%,76548858.0,167650000000.0,1.01,14.94%,885482116.0,Equity,SPDR S&P 500,333.21,-2.73%,111.74M,15:59:59,2020-09-08
XLF,Financial Select Sector SPDR,25.29,24.55 - 25.1,- 7.17%,25.04,17.49 - 31.38,0.49,84109908.0,17710000000.0,2.45%,65419797.0,16160000000.0,1.17,- 7.84%,715745427.0,Equity,Financial Select Sector SPDR,24.64,-2.57%,84.11M,15:59:59,2020-09-08
UVXY,ProShares Ultra VIX Short-Term Futures,25.3,24.15 - 28.47,,28.2,10.4 - 135,,55558121.0,,,34574983.0,331930000.0,,- 9.03%,,Other,ProShares Ultra VIX Short-Term Futures,24.32,-3.87%,55.56M,15:59:59,2020-09-08
SPXU,ProShares UltraPro Short S&P500,8.41,8.74 - 9.12,,8.84,7.38 - 43.68,,50975311.0,,,33003345.0,717210000.0,,- 67.69%,,Equity,ProShares UltraPro Short S&P500,9.08,+7.97%,50.98M,15:59:59,2020-09-08
SPXS,Direxion Daily S&P 500 Bear 3X Shares,5.56,5.78 - 6.04,,5.86,4.88 - 28.85,,50530381.0,,,38983390.0,436140000.0,,- 67.66%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,6.02,+8.27%,50.53M,15:59:59,2020-09-08
EEM,iShares MSCI Emerging Markets,44.34,43.43 - 43.96,- 26.56%,43.56,30.09 - 46.32,0.84,49860480.0,23870000000.0,2.02%,44947782.0,22120000000.0,0.93,8.14%,539100000.0,Equity,iShares MSCI Emerging Markets,43.57,-1.74%,49.86M,15:59:59,2020-09-08
XLE,Energy Select Sector SPDR,34.87,33.22 - 34.37,- 10.6%,34.21,22.88 - 61.8,1.86,49193883.0,10180000000.0,6.08%,24733346.0,13090000000.0,1.67,- 39.16%,279574200.0,Equity,Energy Select Sector SPDR,33.6,-3.64%,49.19M,15:59:59,2020-09-08
SLV,iShares Silver,25.06,24.05 - 25.09,- 15.56%,24.44,10.86 - 27.38,,44424662.0,15310000000.0,,51656249.0,4670000000.0,0.62,48.55%,618200000.0,Commodity,iShares Silver,24.75,-1.24%,44.42M,15:59:59,2020-09-08
QID,ProShares UltraShort QQQ,9.33,9.67 - 10.24,- 43.01%,10.08,8.22 - 32.35,,36796433.0,282830000.0,3.61%,13125377.0,823450000.0,- 1.73,- 68.28%,30444232.0,Equity,ProShares UltraShort QQQ,10.21,+9.43%,36.80M,15:59:59,2020-09-08
HYG,iShares iBoxx $ High Yield Corporate Bond,84.49,83.91 - 84.41,5.21%,84.14,67.52 - 88.53,5.0,34900120.0,30360000000.0,4.98%,24783786.0,20510000000.0,0.41,- 3.04%,356600000.0,,iShares iBoxx $ High Yield Corporate Bond,84.02,-0.56%,34.90M,15:59:59,2020-09-08
EFA,iShares MSCI EAFE,64.52,63.5 - 64.27,- 0.32%,63.73,45.73 - 70.42,1.7,26627621.0,48080000000.0,2.54%,23954847.0,61770000000.0,0.83,- 0.02%,746400000.0,Equity,iShares MSCI EAFE,63.73,-1.22%,26.63M,15:59:59,2020-09-08
IWM,iShares Russell 2000,152.8,149 - 152.48,6.42%,151.18,95.69 - 170.56,1.59,25999683.0,40650000000.0,1.3%,26808630.0,35680000000.0,1.26,1.93%,259900000.0,Equity,iShares Russell 2000,149.86,-1.92%,26.00M,15:59:59,2020-09-08
FXI,iShares China Large-Cap,43.6,42.46 - 42.92,- 3.92%,42.49,33.1 - 45.9,0.75,24580615.0,3560000000.0,2.5%,20780582.0,6790000000.0,0.85,7.36%,80550000.0,Equity,iShares China Large-Cap,42.7,-2.06%,24.58M,15:59:59,2020-09-08
EWZ,iShares MSCI Brazil Capped,31.19,30 - 30.84,- 18.37%,30.26,20.14 - 48.48,1.38,24178357.0,5320000000.0,3.48%,27142342.0,3580000000.0,1.11,- 25.97%,179350000.0,Equity,iShares MSCI Brazil Capped,30.33,-2.76%,24.18M,15:59:59,2020-09-08
XLK,Technology Select Sector SPDR,118.12,112.58 - 116.33,23.46%,113.63,68.1 - 127.69,0.68,23897727.0,36110000000.0,1%,10807813.0,14140000000.0,1.05,44.93%,303255897.0,Equity,Technology Select Sector SPDR,112.78,-4.52%,23.90M,15:59:59,2020-09-08
GDX,VanEck Vectors Gold Miners,40.86,39.29 - 41.37,- 15.01%,39.69,16.18 - 45.78,0.12,23867421.0,17360000000.0,0.47%,31786098.0,5620000000.0,0.72,43.47%,427702500.0,Equity,VanEck Vectors Gold Miners,40.58,-0.69%,23.87M,15:59:59,2020-09-08
IAU,iShares Gold,18.46,18.19 - 18.52,- 9.65%,18.25,13.8 - 19.75,,22979182.0,31270000000.0,,27330977.0,5750000000.0,0.07,28.11%,1697850000.0,Commodity,iShares Gold,18.41,-0.27%,22.98M,15:59:59,2020-09-08
SDS,ProShares UltraShort S&P500,15.53,15.94 - 16.41,- 19.37%,16.07,14.21 - 44.4,,20691571.0,1130000000.0,1.8%,13611487.0,1620000000.0,- 1.68,- 47.48%,72296067.0,Equity,ProShares UltraShort S&P500,16.36,+5.34%,20.69M,15:59:59,2020-09-08
SH,ProShares Short S&P500,20.03,20.3 - 20.6,,20.39,19.16 - 33.19,,20195220.0,,,13011426.0,1741000000.0,,- 23.55%,,Equity,ProShares Short S&P500,20.57,+2.70%,20.20M,15:59:59,2020-09-08
PSQ,ProShares Short QQQ,16.37,16.68 - 17.18,,17.04,15.36 - 29.7,,18622332.0,,,6902434.0,296600000.0,,- 40.39%,,Equity,ProShares Short QQQ,17.15,+4.76%,18.62M,15:59:59,2020-09-08
TZA,Direxion Daily Small Cap Bear 3X Shares,16.63,16.75 - 17.88,- 138.08%,17.2,14.7 - 118.69,,17876458.0,600390000.0,3.18%,23116013.0,623380000.0,- 3.26,- 66.36%,38441573.0,Equity,Direxion Daily Small Cap Bear 3X Shares,17.58,+5.71%,17.87M,15:59:59,2020-09-08
XLP,Consumer Staples Select Sector SPDR,65.54,63.89 - 65.51,17.79%,65.38,47.66 - 67.61,1.53,16315515.0,14060000000.0,2.5%,9410520.0,8230000000.0,0.58,6.67%,218271809.0,Equity,Consumer Staples Select Sector SPDR,64.16,-2.11%,16.32M,15:59:59,2020-09-08
VEA,Vanguard FTSE Developed Markets,41.56,40.89 - 41.4,,41.02,28.46 - 44.67,,14935516.0,,,10124035.0,42995000000.0,,1.59%,,Equity,Vanguard FTSE Developed Markets,41.05,-1.23%,14.94M,15:59:59,2020-09-08
XLI,Industrial Select Sector SPDR,77.84,76.17 - 77.4,16%,77.31,47.71 - 85.33,0.95,14912994.0,10990000000.0,1.96%,11772389.0,8840000000.0,1.18,0.83%,143076000.0,Equity,Industrial Select Sector SPDR,76.38,-1.88%,14.91M,15:59:59,2020-09-08
XLU,Utilities Select Sector SPDR,59.37,58.48 - 59.5,7.68%,59.43,43.44 - 71.1,1.51,14481245.0,11860000000.0,3.27%,15667879.0,6620000000.0,0.38,- 5.48%,199524160.0,Equity,Utilities Select Sector SPDR,59.04,-0.56%,14.48M,15:59:59,2020-09-08
SPXL,Direxion Daily S&P 500 Bull 3X Shares,56.35,51.54 - 54.1,,53.37,16.51 - 76.33,,14227208.0,,,12042167.0,512740000.0,,7.46%,,Equity,Direxion Daily S&P 500 Bull 3X Shares,51.68,-8.29%,14.23M,15:59:59,2020-09-08
IEMG,iShares Core MSCI Emerging Markets,53.11,52.02 - 52.65,,52.19,35.65 - 55.45,,14089887.0,,,12959470.0,21297000000.0,,7.77%,,Equity,iShares Core MSCI Emerging Markets,52.23,-1.66%,14.09M,15:59:59,2020-09-08
LQD,iShares iBoxx $ Investment Grade Corporate Bond,134.95,134.99 - 135.43,6.6%,135.14,104.95 - 139.38,4.04,13915305.0,56490000000.0,2.92%,11874808.0,23700000000.0,0.19,5.36%,416500000.0,,iShares iBoxx $ Investment Grade Corporate Bond,135.08,+0.10%,13.92M,15:59:59,2020-09-08
TNA,Direxion Daily Small Cap Bull 3X Shares,32.53,30.14 - 32.34,,31.5,10.09 - 77.89,,13473597.0,,,20911010.0,736440000.0,,- 39.67%,,Equity,Direxion Daily Small Cap Bull 3X Shares,30.67,-5.72%,13.47M,15:59:59,2020-09-08
UCO,ProShares Ultra Bloomberg Crude Oil,29.27,24.78 - 26.16,,26.0,11 - 553.25,,13383109.0,,,8156820.0,798560000.0,,- 93.47%,,Commodity,ProShares Ultra Bloomberg Crude Oil,25.74,-12.06%,13.38M,15:59:59,2020-09-08
GLD,SPDR Gold Shares,181.64,179.02 - 182.27,20.46%,179.5,136.12 - 194.44,,13211969.0,77710000000.0,,14141273.0,67019999999.99999,0.08,27.99%,427800000.0,Commodity,SPDR Gold Shares,181.29,-0.19%,13.21M,15:59:59,2020-09-08
SDOW,ProShares UltraPro Short Dow 30,17.75,18.32 - 19.03,,18.34,15.97 - 95.94,,12703121.0,,,12328074.0,226130000.0,,- 62.24%,,Equity,ProShares UltraPro Short Dow 30,18.93,+6.65%,12.70M,15:59:59,2020-09-08
VWO,Vanguard FTSE Emerging Markets,44.09,43.07 - 43.59,- 16.44%,43.2,29.95 - 45.92,0.63,12380836.0,62660000000.0,2.91%,11498875.0,37070000000.0,0.91,6.78%,1398056702.0,Equity,Vanguard FTSE Emerging Markets,43.27,-1.86%,12.38M,15:59:59,2020-09-08
VGK,Vanguard FTSE Europe,53.99,52.98 - 53.73,- 11.15%,53.19,36.29 - 59.09,1.86,10943109.0,12540000000.0,2.28%,4524910.0,13840000000.0,0.89,0.61%,229418311.0,Equity,Vanguard FTSE Europe,53.19,-1.48%,10.94M,15:59:59,2020-09-08
KRE,SPDR S&P Regional Banking,39.83,37.96 - 39.48,- 1.59%,39.4,27.26 - 59.38,0.65,10739035.0,1100000000.0,3.51%,9951398.0,2330000000.0,1.5,- 21.1%,28152585.0,Equity,SPDR S&P Regional Banking,38.22,-4.04%,10.74M,15:59:59,2020-09-08
EWG,iShares MSCI Germany,29.85,29.44 - 29.86,- 3.48%,29.52,17.5 - 30.73,0.63,10553242.0,2720000000.0,0.93%,5634427.0,5960000000.0,1.05,11.13%,90300000.0,Equity,iShares MSCI Germany,29.56,-0.97%,10.55M,15:59:59,2020-09-08
USO,United States Oil,28.51,26.27 - 26.96,- 15.71%,26.88,16.88 - 106.56,,10491103.0,4660000000.0,,6492942.0,3480000000.0,1.27,- 69.72%,150823603.0,Commodity,United States Oil,26.75,-6.17%,10.49M,15:59:59,2020-09-08
UPRO,ProShares UltraPro S&P500,59.84,54.7 - 57.4,,56.7,17.51 - 80.87,,10172347.0,,,7691993.0,756520000.0,,7.9%,,Equity,ProShares UltraPro S&P500,54.92,-8.22%,10.17M,15:59:59,2020-09-08
JETS,US Global Jets,18.25,17.92 - 18.53,,18.08,11.25 - 32.36,,10094083.0,,,5427597.0,64319999.99999999,,- 37.33%,,Other,US Global Jets,18.26,+0.05%,10.09M,15:59:59,2020-09-08
XOP,SPDR S&P Oil & Gas Exploration & Production,49.45,46.26 - 48.53,- 48.48%,48.19,8.03 - 104.68,2.69,9898916.0,2160000000.0,2.65%,7669915.0,1160000000.0,2.54,- 44.34%,40500000.0,Equity,SPDR S&P Oil & Gas Exploration & Production,46.61,-5.74%,9.90M,15:59:59,2020-09-08
