Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,22.39,22 - 22.22,,22.22,15.21 - 27.71,,1681.0,,,5688.0,,,- 13.75%,,Equity,,,,,,2020-10-13
EEMD,AAM S&P EM Sector High Dividend,17.89,17.72 - 17.78,,17.75,13.76 - 23.08,,847.0,,,1451.0,,,- 15.49%,,Equity,,,,,,2020-10-13
ZIG,The Acquirers Fund,22.82,22.86 - 23.05,,23.05,17.19 - 27.79,,3625.0,,,8562.0,,,- 6.36%,,Equity,,,,,,2020-10-13
HDGE,Ranger Equity Bear,4.18,4.18 - 4.29,,4.18,4.14 - 7.95,,563322.0,,,786513.0,163390000.0,,- 37.05%,,Equity,Ranger Equity Bear,4.29,+2.63%,563.32K,15:59:59,2020-10-13
DWSH,AdvisorShares Dorsey Wright Short,17.25,17.31 - 17.74,,17.31,15.5 - 45.92,,82871.0,,,148806.0,,,- 34.93%,,Equity,,,,,,2020-10-13
YOLO,AdvisorShares Pure Cannabis,12.36,12.11 - 12.36,,12.27,5.65 - 14.3,,109988.0,,,79304.0,,,- 6.58%,,Equity,,,,,,2020-10-13
CWS,AdvisorShares Focused Equity,40.87,40.59 - 40.86,,40.59,25.72 - 40.87,,1967.0,,,1365.0,,,14.1%,,Equity,,,,,,2020-10-13
AADR,WCM/BNY Mellon Focused Growth ADR,58.39,58.05 - 58.79,,58.33,33.75 - 58.99,,7750.0,,,6150.0,23330000.0,,21.07%,,Equity,WCM/BNY Mellon Focused Growth ADR,58.77,+0.65%,7.75K,15:59:59,2020-10-13
HYLD,Peritus High Yield,30.71,30.32 - 30.73,,30.73,24.02 - 34.26,,2467.0,,,18347.0,196980000.0,,- 9.01%,,,Peritus High Yield,30.69,-0.05%,2.47K,15:59:59,2020-10-13
MINC,Newfleet Multi-Sector Income,48.76,48.66 - 48.69,,48.66,42.72 - 49.12,,3269.0,,,2660.0,255550000.0,,0.23%,,,Newfleet Multi-Sector Income,48.69,-0.14%,3.27K,15:59:59,2020-10-13
