Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,25.44,25.49 - 25.63,,25.5,15.21 - 27.51,,4108.0,,,6082.0,,,- 2.56%,,Equity,,,,,,2021-02-03
EEMD,AAM S&P EM Sector High Dividend,21.31,21.53 - 21.53,,21.95,13.76 - 22.88,,,,,2928.0,,,2.57%,,Equity,,,,,,2021-02-03
ZIG,The Acquirers Fund,24.0,24.05 - 24.05,,23.98,17.19 - 27,,,,,6389.0,,,- 7.46%,,Equity,,,,,,2021-02-03
HDGE,Ranger Equity Bear,2.68,2.66 - 2.68,,2.65,2.66 - 7.95,,265712.0,,,753671.0,163390000.0,,- 49.91%,,Equity,,,,,,2021-02-03
DWSH,AdvisorShares Dorsey Wright Short,10.52,10.43 - 10.53,,10.5,10.15 - 45.92,,71523.0,,,110125.0,,,- 57.17%,,Equity,,,,,,2021-02-03
YOLO,AdvisorShares Pure Cannabis,23.22,24.95 - 25.62,,25.29,5.65 - 25.62,,1379863.0,,,446975.0,,,100.78%,,Equity,,,,,,2021-02-03
CWS,AdvisorShares Focused Equity,43.05,43.79 - 44.06,,43.38,25.72 - 44.89,,,,,3068.0,,,16.04%,,Equity,,,,,,2021-02-03
AADR,WCM/BNY Mellon Focused Growth ADR,61.22,60.6 - 60.6,,60.53,33.75 - 64.42,,,,,9447.0,23330000.0,,11.21%,,Equity,,,,,,2021-02-03
HYLD,Peritus High Yield,32.27,32.25 - 32.31,,32.18,24.02 - 34,,17552.0,,,23676.0,196980000.0,,- 4.1%,,,,,,,,2021-02-03
MINC,Newfleet Multi-Sector Income,49.05,48.89 - 49.08,,49.04,42.72 - 52.42,,15948.0,,,16526.0,255550000.0,,0.55%,,,,,,,,2021-02-03
