Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,23.3,23.59 - 23.7,,23.35,15.21 - 27.71,,7162.0,,,4962.0,,,- 14.2%,,Equity,,,,,,2020-11-10
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3183.0,,,- 12.69%,,Equity,,,,,,2020-11-10
ZIG,The Acquirers Fund,21.67,21.93 - 21.93,,21.88,17.19 - 27.79,,2523.0,,,8151.0,,,- 15%,,Equity,,,,,,2020-11-10
HDGE,Ranger Equity Bear,3.68,3.62 - 3.67,,3.7,3.62 - 7.95,,815279.0,,,924144.0,163390000.0,,- 37.73%,,Equity,,,,,,2020-11-10
DWSH,AdvisorShares Dorsey Wright Short,14.47,14.11 - 14.52,,14.37,14.11 - 45.92,,313231.0,,,166349.0,,,- 40.01%,,Equity,,,,,,2020-11-10
YOLO,AdvisorShares Pure Cannabis,13.95,13.35 - 13.73,,13.76,5.65 - 15.06,,238563.0,,,110065.0,,,1.31%,,Equity,,,,,,2020-11-10
CWS,AdvisorShares Focused Equity,40.74,40.4 - 40.4,,40.52,25.72 - 41.19,,5273.0,,,1548.0,,,13.09%,,Equity,,,,,,2020-11-10
AADR,WCM/BNY Mellon Focused Growth ADR,59.6,57.49 - 57.49,,60.4,33.75 - 59.6,,,,,7023.0,23330000.0,,15.21%,,Equity,,,,,,2020-11-10
HYLD,Peritus High Yield,30.94,31.2 - 31.2,,30.99,24.02 - 34.26,,11528.0,,,15958.0,196980000.0,,- 7.42%,,,,,,,,2020-11-10
MINC,Newfleet Multi-Sector Income,48.72,48.71 - 48.72,,48.71,42.72 - 49.12,,,,,2381.0,255550000.0,,0.47%,,,,,,,,2020-11-10
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2294.0,,,12.9%,,Equity,,,,,,2020-11-10
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,246.0,27380000.0,,- 1.66%,,Other,,,,,,2020-11-10
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,1009.0,152610000.0,,0.64%,,Equity,,,,,,2020-11-10
HOLD,AdvisorShares Sage Core Reserves,98.74,98.78 - 98.78,,98.78,93.52 - 100.35,,,,,4748.0,86990000.0,,- 1.03%,,,,,,,,2020-11-10
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2128.0,19080000.0,,- 0.12%,,,,,,,,2020-11-10
DWMC,AdvisorShares Dorsey Wright Micro-Cap,24.0,23.94 - 24.04,,23.94,13.03 - 25.42,,,,,423.0,,,8.74%,,Equity,,,,,,2020-11-10
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.69%,,Equity,,,,,,2020-11-10
VEGA,Star Global Buy-Write,34.78,34.86 - 34.86,,34.86,25.27 - 36.15,,,,,842.0,17480000.0,,4.91%,,Other,,,,,,2020-11-10
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-10
