Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.89,29.57 - 29.99,,29.99,17.88 - 30,1.02,6740.0,,3.47%,9140.0,,,60.7%,,Equity,,,,,,2021-04-22
EEMD,AAM S&P EM Sector High Dividend,23.2,22.98 - 23.13,,23.11,16.22 - 23.37,0.89,2084.0,,3.87%,2525.0,,,45.71%,,Equity,,,,,,2021-04-22
ZIG,The Acquirers Fund,26.21,25.92 - 26.02,,26.02,19 - 26.55,0.04,772.0,,0.17%,7416.0,,,31.04%,,Equity,,,,,,2021-04-22
HDGE,Ranger Equity Bear,24.5,24.15 - 24.44,,24.44,2.58 - 26.49,0.12,31555.0,,0.47%,178233.0,163390000.0,,271.78%,,Equity,AdvisorShares Ranger Equity Bear,24.38,-0.51%,31.56K,15:59:59,2021-04-22
DWSH,AdvisorShares Dorsey Wright Short,8.91,8.9 - 8.96,,8.9,8.88 - 30.22,,14811.0,,,56639.0,,,- 71.35%,,Equity,,,,,,2021-04-22
YOLO,AdvisorShares Pure Cannabis,21.0,20.54 - 21.44,,21.26,8.12 - 31.87,0.15,182849.0,,0.59%,610175.0,,,162.5%,,Equity,,,,,,2021-04-22
CWS,AdvisorShares Focused Equity,46.93,47.01 - 47.28,,47.28,32.35 - 47.28,0.12,1690.0,,0.27%,3574.0,,,47.38%,,Equity,,,,,,2021-04-22
AADR,WCM/BNY Mellon Focused Growth ADR,64.53,64.65 - 65.25,,64.8,44.41 - 67.24,0.07,2681.0,,0.11%,5083.0,23330000.0,,48.65%,,Equity,AdvisorShares Dorsey Wright ADR,64.69,+0.24%,2.68K,15:59:59,2021-04-22
HYLD,Peritus High Yield,32.56,32.53 - 32.57,,32.62,25.75 - 32.8,2.38,21462.0,,7.32%,26597.0,196980000.0,,19.11%,,,High Yield,32.53,-0.09%,21.46K,15:59:59,2021-04-22
MINC,Newfleet Multi-Sector Income,48.68,48.67 - 48.87,,48.67,46.79 - 52.42,1.16,2574.0,,2.37%,6235.0,255550000.0,,3.97%,,,AdvisorShares Newfleet Multi-Sector Income,48.8,+0.25%,2.57K,15:59:59,2021-04-22
ACT,AdvisorShares Vice ETF,35.31,35.35 - 35.36,,35.35,20.74 - 36.72,,948.0,,,2738.0,,,72.78%,,Equity,,,,,,2021-04-22
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.02 - 49.14,,49.13,44.75 - 49.3,1.62,1259.0,,3.31%,2734.0,27380000.0,,8.06%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,49.02,-0.12%,1.26K,15:59:59,2021-04-22
