Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
UVXY,ProShares Ultra VIX Short-Term Futures,21.23,20.6 - 22.98,,21.64,10.4 - 135,,50076027.0,,,28547789.0,331930000.0,,- 37.11%,,Other,ProShares Ultra VIX Short-Term Futures,21.11,-0.57%,50.08M,15:59:59,2020-08-28
XLF,Financial Select Sector SPDR,25.26,25.15 - 25.45,- 7.17%,25.44,17.49 - 31.38,0.49,49161328.0,17710000000.0,2.45%,66678572.0,16160000000.0,1.17,- 4.43%,715745427.0,Equity,Financial Select Sector SPDR,25.36,+0.40%,49.16M,15:59:59,2020-08-28
SPY,SPDR S&P 500,348.33,348.15 - 350.72,- 0.46%,349.44,218.26 - 350.72,4.03,48048731.0,301960000000.0,1.66%,76299793.0,167650000000.0,1.01,20.58%,885482116.0,Equity,SPDR S&P 500,350.58,+0.65%,48.06M,15:59:59,2020-08-28
SLV,iShares Silver,25.16,25.47 - 25.81,- 15.56%,25.61,10.86 - 27.38,,35716365.0,15310000000.0,,49767786.0,4670000000.0,0.62,46.53%,618200000.0,Commodity,iShares Silver,25.61,+1.79%,35.72M,15:59:59,2020-08-28
SPXS,Direxion Daily S&P 500 Bear 3X Shares,5.36,5.23 - 5.36,,5.3,5.23 - 28.85,,30836636.0,,,37796046.0,436140000.0,,- 71.72%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,5.23,-2.43%,30.84M,15:59:59,2020-08-28
EWZ,iShares MSCI Brazil Capped,29.52,30.06 - 30.89,- 18.37%,30.1,20.14 - 48.48,1.38,28760635.0,5320000000.0,3.48%,28324335.0,3580000000.0,1.11,- 25.19%,179350000.0,Equity,iShares MSCI Brazil Capped,30.89,+4.64%,28.75M,15:59:59,2020-08-28
IAU,iShares Gold,18.4,18.63 - 18.84,- 9.65%,18.7,13.8 - 19.75,,28533770.0,31270000000.0,,26721614.0,5750000000.0,0.07,24.92%,1697850000.0,Commodity,iShares Gold,18.73,+1.79%,28.53M,15:59:59,2020-08-28
GDX,VanEck Vectors Gold Miners,40.66,41.25 - 42.23,- 15.01%,41.63,16.18 - 45.78,0.12,26896654.0,17360000000.0,0.47%,32627970.0,5620000000.0,0.72,33.71%,427702500.0,Equity,VanEck Vectors Gold Miners,41.96,+3.20%,26.90M,15:59:59,2020-08-28
EEM,iShares MSCI Emerging Markets,44.96,45.12 - 45.56,- 26.56%,45.24,30.09 - 46.32,0.84,23723624.0,23870000000.0,2.02%,44864944.0,22120000000.0,0.93,14.68%,539100000.0,Equity,iShares MSCI Emerging Markets,45.55,+1.31%,23.72M,15:59:59,2020-08-28
SPXU,ProShares UltraPro Short S&P500,8.07,7.91 - 8.09,,7.99,7.91 - 43.68,,15745655.0,,,31978729.0,717210000.0,,- 71.86%,,Equity,ProShares UltraPro Short S&P500,7.92,-1.86%,15.75M,15:59:59,2020-08-28
XLE,Energy Select Sector SPDR,35.8,35.76 - 36.55,- 10.6%,35.94,22.88 - 61.8,1.86,14559872.0,10180000000.0,6.08%,25173502.0,13090000000.0,1.67,- 34.92%,279574200.0,Equity,Energy Select Sector SPDR,36.44,+1.79%,14.56M,15:59:59,2020-08-28
HYG,iShares iBoxx $ High Yield Corporate Bond,85.08,85.09 - 85.27,5.21%,85.13,67.52 - 88.53,5.0,14076556.0,30360000000.0,4.98%,25704390.0,20510000000.0,0.41,- 2.38%,356600000.0,,iShares iBoxx $ High Yield Corporate Bond,85.15,+0.08%,14.08M,15:59:59,2020-08-28
EFA,iShares MSCI EAFE,65.02,65.06 - 65.51,- 0.32%,65.41,45.73 - 70.42,1.7,13551440.0,48080000000.0,2.54%,24361083.0,61770000000.0,0.83,4.17%,746400000.0,Equity,iShares MSCI EAFE,65.48,+0.71%,13.55M,15:59:59,2020-08-28
GLD,SPDR Gold Shares,181.24,183.4 - 185.4,20.46%,183.98,136.12 - 194.44,,13170791.0,77460000000.0,,14136064.0,67019999999.99999,0.07,24.86%,428500000.0,Commodity,SPDR Gold Shares,184.39,+1.74%,13.17M,15:59:59,2020-08-28
VEA,Vanguard FTSE Developed Markets,41.87,41.91 - 42.18,,42.12,28.46 - 44.67,,12329476.0,,,10407575.0,42995000000.0,,5.79%,,Equity,Vanguard FTSE Developed Markets,42.16,+0.69%,12.33M,15:59:59,2020-08-28
IWM,iShares Russell 2000,155.8,155.73 - 157.2,6.42%,156.6,95.69 - 170.56,1.59,12309013.0,40650000000.0,1.3%,28029812.0,35680000000.0,1.26,6.32%,259900000.0,Equity,iShares Russell 2000,157.12,+0.85%,12.31M,15:59:59,2020-08-28
FXI,iShares China Large-Cap,44.63,44.65 - 45.01,- 3.92%,44.74,33.1 - 45.9,0.75,10878237.0,3560000000.0,2.5%,21007472.0,6790000000.0,0.85,14.88%,80550000.0,Equity,iShares China Large-Cap,44.99,+0.81%,10.88M,15:59:59,2020-08-28
TNA,Direxion Daily Small Cap Bull 3X Shares,34.64,34.6 - 35.57,,35.2,10.09 - 77.89,,10757874.0,,,22098912.0,736440000.0,,- 31.5%,,Equity,Direxion Daily Small Cap Bull 3X Shares,35.51,+2.51%,10.76M,15:59:59,2020-08-28
VWO,Vanguard FTSE Emerging Markets,44.6,44.74 - 45.17,- 16.44%,44.86,29.95 - 45.92,0.63,10726903.0,62660000000.0,2.91%,11363962.0,37070000000.0,0.91,12.37%,1398056702.0,Equity,Vanguard FTSE Emerging Markets,45.14,+1.21%,10.73M,15:59:59,2020-08-28
IEMG,iShares Core MSCI Emerging Markets,53.74,53.93 - 54.47,,54.07,35.65 - 55.45,,10398523.0,,,12887355.0,21297000000.0,,14.03%,,Equity,iShares Core MSCI Emerging Markets,54.44,+1.30%,10.40M,15:59:59,2020-08-28
TZA,Direxion Daily Small Cap Bear 3X Shares,15.82,15.41 - 15.85,- 138.08%,15.61,14.7 - 118.69,,10319473.0,600390000.0,3.18%,24627169.0,623380000.0,- 3.26,- 70.21%,38441573.0,Equity,Direxion Daily Small Cap Bear 3X Shares,15.42,-2.53%,10.32M,15:59:59,2020-08-28
XLI,Industrial Select Sector SPDR,78.05,77.95 - 78.83,16%,78.32,47.71 - 85.33,0.95,10284219.0,10990000000.0,1.96%,11881463.0,8840000000.0,1.18,5.22%,143076000.0,Equity,Industrial Select Sector SPDR,78.79,+0.95%,10.28M,15:59:59,2020-08-28
GDXJ,VanEck Vectors Junior Gold Miners,57.28,58.28 - 60,,58.79,19.52 - 65.94,,10050933.0,,,9778669.0,5055000000.0,,35.99%,,Equity,VanEck Vectors Junior Gold Miners,59.79,+4.38%,10.05M,15:59:59,2020-08-28
JDST,Direxion Daily Junior Gold Miners Bear 3X Shares,11.13,10.11 - 10.78,,10.66,"2.37 - 1,062.5",,8524648.0,,,6155778.0,104990000.0,,- 96.45%,,Equity,Direxion Daily Junior Gold Miners Bear 3X Shares,10.2,-8.36%,8.52M,15:59:59,2020-08-28
XLU,Utilities Select Sector SPDR,58.9,58.46 - 59.13,7.68%,59.02,43.44 - 71.1,1.51,8497867.0,11860000000.0,3.27%,15766330.0,6620000000.0,0.38,- 5.2%,199524160.0,Equity,Utilities Select Sector SPDR,59.07,+0.29%,8.50M,15:59:59,2020-08-28
DUST,Direxion Daily Gold Miners Bear 3X Shares,18.35,16.88 - 17.76,,17.42,2.74 - 445,,8120248.0,,,6797020.0,248970000.0,,- 87.81%,,Equity,Direxion Daily Gold Miners Bear 3X Shares,17.09,-6.87%,8.12M,15:59:59,2020-08-28
LQD,iShares iBoxx $ Investment Grade Corporate Bond,134.59,134.62 - 135.07,6.6%,134.83,104.95 - 139.38,4.04,7889972.0,56490000000.0,2.92%,12045975.0,23700000000.0,0.19,4.25%,416500000.0,,iShares iBoxx $ Investment Grade Corporate Bond,135.0,+0.30%,7.89M,15:59:59,2020-08-28
QID,ProShares UltraShort QQQ,8.94,8.82 - 8.95,- 43.01%,8.87,8.77 - 32.35,,7779368.0,282830000.0,3.61%,10982609.0,823450000.0,- 1.73,- 71.67%,30444232.0,Equity,ProShares UltraShort QQQ,8.85,-1.01%,7.78M,15:59:59,2020-08-28
SH,ProShares Short S&P500,19.75,19.6 - 19.75,,19.67,19.6 - 33.19,,7731079.0,,,12480171.0,1741000000.0,,- 26.96%,,Equity,ProShares Short S&P500,19.61,-0.71%,7.73M,15:59:59,2020-08-28
SDOW,ProShares UltraPro Short Dow 30,17.29,16.83 - 17.29,,17.06,16.83 - 95.94,,7186555.0,,,12659769.0,226130000.0,,- 66.47%,,Equity,ProShares UltraPro Short Dow 30,16.94,-2.02%,7.19M,15:59:59,2020-08-28
JETS,US Global Jets,17.83,17.84 - 18.31,,18.12,11.25 - 32.36,,7135261.0,,,6203120.0,64319999.99999999,,- 36.46%,,Other,US Global Jets,18.3,+2.64%,7.14M,15:59:59,2020-08-28
EWJ,iShares MSCI Japan,57.79,57.77 - 58.11,1.74%,58.03,41.61 - 60.75,0.13,7086368.0,9910000000.0,1.99%,5724563.0,19340000000.0,0.73,8.28%,170400000.0,Equity,iShares MSCI Japan,58.1,+0.54%,7.09M,15:59:59,2020-08-28
XLP,Consumer Staples Select Sector SPDR,65.19,64.88 - 65.81,17.79%,65.5,47.66 - 65.81,1.53,6868187.0,14060000000.0,2.5%,9089485.0,8230000000.0,0.58,7.27%,218271809.0,Equity,Consumer Staples Select Sector SPDR,65.77,+0.89%,6.87M,15:59:59,2020-08-28
KRE,SPDR S&P Regional Banking,39.36,39.06 - 39.83,- 1.59%,39.77,27.26 - 59.38,0.65,6584330.0,1100000000.0,3.51%,10396708.0,2330000000.0,1.5,- 19.61%,28152585.0,Equity,SPDR S&P Regional Banking,39.33,-0.08%,6.58M,15:59:59,2020-08-28
XLK,Technology Select Sector SPDR,122.09,122.41 - 123.56,23.46%,122.57,68.1 - 123.56,0.68,6540323.0,36110000000.0,1%,9941371.0,14140000000.0,1.05,56.15%,303255897.0,Equity,Technology Select Sector SPDR,123.16,+0.88%,6.54M,15:59:59,2020-08-28
AGG,iShares Core US Aggregate Bond,117.95,117.99 - 118.16,4.9%,118.08,105.56 - 119.72,2.52,6467365.0,79050000000.0,2.38%,5743661.0,34330000000.0,- 0.01,3.37%,667800000.0,,iShares Core US Aggregate Bond,118.11,+0.14%,6.47M,15:59:59,2020-08-28
SDS,ProShares UltraShort S&P500,15.09,14.89 - 15.11,- 19.37%,14.99,14.89 - 44.4,,6433972.0,1130000000.0,1.8%,13449963.0,1620000000.0,- 1.68,- 52.1%,72296067.0,Equity,ProShares UltraShort S&P500,14.9,-1.26%,6.43M,15:59:59,2020-08-28
ASHR,Deutsche X-trackers Harvest CSI 300 China A-Shares,34.69,35.55 - 35.8,,35.61,24.13 - 35.8,,6433965.0,,,5131557.0,406700000.0,,28.77%,,Equity,Deutsche X-trackers Harvest CSI 300 China A-Shares,35.78,+3.14%,6.43M,15:59:59,2020-08-28
IEFA,iShares Core MSCI EAFE,61.36,61.42 - 61.84,,61.7,42.29 - 66.12,,5802561.0,,,10009702.0,18092000000.0,,4.92%,,Equity,iShares Core MSCI EAFE,61.84,+0.78%,5.80M,15:59:59,2020-08-28
SPXL,Direxion Daily S&P 500 Bull 3X Shares,59.54,59.48 - 60.77,,60.13,16.51 - 76.33,,5417762.0,,,12442763.0,512740000.0,,24.33%,,Equity,Direxion Daily S&P 500 Bull 3X Shares,60.71,+1.97%,5.42M,15:59:59,2020-08-28
XLV,Health Care Select Sector SPDR,107.76,107.2 - 108.06,23.85%,108.06,73.54 - 108.26,0.87,5159349.0,24090000000.0,1.5%,8812289.0,11440000000.0,0.81,20.77%,225065324.0,Equity,Health Care Select Sector SPDR,108.0,+0.22%,5.16M,15:59:59,2020-08-28
VIXY,ProShares VIX Short-Term Futures,21.08,20.63 - 22.22,,21.33,10.8 - 64.56,,5138479.0,,,4155440.0,141010000.0,,- 8.47%,,Other,ProShares VIX Short-Term Futures,20.97,-0.52%,5.14M,15:59:59,2020-08-28
JNK,SPDR Barclays High Yield Bond,105.72,105.78 - 106,-,105.87,83.18 - 110.33,,4837438.0,12900000000.0,5.48%,8013231.0,12808000000.0,0.45,- 2.85%,122074605.0,,SPDR Barclays High Yield Bond,105.79,+0.07%,4.84M,15:59:59,2020-08-28
PHYS,Sprott Physical Gold,15.43,15.48 - 15.66,20.7%,15.65,11.18 - 16.44,,4800369.0,4710000000.0,,2572806.0,4130000000.0,- 0.01,24.84%,305414125.0,Commodity,Sprott Physical Gold,15.56,+0.84%,4.80M,15:59:59,2020-08-28
IJR,iShares Core S&P Small-Cap,74.51,74.42 - 75.08,8.15%,74.9,47.52 - 85.92,1.51,4779756.0,44350000000.0,1.58%,4691786.0,17750000000.0,1.26,0.03%,591850000.0,Equity,iShares Core S&P Small-Cap,75.08,+0.77%,4.78M,15:59:59,2020-08-28
UPRO,ProShares UltraPro S&P500,63.21,63.13 - 64.53,,63.85,17.51 - 80.87,,4648973.0,,,7871273.0,756520000.0,,24.85%,,Equity,ProShares UltraPro S&P500,64.45,+1.96%,4.65M,15:59:59,2020-08-28
VNQ,Vanguard REIT,82.05,81.34 - 82.59,-,82.18,55.58 - 99.72,2.51,4548538.0,34530000000.0,4.72%,5067997.0,29490000000.0,0.64,- 10.27%,413483677.0,Other,Vanguard REIT,82.59,+0.66%,4.55M,15:59:59,2020-08-28
PSQ,ProShares Short QQQ,16.02,15.9 - 16.01,,15.95,15.86 - 29.7,,4339657.0,,,6140266.0,296600000.0,,- 43.67%,,Equity,ProShares Short QQQ,15.94,-0.50%,4.34M,15:59:59,2020-08-28
PSLV,Sprott Physical Silver,9.64,9.74 - 9.89,,9.8,4.34 - 10.45,,4251126.0,,,3662637.0,,,43.45%,,Commodity,Sprott Physical Silver,9.83,+1.97%,4.25M,15:59:59,2020-08-28
EWH,iShares MSCI Hong Kong,22.46,22.82 - 22.94,- 12.27%,22.87,17.92 - 25.64,1.03,4185251.0,1320000000.0,2.73%,5280823.0,2830000000.0,0.77,- 2.85%,58275000.0,Equity,iShares MSCI Hong Kong,22.91,+2.00%,4.19M,15:59:59,2020-08-28
VTI,Vanguard Total Stock Market,176.45,176.54 - 177.71,7.64%,177.18,109.49 - 177.71,2.0,4160929.0,90320000000.0,2.3%,3517636.0,57160000000.0,1.03,19.92%,818477954.0,Equity,Vanguard Total Stock Market,177.68,+0.70%,4.16M,15:59:59,2020-08-28
