Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.83,30.76 - 31.85,,31.85,19.93 - 32.37,1.02,5353.0,,3.47%,10335.0,,,55.98%,,Equity,,,,,,2021-05-26
EEMD,AAM S&P EM Sector High Dividend,23.37,23.49 - 23.49,,23.49,17.04 - 23.99,0.89,48.0,,3.87%,1787.0,,,40.39%,,Equity,,,,,,2021-05-26
ZIG,The Acquirers Fund,26.77,26.72 - 26.76,,26.74,20.07 - 27.9,0.04,1622.0,,0.17%,6716.0,,,32.11%,,Equity,,,,,,2021-05-26
HDGE,Ranger Equity Bear,24.48,24.23 - 24.38,,24.38,2.58 - 26.49,0.12,85424.0,,0.48%,55163.0,163390000.0,,351.24%,,Equity,AdvisorShares Ranger Equity Bear,24.27,-0.88%,85.42K,15:59:59,2021-05-26
DWSH,AdvisorShares Dorsey Wright Short,8.82,8.78 - 8.82,,8.78,8.73 - 23.08,,9646.0,,,29051.0,,,- 63.79%,,Equity,,,,,,2021-05-26
YOLO,AdvisorShares Pure Cannabis,19.93,19.9 - 20.5,,19.93,10.08 - 31.87,0.15,128269.0,,0.59%,299248.0,,,84.03%,,Equity,,,,,,2021-05-26
CWS,AdvisorShares Focused Equity,46.42,46.13 - 46.68,,46.5,33.93 - 49.37,0.12,3975.0,,0.27%,3629.0,,,35.29%,,Equity,,,,,,2021-05-26
AADR,WCM/BNY Mellon Focused Growth ADR,64.42,64.87 - 64.98,,64.88,47.37 - 67.24,0.07,777.0,,0.11%,4247.0,23330000.0,,36.98%,,Equity,AdvisorShares Dorsey Wright ADR,64.96,+0.84%,0.78K,15:59:59,2021-05-26
HYLD,Peritus High Yield,32.35,32.35 - 32.39,,32.4,26.64 - 32.64,2.53,35261.0,,7.83%,22575.0,196980000.0,,19.55%,,,High Yield,32.36,+0.03%,35.26K,15:59:59,2021-05-26
MINC,Newfleet Multi-Sector Income,48.83,48.84 - 48.87,,48.87,47.32 - 52.42,1.16,610.0,,2.37%,15301.0,255550000.0,,3.23%,,,AdvisorShares Newfleet Multi-Sector Income,48.86,+0.05%,0.61K,15:59:59,2021-05-26
ACT,AdvisorShares Vice ETF,34.92,35.32 - 35.51,,35.32,21.98 - 36.72,,459.0,,,2211.0,,,57.94%,,Equity,,,,,,2021-05-26
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.93,48.92 - 48.96,,48.92,46.23 - 49.3,1.62,141.0,,3.31%,3042.0,27380000.0,,6.53%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.96,+0.06%,0.14K,15:59:59,2021-05-26
DBLV,AdvisorShares Wilshire Buyback,95.95,96.45 - 96.5,,96.5,64.53 - 97.83,1.02,133.0,,1.11%,723.0,152610000.0,,50.38%,,Equity,AdvisorShares Wilshire Buyback,96.45,+0.53%,0.13K,15:59:59,2021-05-26
HOLD,AdvisorShares Sage Core Reserves,98.71,98.71 - 98.71,,98.71,98.03 - 99.08,1.36,169.0,,1.37%,574.0,86990000.0,,0.85%,,,,,,,,2021-05-26
FWDB,Madrona Global Bond,25.89,25.88 - 25.88,,25.88,25.42 - 26.45,0.51,25.0,,1.96%,1170.0,19080000.0,,1.51%,,,AdvisorShares FolioBeyond Smart Core Bond,25.88,-0.02%,0.03K,15:59:59,2021-05-26
DWMC,AdvisorShares Dorsey Wright Micro-Cap,35.95,36.45 - 36.64,,36.45,19.57 - 41.61,,202.0,,,4457.0,,,80.34%,,Equity,,,,,,2021-05-26
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-05-26
VEGA,Star Global Buy-Write,38.84,38.87 - 39.06,,38.91,30.55 - 39.28,0.1,1019.0,,0.27%,5334.0,17480000.0,,22.68%,,Other,AdvisorShares STAR Global Buy-Write,39.06,+0.57%,1.02K,15:59:59,2021-05-26
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-05-26
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-05-26
AFIF,Anfield Universal Fixed Income,9.73,9.7 - 9.72,,9.72,9.51 - 10.77,0.31,13765.0,,3.18%,57357.0,,,- 0.92%,,,,,,,,2021-05-26
GLIF,AGFiQ Global Infrastructure,26.84,26.82 - 26.82,,26.82,22.19 - 27.02,1.17,12.0,,4.75%,1376.0,,,18.69%,,Equity,,,,,,2021-05-26
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,26.81 - 32.48,0.36,,,1.14%,1121.0,,,18.98%,,Equity,,,,,,2021-05-26
VMOT,Alpha Architect Value Momentum Trend,27.26,27.45 - 27.5,,27.46,21.78 - 29.4,26.05,1806.0,,95.88%,2938.0,,,23.85%,,Equity,,,,,,2021-05-26
QMOM,MomentumShares U.S. Quantitative Momentum,47.97,48.39 - 49.31,,48.39,32.7 - 68.19,0.04,2700.0,,0.08%,20306.0,,,43.69%,,Equity,,,,,,2021-05-26
IMOM,MomentumShares International Quantitative Momentum,34.57,34.47 - 34.63,,34.54,24.33 - 37.96,0.2,1619.0,,0.61%,19814.0,,,43.62%,,Equity,,,,,,2021-05-26
FRDM,Alpha Architect Freedom 100 Emerging Markets,33.36,33.43 - 33.56,,33.45,21.43 - 35.05,0.53,7293.0,,1.54%,16924.0,,,57.07%,,Equity,,,,,,2021-05-26
AMLP,ALPS Alerian MLP,34.39,34.26 - 34.76,13%,34.38,18.93 - 35.23,2.89,1307746.0,3590000000.0,8.25%,2639572.0,8039999999.999999,1.95,30.07%,151282420.0,Equity,Alerian MLP,34.63,+0.70%,1.31M,15:59:59,2021-05-26
SDOG,ALPS Sector Dividend Dogs,54.15,53.96 - 54.34,,54.19,34.79 - 56.2,2.09,32265.0,,3.81%,59070.0,2063000000.0000002,,58.24%,,Equity,ALPS Sector Dividend Dogs,54.31,+0.30%,32.27K,15:59:59,2021-05-26
IDOG,ALPS Internatl Sector Dividends Dogs,28.91,28.87 - 28.94,,28.88,20.64 - 29.16,0.78,4434.0,,2.80%,25971.0,167900000.0,,40.34%,,Equity,ALPS International Sector Dividend Dogs,28.92,+0.03%,4.43K,15:59:59,2021-05-26
RIGS,ALPS RiverFront Strategic Income,24.85,24.76 - 24.84,,24.8,23.43 - 24.95,0.89,16283.0,,3.61%,39524.0,330550000.0,,4.72%,,,ALPS RiverFront Strategic Income,24.76,-0.36%,16.28K,15:59:59,2021-05-26
SBIO,ALPS Medical Breakthroughs,45.44,45.45 - 46.36,,45.45,37.2 - 64.04,,18115.0,,,30973.0,100500000.0,,6.52%,,Equity,ALPS Medical Breakthroughs,46.33,+1.95%,18.12K,15:59:59,2021-05-26
