Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,24.94,24.94 - 24.94,,25.09,15.21 - 27.71,,12817.0,,,5141.0,,,- 7.8%,,Equity,,,,,,2020-12-09
EEMD,AAM S&P EM Sector High Dividend,20.1,20.29 - 20.29,,20.27,13.76 - 23.08,,,,,3476.0,,,- 5.56%,,Equity,,,,,,2020-12-09
ZIG,The Acquirers Fund,22.62,22.6 - 22.6,,22.78,17.19 - 27.79,,5825.0,,,5403.0,,,- 15.86%,,Equity,,,,,,2020-12-09
HDGE,Ranger Equity Bear,3.16,3.15 - 3.19,,3.15,3.15 - 7.95,,333072.0,,,837279.0,163390000.0,,- 44.09%,,Equity,,,,,,2020-12-09
DWSH,AdvisorShares Dorsey Wright Short,11.46,11.4 - 11.57,,11.45,11.4 - 45.92,,78433.0,,,154102.0,,,- 52.29%,,Equity,,,,,,2020-12-09
YOLO,AdvisorShares Pure Cannabis,16.73,16.02 - 16.75,,16.76,5.65 - 17.21,,328248.0,,,177985.0,,,39.18%,,Equity,,,,,,2020-12-09
CWS,AdvisorShares Focused Equity,42.56,42.63 - 42.63,,42.56,25.72 - 43.06,,1846.0,,,1596.0,,,14.06%,,Equity,,,,,,2020-12-09
AADR,WCM/BNY Mellon Focused Growth ADR,58.79,58.12 - 58.12,,58.55,33.75 - 60.4,,3418.0,,,8852.0,23330000.0,,13.54%,,Equity,,,,,,2020-12-09
HYLD,Peritus High Yield,31.91,31.92 - 31.92,,31.95,24.02 - 34.26,,11321.0,,,20928.0,196980000.0,,- 3.91%,,,,,,,,2020-12-09
MINC,Newfleet Multi-Sector Income,48.89,48.9 - 48.9,,48.9,42.72 - 49.12,,1942.0,,,2572.0,255550000.0,,0.7%,,,,,,,,2020-12-09
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2064.0,,,9.03%,,Equity,,,,,,2020-12-09
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.42,48.32 - 48.32,,48.32,38.88 - 49.49,,,,,435.0,27380000.0,,- 1.49%,,Other,,,,,,2020-12-09
