Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.25,20.79 - 21.28,,21.28,15.21 - 27.71,,2233.0,,,6345.0,,,- 19.05%,,Equity,,,,,,2020-09-23
EEMD,AAM S&P EM Sector High Dividend,17.71,17.38 - 17.64,,17.64,13.76 - 23.08,,3283.0,,,1452.0,,,- 16.49%,,Equity,,,,,,2020-09-23
ZIG,The Acquirers Fund,21.94,21.52 - 22.09,,22.09,17.19 - 27.79,,14652.0,,,9216.0,,,- 12.49%,,Equity,,,,,,2020-09-23
HDGE,Ranger Equity Bear,4.48,4.43 - 4.6,,4.48,4.21 - 7.95,,619938.0,,,859846.0,163390000.0,,- 30.65%,,Equity,Ranger Equity Bear,4.59,+2.46%,619.94K,15:59:59,2020-09-23
DWSH,AdvisorShares Dorsey Wright Short,18.75,18.49 - 19.42,,18.71,15.5 - 45.92,,271525.0,,,169414.0,,,- 26.3%,,Equity,,,,,,2020-09-23
YOLO,AdvisorShares Pure Cannabis,11.23,10.71 - 11.25,,11.25,5.65 - 15.93,,57032.0,,,70457.0,,,- 34.4%,,Equity,,,,,,2020-09-23
CWS,AdvisorShares Focused Equity,38.22,37.56 - 38.3,,38.2,25.72 - 40.87,,722.0,,,1395.0,,,7.98%,,Equity,,,,,,2020-09-23
AADR,WCM/BNY Mellon Focused Growth ADR,55.21,53.79 - 54.75,,54.47,33.75 - 58.99,,4300.0,,,4723.0,23330000.0,,13.58%,,Equity,WCM/BNY Mellon Focused Growth ADR,53.82,-2.52%,4.30K,15:59:59,2020-09-23
HYLD,Peritus High Yield,30.72,30.66 - 30.88,,30.76,24.02 - 34.26,,11833.0,,,23670.0,196980000.0,,- 9.75%,,,Peritus High Yield,30.81,+0.29%,11.83K,15:59:59,2020-09-23
MINC,Newfleet Multi-Sector Income,48.69,48.78 - 48.8,,48.78,42.72 - 49.12,,813.0,,,2890.0,255550000.0,,0.33%,,,Newfleet Multi-Sector Income,48.78,+0.17%,0.81K,15:59:59,2020-09-23
ACT,AdvisorShares Vice ETF,26.02,25.6 - 26.04,,26.04,16.16 - 26.95,,361.0,,,2318.0,,,11.29%,,Equity,,,,,,2020-09-23
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.14,48.06 - 48.06,,48.06,38.88 - 50.68,,,,,376.0,27380000.0,,- 1.8%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.06,-0.17%,0,15:59:59,2020-09-23
DBLV,AdvisorShares Wilshire Buyback,68.88,67.42 - 67.42,,67.42,48.3 - 77.49,,116.0,,,1063.0,152610000.0,,- 2.38%,,Equity,AdvisorShares Wilshire Buyback,67.42,-2.13%,0.12K,15:59:59,2020-09-23
HOLD,AdvisorShares Sage Core Reserves,98.82,98.82 - 98.82,,98.82,93.52 - 100.35,,14.0,,,2644.0,86990000.0,,- 1.04%,,,,,,,,2020-09-23
FWDB,Madrona Global Bond,25.78,25.72 - 25.72,,25.72,23.18 - 27.29,,20.0,,,1486.0,19080000.0,,- 1.11%,,,Madrona Global Bond,25.72,-0.21%,0.02K,15:59:59,2020-09-23
