Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPY,SPDR S&P 500,333.89,331 - 336.97,- 0.46%,335.82,218.26 - 358.66,4.03,83894169.0,301960000000.0,1.66%,74808355.0,167650000000.0,1.01,11.2%,885482116.0,Equity,SPDR S&P 500,334.06,+0.05%,83.89M,15:59:59,2020-09-11
FXN,First Trust Energy AlphaDEX,5.91,5.87 - 5.98,,5.94,3.31 - 11.09,,77496107.0,,,2534966.0,1554000000.0,,- 42.51%,,Equity,First Trust Energy AlphaDEX,5.91,0.00%,77.50M,15:59:59,2020-09-11
XLF,Financial Select Sector SPDR,24.54,24.5 - 24.84,- 7.17%,24.58,17.49 - 31.38,0.49,69263505.0,17710000000.0,2.45%,61343514.0,16160000000.0,1.17,- 12.73%,715745427.0,Equity,Financial Select Sector SPDR,24.71,+0.69%,69.26M,15:59:59,2020-09-11
UVXY,ProShares Ultra VIX Short-Term Futures,22.78,20.76 - 22.85,,21.86,10.4 - 135,,59654001.0,,,36063973.0,331930000.0,,- 14.39%,,Other,ProShares Ultra VIX Short-Term Futures,20.8,-8.69%,59.65M,15:59:59,2020-09-11
SPXS,Direxion Daily S&P 500 Bear 3X Shares,5.96,5.79 - 6.12,,5.86,4.88 - 28.85,,54677407.0,,,39097365.0,436140000.0,,- 64.57%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,5.95,-0.17%,54.68M,15:59:59,2020-09-11
EEM,iShares MSCI Emerging Markets,43.51,43.71 - 44.25,- 26.56%,44.11,30.09 - 46.32,0.84,48888275.0,23870000000.0,2.02%,43952608.0,22120000000.0,0.93,4.97%,539100000.0,Equity,iShares MSCI Emerging Markets,43.93,+0.97%,48.89M,15:59:59,2020-09-11
SPXU,ProShares UltraPro Short S&P500,8.99,8.75 - 9.24,,8.85,7.38 - 43.68,,37658708.0,,,32855806.0,717210000.0,,- 64.72%,,Equity,ProShares UltraPro Short S&P500,8.99,0.00%,37.66M,15:59:59,2020-09-11
EWZ,iShares MSCI Brazil Capped,30.22,29.92 - 30.75,- 18.37%,30.57,20.14 - 48.48,1.38,34083052.0,5320000000.0,3.48%,26337988.0,3580000000.0,1.11,- 29.08%,179350000.0,Equity,iShares MSCI Brazil Capped,30.09,-0.43%,34.08M,15:59:59,2020-09-11
EFA,iShares MSCI EAFE,64.16,64.53 - 65.14,- 0.32%,64.95,45.73 - 70.42,1.7,29788395.0,48080000000.0,2.54%,23522767.0,61770000000.0,0.83,- 1.58%,746400000.0,Equity,iShares MSCI EAFE,64.8,+1.00%,29.79M,15:59:59,2020-09-11
SLV,iShares Silver,24.86,24.73 - 25.17,- 15.56%,25.03,10.86 - 27.38,,27822598.0,15310000000.0,,51711271.0,4670000000.0,0.62,46.67%,618200000.0,Commodity,iShares Silver,24.9,+0.16%,27.82M,15:59:59,2020-09-11
