Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.05,30.33 - 30.33,,31.17,17.88 - 31.17,1.02,10408.0,,3.47%,9387.0,,,48.76%,,Equity,,,,,,2021-04-29
EEMD,AAM S&P EM Sector High Dividend,23.35,23.34 - 23.51,,23.34,16.24 - 23.51,0.89,5902.0,,3.87%,2143.0,,,40.51%,,Equity,,,,,,2021-04-29
ZIG,The Acquirers Fund,26.09,26.19 - 26.33,,26.19,19 - 26.55,0.04,2098.0,,0.17%,7172.0,,,24%,,Equity,,,,,,2021-04-29
HDGE,Ranger Equity Bear,23.88,23.8 - 24.05,,23.8,2.58 - 26.49,0.12,26880.0,,0.49%,106477.0,163390000.0,,296.68%,,Equity,AdvisorShares Ranger Equity Bear,23.93,+0.21%,26.88K,15:59:59,2021-04-29
DWSH,AdvisorShares Dorsey Wright Short,8.95,8.96 - 8.99,,8.91,8.88 - 29.9,,23798.0,,,47127.0,,,- 66.7%,,Equity,,,,,,2021-04-29
YOLO,AdvisorShares Pure Cannabis,21.95,21.28 - 22.08,,22.01,8.16 - 31.87,0.15,175938.0,,0.59%,596361.0,,,152.01%,,Equity,,,,,,2021-04-29
CWS,AdvisorShares Focused Equity,47.19,47.17 - 47.46,,47.46,32.35 - 48.51,0.12,2599.0,,0.27%,3654.0,,,39.22%,,Equity,,,,,,2021-04-29
AADR,WCM/BNY Mellon Focused Growth ADR,66.74,66.1 - 66.41,,66.1,44.77 - 67.24,0.07,1229.0,,0.11%,4868.0,23330000.0,,46.09%,,Equity,AdvisorShares Dorsey Wright ADR,66.41,-0.49%,1.23K,15:59:59,2021-04-29
HYLD,Peritus High Yield,32.41,32.32 - 32.46,,32.45,25.75 - 32.64,2.36,7663.0,,7.32%,25055.0,196980000.0,,21.27%,,,High Yield,32.32,-0.28%,7.66K,15:59:59,2021-04-29
MINC,Newfleet Multi-Sector Income,48.73,48.73 - 48.84,,48.84,46.91 - 52.42,1.16,2127.0,,2.37%,5507.0,255550000.0,,3.74%,,,AdvisorShares Newfleet Multi-Sector Income,48.79,+0.11%,2.13K,15:59:59,2021-04-29
ACT,AdvisorShares Vice ETF,36.23,36.47 - 36.6,,36.47,20.83 - 36.72,,237.0,,,2798.0,,,67.11%,,Equity,,,,,,2021-04-29
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.0,48.92 - 48.94,,48.94,44.75 - 49.3,1.62,150.0,,3.31%,2858.0,27380000.0,,9.03%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.92,-0.17%,0.15K,15:59:59,2021-04-29
DBLV,AdvisorShares Wilshire Buyback,93.81,94.8 - 94.8,,94.8,59.89 - 94.8,1.02,121.0,,1.11%,992.0,152610000.0,,49.59%,,Equity,AdvisorShares Wilshire Buyback,94.8,+1.06%,0.12K,15:59:59,2021-04-29
HOLD,AdvisorShares Sage Core Reserves,98.72,98.72 - 98.72,,98.72,97.5 - 99.08,1.36,552.0,,1.37%,632.0,86990000.0,,1.3%,,,,,,,,2021-04-29
FWDB,Madrona Global Bond,25.87,25.89 - 25.96,,25.96,25.18 - 26.45,0.48,2317.0,,1.84%,790.0,19080000.0,,2.29%,,,AdvisorShares FolioBeyond Smart Core Bond,25.89,+0.08%,2.32K,15:59:59,2021-04-29
DWMC,AdvisorShares Dorsey Wright Micro-Cap,36.04,35.72 - 35.91,,35.85,17.67 - 41.61,,1246.0,,,6605.0,,,99.5%,,Equity,,,,,,2021-04-29
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-04-29
VEGA,Star Global Buy-Write,39.03,39.05 - 39.05,,39.05,29.81 - 39.28,0.1,20.0,,0.27%,1536.0,17480000.0,,28.01%,,Other,AdvisorShares STAR Global Buy-Write,39.05,+0.07%,0.02K,15:59:59,2021-04-29
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-04-29
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-04-29
AFIF,Anfield Universal Fixed Income,9.68,9.51 - 9.69,,9.51,9.29 - 10.77,0.31,37086.0,,3.18%,71013.0,,,- 1.48%,,,,,,,,2021-04-29
GLIF,AGFiQ Global Infrastructure,26.25,26.27 - 26.51,,26.27,22.09 - 26.51,1.17,1880.0,,4.75%,1273.0,,,13.73%,,Equity,,,,,,2021-04-29
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,25.54 - 32.48,0.36,,,1.14%,2658.0,,,20.79%,,Equity,,,,,,2021-04-29
VMOT,Alpha Architect Value Momentum Trend,28.3,28.17 - 28.22,,28.22,21.22 - 29.4,26.05,438.0,,95.88%,4532.0,,,32.34%,,Equity,,,,,,2021-04-29
QMOM,MomentumShares U.S. Quantitative Momentum,55.77,53.86 - 55.23,,56.06,29.36 - 68.19,0.04,13567.0,,0.08%,26846.0,,,84.2%,,Equity,,,,,,2021-04-29
IMOM,MomentumShares International Quantitative Momentum,35.92,35.6 - 36.12,,36.12,22.23 - 37.96,0.2,6937.0,,0.61%,23546.0,,,58.06%,,Equity,,,,,,2021-04-29
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.7,34.55 - 34.64,,34.75,20.5 - 35.05,0.53,3574.0,,1.54%,13601.0,,,64.82%,,Equity,,,,,,2021-04-29
AMLP,ALPS Alerian MLP,33.24,33.14 - 33.72,13%,33.51,4.85 - 33.72,3.84,2919183.0,3590000000.0,11.87%,2611311.0,8039999999.999999,1.95,38.5%,151282420.0,Equity,Alerian MLP,33.66,+1.26%,2.92M,15:59:59,2021-04-29
SDOG,ALPS Sector Dividend Dogs,53.04,53.21 - 53.61,,53.4,31.15 - 53.61,2.09,37945.0,,3.97%,52614.0,2063000000.0000002,,50.17%,,Equity,ALPS Sector Dividend Dogs,53.57,+1.00%,37.95K,15:59:59,2021-04-29
IDOG,ALPS Internatl Sector Dividends Dogs,28.25,27.98 - 28.21,,28.18,19.74 - 28.27,0.78,96329.0,,2.80%,29633.0,167900000.0,,36.74%,,Equity,ALPS International Sector Dividend Dogs,28.12,-0.46%,96.33K,15:59:59,2021-04-29
RIGS,ALPS RiverFront Strategic Income,24.72,24.75 - 24.79,,24.78,23.01 - 24.95,0.89,60983.0,,3.61%,39009.0,330550000.0,,7.29%,,,ALPS RiverFront Strategic Income,24.78,+0.24%,60.98K,15:59:59,2021-04-29
SBIO,ALPS Medical Breakthroughs,50.59,50 - 50.33,,50.88,36 - 64.04,,9537.0,,,36138.0,100500000.0,,30.02%,,Equity,ALPS Medical Breakthroughs,50.13,-0.90%,9.54K,15:59:59,2021-04-29
SGDJ,ALPS Sprott Junior Gold Miners,46.65,45.28 - 46.33,,46.33,29.15 - 52.98,0.97,15775.0,,2.24%,35821.0,58690000.0,,47.63%,,Equity,ALPS Sprott Junior Gold Miners,45.74,-1.95%,15.78K,15:59:59,2021-04-29
SGDM,ALPS Sprott Gold Miners,29.51,28.58 - 29.27,,29.27,25.08 - 39.41,0.09,24203.0,,0.34%,51987.0,224230000.0,,0.03%,,Equity,ALPS Sprott Gold Miners,28.86,-2.20%,24.20K,15:59:59,2021-04-29
