Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.32,21.45 - 21.62,,21.6,15.21 - 27.71,,5173.0,,,5919.0,,,- 19.26%,,Equity,,,,,,2020-09-30
EEMD,AAM S&P EM Sector High Dividend,17.46,17.59 - 17.6,,17.59,13.76 - 23.08,,306.0,,,1537.0,,,- 16.67%,,Equity,,,,,,2020-09-30
ZIG,The Acquirers Fund,21.85,21.88 - 22.09,,22.09,17.19 - 27.79,,1374.0,,,8926.0,,,- 11.75%,,Equity,,,,,,2020-09-30
HDGE,Ranger Equity Bear,4.5,4.45 - 4.53,,4.51,4.21 - 7.95,,1308413.0,,,838389.0,163390000.0,,- 31.61%,,Equity,Ranger Equity Bear,4.49,-0.22%,1.31M,15:59:59,2020-09-30
DWSH,AdvisorShares Dorsey Wright Short,19.06,18.61 - 19.1,,19.0,15.5 - 45.92,,260550.0,,,160374.0,,,- 26.52%,,Equity,,,,,,2020-09-30
YOLO,AdvisorShares Pure Cannabis,10.76,10.64 - 10.94,,10.82,5.65 - 15.16,,61148.0,,,71436.0,,,- 26.1%,,Equity,,,,,,2020-09-30
CWS,AdvisorShares Focused Equity,38.44,38.98 - 39.35,,39.35,25.72 - 40.87,,663.0,,,1404.0,,,9.13%,,Equity,,,,,,2020-09-30
AADR,WCM/BNY Mellon Focused Growth ADR,55.25,55.15 - 55.68,,55.46,33.75 - 58.99,,5822.0,,,4704.0,23330000.0,,15.9%,,Equity,WCM/BNY Mellon Focused Growth ADR,55.27,+0.03%,5.82K,15:59:59,2020-09-30
HYLD,Peritus High Yield,29.69,29.55 - 30.15,,29.51,24.02 - 34.26,,26723.0,,,19877.0,196980000.0,,- 12.37%,,,Peritus High Yield,30.14,+1.53%,26.72K,15:59:59,2020-09-30
MINC,Newfleet Multi-Sector Income,48.6,48.53 - 48.64,,48.53,42.72 - 49.12,,1986.0,,,2671.0,255550000.0,,0.16%,,,Newfleet Multi-Sector Income,48.61,0.00%,1.99K,15:59:59,2020-09-30
ACT,AdvisorShares Vice ETF,26.14,26.02 - 26.24,,26.13,16.16 - 26.95,,2342.0,,,2380.0,,,10.58%,,Equity,,,,,,2020-09-30
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.78,47.5 - 47.64,,47.5,38.88 - 50.41,,161.0,,,389.0,27380000.0,,- 2.27%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,47.64,-0.30%,0.16K,15:59:59,2020-09-30
DBLV,AdvisorShares Wilshire Buyback,68.98,69.51 - 69.83,,69.83,48.3 - 77.49,,125.0,,,1010.0,152610000.0,,- 0.66%,,Equity,AdvisorShares Wilshire Buyback,69.51,+0.77%,0.13K,15:59:59,2020-09-30
HOLD,AdvisorShares Sage Core Reserves,98.72,98.71 - 98.76,,98.72,93.52 - 100.35,,530.0,,,2428.0,86990000.0,,- 1.02%,,,,,,,,2020-09-30
FWDB,Madrona Global Bond,25.73,25.72 - 25.78,,25.76,23.18 - 27.29,,3246.0,,,1475.0,19080000.0,,- 0.43%,,,Madrona Global Bond,25.74,+0.04%,3.25K,15:59:59,2020-09-30
DWMC,AdvisorShares Dorsey Wright Micro-Cap,20.79,20.73 - 20.91,,20.91,13.03 - 24.57,,,,,492.0,,,- 3.48%,,Equity,,,,,,2020-09-30
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 21.64%,,Equity,,,,,,2020-09-30
VEGA,Star Global Buy-Write,33.99,33.9 - 34.16,,33.91,25.27 - 36.15,,1028.0,,,1087.0,17480000.0,,4.39%,,Other,Star Global Buy-Write,34.16,+0.51%,1.03K,15:59:59,2020-09-30
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,2.05%,,Equity,,,,,,2020-09-30
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-09-30
AFIF,Anfield Universal Fixed Income,9.82,9.8 - 9.81,,9.82,9.11 - 10.77,,15991.0,,,59223.0,,,0.72%,,,,,,,,2020-09-30
GLIF,AGFiQ Global Infrastructure,22.96,22.97 - 23.06,,23.06,17.78 - 28.21,,3345.0,,,1070.0,,,- 11.15%,,Equity,,,,,,2020-09-30
USHG,AGFiQ Dynamic Hedged U.S. Equity,29.24,29.47 - 29.47,,29.47,21.32 - 30.92,,,,,1509.0,,,10.67%,,Equity,,,,,,2020-09-30
VMOT,Alpha Architect Value Momentum Trend,23.86,23.89 - 23.95,,23.9,19.7 - 25.75,,1266.0,,,7985.0,,,1.49%,,Equity,,,,,,2020-09-30
QMOM,MomentumShares U.S. Quantitative Momentum,41.56,41.58 - 42.25,,41.58,21.5 - 43.06,,7651.0,,,10348.0,,,38.42%,,Equity,,,,,,2020-09-30
IMOM,MomentumShares International Quantitative Momentum,28.84,28.63 - 28.77,,28.77,17.14 - 28.89,,2653.0,,,12581.0,,,12.56%,,Equity,,,,,,2020-09-30
