Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.48,21.19 - 21.42,,21.4,15.21 - 27.71,,4119.0,,,5994.0,,,- 18.32%,,Equity,,,,,,2020-09-29
EEMD,AAM S&P EM Sector High Dividend,17.51,17.41 - 17.46,,17.41,13.76 - 23.08,,206.0,,,1554.0,,,- 15.92%,,Equity,,,,,,2020-09-29
ZIG,The Acquirers Fund,21.85,21.82 - 21.89,,21.89,17.19 - 27.79,,1730.0,,,9441.0,,,- 11.57%,,Equity,,,,,,2020-09-29
HDGE,Ranger Equity Bear,4.46,4.46 - 4.55,,4.46,4.21 - 7.95,,871389.0,,,838325.0,163390000.0,,- 32.42%,,Equity,Ranger Equity Bear,4.5,+0.90%,871.39K,15:59:59,2020-09-29
DWSH,AdvisorShares Dorsey Wright Short,18.68,18.97 - 19.18,,18.68,15.5 - 45.92,,68584.0,,,158187.0,,,- 28.59%,,Equity,,,,,,2020-09-29
YOLO,AdvisorShares Pure Cannabis,10.68,10.68 - 10.88,,10.68,5.65 - 15.16,,36398.0,,,71345.0,,,- 30.1%,,Equity,,,,,,2020-09-29
CWS,AdvisorShares Focused Equity,38.77,38.23 - 39.27,,38.93,25.72 - 40.87,,4322.0,,,1356.0,,,10.94%,,Equity,,,,,,2020-09-29
AADR,WCM/BNY Mellon Focused Growth ADR,54.99,55.06 - 55.46,,55.08,33.75 - 58.99,,4003.0,,,4675.0,23330000.0,,15.79%,,Equity,WCM/BNY Mellon Focused Growth ADR,55.25,+0.48%,4.00K,15:59:59,2020-09-29
HYLD,Peritus High Yield,29.7,29.41 - 29.7,,29.41,24.02 - 34.26,,12073.0,,,19952.0,196980000.0,,- 12.21%,,,Peritus High Yield,29.69,-0.03%,12.07K,15:59:59,2020-09-29
MINC,Newfleet Multi-Sector Income,48.6,48.49 - 48.7,,48.7,42.72 - 49.12,,5983.0,,,2729.0,255550000.0,,0.27%,,,Newfleet Multi-Sector Income,48.6,0.00%,5.98K,15:59:59,2020-09-29
ACT,AdvisorShares Vice ETF,26.1,26.05 - 26.56,,26.56,16.16 - 26.95,,2847.0,,,2350.0,,,11.54%,,Equity,,,,,,2020-09-29
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.91,47.78 - 47.78,,47.78,38.88 - 50.41,,,,,381.0,27380000.0,,- 1.92%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,47.78,-0.27%,0,15:59:59,2020-09-29
DBLV,AdvisorShares Wilshire Buyback,69.51,68.98 - 69.02,,69.02,48.3 - 77.49,,191.0,,,1025.0,152610000.0,,0.22%,,Equity,AdvisorShares Wilshire Buyback,68.98,-0.76%,0.19K,15:59:59,2020-09-29
HOLD,AdvisorShares Sage Core Reserves,98.66,98.68 - 98.72,,98.7,93.52 - 100.35,,1167.0,,,2679.0,86990000.0,,- 1.08%,,,,,,,,2020-09-29
FWDB,Madrona Global Bond,25.72,25.54 - 25.73,,25.54,23.18 - 27.29,,287.0,,,1469.0,19080000.0,,- 0.39%,,,Madrona Global Bond,25.73,0.00%,0.29K,15:59:59,2020-09-29
DWMC,AdvisorShares Dorsey Wright Micro-Cap,20.79,20.73 - 20.91,,20.91,13.03 - 24.57,,,,,494.0,,,- 2.85%,,Equity,,,,,,2020-09-29
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 21.07%,,Equity,,,,,,2020-09-29
VEGA,Star Global Buy-Write,34.0,33.52 - 34,,34.0,25.27 - 36.15,,784.0,,,1093.0,17480000.0,,5.07%,,Other,Star Global Buy-Write,33.99,-0.05%,0.78K,15:59:59,2020-09-29
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,2.15%,,Equity,,,,,,2020-09-29
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-09-29
AFIF,Anfield Universal Fixed Income,9.82,9.81 - 9.84,,9.82,9.11 - 10.77,,57492.0,,,59099.0,,,0.82%,,,,,,,,2020-09-29
GLIF,AGFiQ Global Infrastructure,22.97,22.96 - 22.96,,22.96,17.78 - 28.21,,,,,1049.0,,,- 10.35%,,Equity,,,,,,2020-09-29
USHG,AGFiQ Dynamic Hedged U.S. Equity,29.26,29.24 - 29.24,,29.24,21.32 - 30.92,,,,,1509.0,,,11.34%,,Equity,,,,,,2020-09-29
VMOT,Alpha Architect Value Momentum Trend,23.76,23.86 - 23.9,,23.86,19.7 - 25.75,,1119.0,,,8017.0,,,1.67%,,Equity,,,,,,2020-09-29
QMOM,MomentumShares U.S. Quantitative Momentum,41.27,41.39 - 41.86,,41.39,21.5 - 43.06,,6948.0,,,10395.0,,,39%,,Equity,,,,,,2020-09-29
IMOM,MomentumShares International Quantitative Momentum,28.41,28.65 - 28.91,,28.87,17.14 - 28.91,,19778.0,,,12372.0,,,11.35%,,Equity,,,,,,2020-09-29
FRDM,Alpha Architect Freedom 100 Emerging Markets,24.96,24.97 - 25.13,,25.02,16.86 - 28.46,,2867.0,,,3721.0,,,- 1.15%,,Equity,,,,,,2020-09-29
AMLP,ALPS Alerian MLP,20.11,19.79 - 20.51,13%,20.04,2.41 - 31.75,5.32,2083184.0,3590000000.0,14.45%,2576434.0,8039999999.999999,1.95,120.5%,151282420.0,Equity,ALPS Alerian MLP,20.39,+1.39%,2.08M,15:59:59,2020-09-29
SDOG,ALPS Sector Dividend Dogs,38.0,37.44 - 37.99,,37.91,26.12 - 47.63,,74786.0,,,122098.0,2063000000.0000002,,- 13.14%,,Equity,ALPS Sector Dividend Dogs,37.64,-0.95%,74.79K,15:59:59,2020-09-29
IDOG,ALPS Internatl Sector Dividends Dogs,21.69,21.49 - 21.71,,21.7,16.77 - 28.02,,30566.0,,,41135.0,167900000.0,,- 16.09%,,Equity,ALPS Internatl Sector Dividends Dogs,21.57,-0.55%,30.57K,15:59:59,2020-09-29
RIGS,ALPS RiverFront Strategic Income,24.53,24.43 - 24.59,,24.44,18.23 - 25.3,,3896.0,,,14866.0,330550000.0,,- 1.33%,,,ALPS RiverFront Strategic Income,24.55,+0.12%,3.90K,15:59:59,2020-09-29
SBIO,ALPS Medical Breakthroughs,40.86,40.69 - 41.31,,40.69,25.1 - 45,,9600.0,,,22817.0,100500000.0,,26.86%,,Equity,ALPS Medical Breakthroughs,41.16,+0.73%,9.60K,15:59:59,2020-09-29
SGDJ,ALPS Sprott Junior Gold Miners,44.11,44.33 - 44.94,,44.41,16.52 - 51.35,,19260.0,,,37582.0,58690000.0,,38.84%,,Equity,ALPS Sprott Junior Gold Miners,44.84,+1.66%,19.26K,15:59:59,2020-09-29
SGDM,ALPS Sprott Gold Miners,33.05,33.3 - 33.82,,33.33,13.79 - 39.41,,21509.0,,,66072.0,224230000.0,,40.58%,,Equity,ALPS Sprott Gold Miners,33.65,+1.80%,21.51K,15:59:59,2020-09-29
ACES,ALPS Clean Energy,53.63,53.52 - 54.55,,53.65,23.57 - 54.56,,34297.0,,,62805.0,,,74.46%,,Equity,,,,,,2020-09-29
DTEC,ALPS Disruptive Technologies,38.09,38.25 - 38.46,,38.32,22.24 - 40.18,,15113.0,,,20161.0,,,32.24%,,Equity,,,,,,2020-09-29
