Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.68,21.87 - 21.89,,21.74,15.21 - 27.71,,8049.0,,,4598.0,,,- 19.19%,,Equity,,,,,,2020-11-05
EEMD,AAM S&P EM Sector High Dividend,17.95,18.08 - 18.08,,18.08,13.76 - 23.08,,,,,3108.0,,,- 17.06%,,Equity,,,,,,2020-11-05
ZIG,The Acquirers Fund,22.01,22.53 - 22.53,,22.0,17.19 - 27.79,,,,,8435.0,,,- 14.4%,,Equity,,,,,,2020-11-05
HDGE,Ranger Equity Bear,4.24,4.14 - 4.2,,4.19,4.14 - 7.95,,1109742.0,,,842455.0,163390000.0,,- 29.38%,,Equity,,,,,,2020-11-05
DWSH,AdvisorShares Dorsey Wright Short,17.23,16.57 - 17.28,,17.11,15.5 - 45.92,,475830.0,,,152845.0,,,- 28.57%,,Equity,,,,,,2020-11-05
YOLO,AdvisorShares Pure Cannabis,12.3,12.74 - 13.48,,12.6,5.65 - 13.73,,401056.0,,,98195.0,,,- 7.31%,,Equity,,,,,,2020-11-05
CWS,AdvisorShares Focused Equity,40.04,40.32 - 40.32,,40.17,25.72 - 41.19,,2201.0,,,1420.0,,,11.75%,,Equity,,,,,,2020-11-05
AADR,WCM/BNY Mellon Focused Growth ADR,57.03,58.53 - 59,,58.49,33.75 - 59,,8253.0,,,6665.0,23330000.0,,6.07%,,Equity,,,,,,2020-11-05
HYLD,Peritus High Yield,30.32,30.37 - 30.78,,30.35,24.02 - 34.26,,14150.0,,,15701.0,196980000.0,,- 10.1%,,,,,,,,2020-11-05
MINC,Newfleet Multi-Sector Income,48.72,48.71 - 48.72,,48.71,42.72 - 49.12,,6796.0,,,2429.0,255550000.0,,0.47%,,,,,,,,2020-11-05
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2338.0,,,12.9%,,Equity,,,,,,2020-11-05
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,308.0,27380000.0,,- 1.6%,,Other,,,,,,2020-11-05
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,982.0,152610000.0,,0.58%,,Equity,,,,,,2020-11-05
HOLD,AdvisorShares Sage Core Reserves,98.74,98.78 - 98.78,,98.78,93.52 - 100.35,,728.0,,,4942.0,86990000.0,,- 0.95%,,,,,,,,2020-11-05
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2165.0,19080000.0,,- 0.31%,,,,,,,,2020-11-05
DWMC,AdvisorShares Dorsey Wright Micro-Cap,23.25,23.83 - 24.09,,23.83,13.03 - 25.42,,614.0,,,383.0,,,5.73%,,Equity,,,,,,2020-11-05
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 25.02%,,Equity,,,,,,2020-11-05
VEGA,Star Global Buy-Write,34.78,34.86 - 34.86,,34.86,25.27 - 36.15,,,,,853.0,17480000.0,,4.97%,,Other,,,,,,2020-11-05
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-05
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-05
AFIF,Anfield Universal Fixed Income,9.78,9.84 - 9.84,,9.78,9.11 - 10.77,,,,,80730.0,,,1.23%,,,,,,,,2020-11-05
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,350.0,,,- 8.68%,,Equity,,,,,,2020-11-05
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,193.0,,,12.41%,,Equity,,,,,,2020-11-05
VMOT,Alpha Architect Value Momentum Trend,23.75,23.82 - 23.95,,23.95,19.7 - 25.75,,,,,7009.0,,,- 2.34%,,Equity,,,,,,2020-11-05
QMOM,MomentumShares U.S. Quantitative Momentum,43.74,45.01 - 45.39,,44.94,21.5 - 45.89,,7488.0,,,10993.0,,,43.21%,,Equity,,,,,,2020-11-05
IMOM,MomentumShares International Quantitative Momentum,29.48,30.38 - 30.38,,29.48,17.14 - 30.43,,8735.0,,,13516.0,,,13.55%,,Equity,,,,,,2020-11-05
FRDM,Alpha Architect Freedom 100 Emerging Markets,26.32,26.94 - 26.97,,26.94,16.86 - 28.46,,2181.0,,,3055.0,,,- 2.25%,,Equity,,,,,,2020-11-05
AMLP,ALPS Alerian MLP,21.19,21.34 - 21.98,13%,21.36,3.24 - 44.65,5.32,2436846.0,3590000000.0,14.45%,2592333.0,8039999999.999999,1.95,- 50.74%,151282420.0,Equity,ALPS Alerian MLP,21.91,+3.40%,2.44M,15:59:58,2020-11-05
SDOG,ALPS Sector Dividend Dogs,39.11,39.7 - 40.08,,39.34,26.12 - 47.63,,75244.0,,,93050.0,2063000000.0000002,,- 14.45%,,Equity,,,,,,2020-11-05
IDOG,ALPS Internatl Sector Dividends Dogs,21.74,22.14 - 22.15,,22.15,16.77 - 28.02,,21044.0,,,41606.0,167900000.0,,- 19.82%,,Equity,,,,,,2020-11-05
RIGS,ALPS RiverFront Strategic Income,24.75,24.72 - 24.76,,24.76,18.23 - 25.3,,20829.0,,,17129.0,330550000.0,,- 0.76%,,,,,,,,2020-11-05
SBIO,ALPS Medical Breakthroughs,47.39,47 - 47.9,,48.09,25.1 - 47.9,,57928.0,,,37383.0,100500000.0,,31.46%,,Equity,,,,,,2020-11-05
SGDJ,ALPS Sprott Junior Gold Miners,45.57,48.72 - 49.52,,47.21,16.52 - 51.35,,24615.0,,,26983.0,58690000.0,,43.38%,,Equity,,,,,,2020-11-05
SGDM,ALPS Sprott Gold Miners,32.89,34.4 - 35.55,,34.09,13.79 - 39.41,,83915.0,,,47134.0,224230000.0,,42.8%,,Equity,,,,,,2020-11-05
ACES,ALPS Clean Energy,57.23,58.87 - 60.95,,58.87,23.57 - 62.49,,154785.0,,,80283.0,,,80.66%,,Equity,,,,,,2020-11-05
