Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.96,29.97 - 30.73,,30.73,19.93 - 32.37,1.03,26037.0,,3.29%,10924.0,,,43.07%,,Equity,,,,,,2021-06-17
EEMD,AAM S&P EM Sector High Dividend,23.47,23.41 - 23.41,,23.41,17.17 - 24.04,0.93,45.0,,3.93%,1963.0,,,29.48%,,Equity,,,,,,2021-06-17
ZIG,The Acquirers Fund,26.51,26.1 - 26.43,,26.42,20.07 - 27.9,0.04,7191.0,,0.17%,5826.0,,,22.05%,,Equity,,,,,,2021-06-17
HDGE,Ranger Equity Bear,23.72,23.47 - 23.75,,23.75,2.58 - 26.49,0.12,11383.0,,0.48%,43898.0,163390000.0,,412.31%,,Equity,AdvisorShares Ranger Equity Bear,23.52,-0.84%,11.38K,15:59:59,2021-06-17
DWSH,AdvisorShares Dorsey Wright Short,8.66,8.58 - 8.65,,8.65,8.51 - 20.82,,17753.0,,,25490.0,,,- 51.43%,,Equity,,,,,,2021-06-17
YOLO,AdvisorShares Pure Cannabis,20.47,20.22 - 20.57,,20.31,10.08 - 31.87,0.15,73299.0,,0.59%,225752.0,,,86.77%,,Equity,,,,,,2021-06-17
CWS,AdvisorShares Focused Equity,46.04,45.82 - 45.92,,45.92,34.28 - 49.37,0.12,1096.0,,0.27%,3605.0,,,30.28%,,Equity,,,,,,2021-06-17
AADR,WCM/BNY Mellon Focused Growth ADR,67.79,67.43 - 67.93,,67.43,50.87 - 67.93,0.07,,,0.11%,4113.0,23330000.0,,34.36%,,Equity,,,,,,2021-06-17
HYLD,Peritus High Yield,32.53,32.51 - 32.63,,32.6,28.36 - 32.64,2.53,14548.0,,7.76%,21610.0,196980000.0,,10.08%,,,High Yield,32.59,+0.18%,14.55K,15:59:59,2021-06-17
MINC,Newfleet Multi-Sector Income,48.93,48.88 - 49.02,,48.9,47.96 - 52.42,1.03,3524.0,,2.11%,14824.0,255550000.0,,1.62%,,,AdvisorShares Newfleet Multi-Sector Income,48.96,+0.06%,3.52K,15:59:59,2021-06-17
ACT,AdvisorShares Vice ETF,35.63,35 - 35.45,,35.45,22.12 - 36.86,0.37,731.0,,1.02%,2127.0,,,53.98%,,Equity,,,,,,2021-06-17
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.05,49.05 - 49.08,,49.08,46.4 - 49.3,1.55,,,3.15%,2918.0,27380000.0,,3.93%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,49.05,0.00%,0,15:59:59,2021-06-17
DBLV,AdvisorShares Wilshire Buyback,96.29,93.59 - 95,,95.0,64.53 - 98.21,1.02,2266.0,,1.11%,950.0,152610000.0,,40.93%,,Equity,AdvisorShares Wilshire Buyback,94.26,-2.11%,2.27K,15:59:59,2021-06-17
HOLD,AdvisorShares Sage Core Reserves,98.72,98.7 - 98.7,,98.7,98.08 - 99.08,1.01,4.0,,1.03%,1060.0,86990000.0,,0.21%,,,,,,,,2021-06-17
FWDB,Madrona Global Bond,25.9,25.9 - 25.9,,25.9,25.42 - 26.45,0.51,,,1.96%,953.0,19080000.0,,0.74%,,,AdvisorShares FolioBeyond Smart Core Bond,25.9,0.00%,0,15:59:59,2021-06-17
DWMC,AdvisorShares Dorsey Wright Micro-Cap,37.75,36.87 - 37.66,,37.66,20.41 - 41.61,,5083.0,,,3825.0,,,84.42%,,Equity,,,,,,2021-06-17
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-06-17
VEGA,Star Global Buy-Write,39.27,39.38 - 39.52,,39.47,31.63 - 39.7,0.1,7417.0,,0.27%,5359.0,17480000.0,,22.54%,,Other,AdvisorShares STAR Global Buy-Write,39.52,+0.62%,7.42K,15:59:59,2021-06-17
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-06-17
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-06-17
AFIF,Anfield Universal Fixed Income,9.69,9.76 - 9.76,,9.73,9.51 - 10.77,0.31,84874.0,,3.18%,45117.0,,,- 0.87%,,,,,,,,2021-06-17
GLIF,AGFiQ Global Infrastructure,27.68,27.57 - 27.57,,27.57,22.19 - 27.94,1.17,48.0,,4.75%,1395.0,,,15.31%,,Equity,,,,,,2021-06-17
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,26.85 - 32.48,0.36,,,1.14%,961.0,,,14.03%,,Equity,,,,,,2021-06-17
VMOT,Alpha Architect Value Momentum Trend,27.39,27.08 - 27.08,,27.08,21.94 - 29.4,26.05,405.0,,95.88%,3407.0,,,23.38%,,Equity,,,,,,2021-06-17
QMOM,MomentumShares U.S. Quantitative Momentum,49.74,48.31 - 49.29,,49.29,34.37 - 68.19,0.04,6075.0,,0.08%,15505.0,,,43.72%,,Equity,,,,,,2021-06-17
IMOM,MomentumShares International Quantitative Momentum,34.68,34.15 - 34.31,,34.26,26.04 - 37.96,0.08,5221.0,,0.24%,18130.0,,,33.85%,,Equity,,,,,,2021-06-17
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.31,34.04 - 34.24,,34.24,23.41 - 35.05,0.53,5525.0,,1.54%,16044.0,,,45.94%,,Equity,,,,,,2021-06-17
AMLP,ALPS Alerian MLP,38.73,36.27 - 38.71,13%,38.62,18.93 - 38.92,2.89,4702852.0,3590000000.0,7.55%,2567904.0,8039999999.999999,1.95,37.24%,151282420.0,Equity,Alerian MLP,36.83,-4.91%,4.70M,15:59:59,2021-06-17
SDOG,ALPS Sector Dividend Dogs,54.6,52.55 - 54.13,,54.07,34.79 - 56.2,1.63,121395.0,,2.96%,54561.0,2063000000.0000002,,42.56%,,Equity,ALPS Sector Dividend Dogs,52.87,-3.17%,121.40K,15:59:59,2021-06-17
IDOG,ALPS Internatl Sector Dividends Dogs,29.29,28.42 - 28.68,,28.68,20.64 - 29.56,0.78,14735.0,,2.66%,20143.0,167900000.0,,28.13%,,Equity,ALPS International Sector Dividend Dogs,28.54,-2.56%,14.74K,15:59:59,2021-06-17
RIGS,ALPS RiverFront Strategic Income,24.85,24.77 - 24.82,,24.77,23.93 - 24.95,0.8,40740.0,,3.20%,34074.0,330550000.0,,0.81%,,,ALPS RiverFront Strategic Income,24.8,-0.22%,40.74K,15:59:59,2021-06-17
SBIO,ALPS Medical Breakthroughs,49.13,49.09 - 49.14,,48.91,37.2 - 64.04,,13946.0,,,26877.0,100500000.0,,16.31%,,Equity,ALPS Medical Breakthroughs,49.14,+0.02%,13.95K,15:59:59,2021-06-17
SGDJ,ALPS Sprott Junior Gold Miners,46.89,44.69 - 45.6,,45.36,34 - 52.98,0.97,45387.0,,2.24%,41829.0,58690000.0,,36.59%,,Equity,ALPS Sprott Junior Gold Miners,44.69,-4.69%,45.39K,15:59:59,2021-06-17
SGDM,ALPS Sprott Gold Miners,31.0,29.21 - 30.25,,29.99,25.08 - 39.41,0.09,43810.0,,0.34%,36749.0,224230000.0,,10.64%,,Equity,ALPS Sprott Gold Miners,29.27,-5.58%,43.81K,15:59:59,2021-06-17
ACES,ALPS Clean Energy,71.83,71.38 - 72.84,,71.55,36.8 - 101.72,0.45,64205.0,,0.55%,107390.0,,,85.37%,,Equity,,,,,,2021-06-17
DTEC,ALPS Disruptive Technologies,47.16,46.92 - 47.67,,46.92,33.74 - 51.55,0.14,10542.0,,0.30%,17866.0,,,36.42%,,Equity,,,,,,2021-06-17
