Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SLV,iShares Silver,22.83,22.07 - 22.97,- 15.56%,22.31,10.86 - 22.97,,94387920.0,13690000000.0,,35073947.0,4670000000.0,0.56,49.12%,599800000.0,Commodity,iShares Silver,22.77,-0.26%,94.39M,15:59:59,2020-07-28
SPY,SPDR S&P 500,323.22,320.85 - 323.64,- 0.46%,322.43,218.26 - 339.08,4.03,57320998.0,289000000000.0,1.77%,92312848.0,167650000000.0,1.0,7.02%,894032116.0,Equity,SPDR S&P 500,321.17,-0.63%,57.32M,15:59:59,2020-07-28
IAU,iShares Gold,18.51,18.43 - 18.72,- 9.65%,18.48,13.42 - 18.72,,55886675.0,30070000000.0,,24105324.0,5750000000.0,0.04,36.61%,1624300000.0,Commodity,iShares Gold,18.68,+0.92%,55.89M,15:59:59,2020-07-28
GDX,VanEck Vectors Gold Miners,43.84,42.73 - 44.05,- 15.01%,43.2,16.18 - 44.44,0.12,36407295.0,18960000000.0,0.43%,32826232.0,5620000000.0,0.73,60.7%,432452500.0,Equity,VanEck Vectors Gold Miners,43.56,-0.64%,36.41M,15:59:59,2020-07-28
XLF,Financial Select Sector SPDR,24.07,23.9 - 24.12,- 7.17%,23.98,17.49 - 31.38,0.49,35369597.0,17390000000.0,2.54%,74531726.0,16160000000.0,1.18,- 16.1%,726045427.0,Equity,Financial Select Sector SPDR,24.01,-0.25%,35.37M,15:59:59,2020-07-28
EEM,iShares MSCI Emerging Markets,43.81,43.4 - 43.78,- 26.56%,43.73,30.09 - 46.32,0.84,31218345.0,23990000000.0,2.04%,49577283.0,22120000000.0,0.95,3.22%,547650000.0,Equity,iShares MSCI Emerging Markets,43.45,-0.82%,31.22M,15:59:59,2020-07-28
UVXY,ProShares Ultra VIX Short-Term Futures,25.97,24.6 - 26.37,,26.06,10.4 - 135,,29736439.0,,,21962018.0,331930000.0,,9.21%,,Other,ProShares Ultra VIX Short-Term Futures,25.82,-0.58%,29.74M,15:59:59,2020-07-28
SPXS,Direxion Daily S&P 500 Bear 3X Shares,6.73,6.71 - 6.89,,6.79,6.5 - 28.85,,26955453.0,,,46143473.0,436140000.0,,- 60.11%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,6.87,+2.08%,26.96M,15:59:59,2020-07-28
GLD,SPDR Gold Shares,182.23,181.42 - 184.26,19.32%,182.02,132.31 - 184.26,,21086956.0,76610000000.0,,11554486.0,50080000000.0,0.05,36.36%,419800000.0,Commodity,SPDR Gold Shares,183.75,+0.83%,21.09M,15:59:59,2020-07-28
SPXU,ProShares UltraPro Short S&P500,10.17,10.14 - 10.4,,10.26,9.83 - 43.68,,19764557.0,,,38193428.0,717210000.0,,- 60.18%,,Equity,ProShares UltraPro Short S&P500,10.35,+1.77%,19.76M,15:59:59,2020-07-28
EFA,iShares MSCI EAFE,64.09,63.65 - 64.05,- 0.32%,63.75,45.73 - 70.42,1.7,19456244.0,47840000000.0,2.55%,29376915.0,61770000000.0,0.85,- 2.15%,746400000.0,Equity,iShares MSCI EAFE,63.68,-0.64%,19.46M,15:59:59,2020-07-28
