Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,25.29,25.25 - 25.25,,25.17,15.21 - 27.51,,,,,5856.0,,,- 5.32%,,Equity,,,,,,2021-01-27
EEMD,AAM S&P EM Sector High Dividend,22.6,22.78 - 22.78,,22.6,13.76 - 22.88,,,,,5021.0,,,5.9%,,Equity,,,,,,2021-01-27
ZIG,The Acquirers Fund,24.26,23.93 - 23.96,,24.0,17.19 - 27,,13860.0,,,6212.0,,,- 8.03%,,Equity,,,,,,2021-01-27
HDGE,Ranger Equity Bear,2.74,2.71 - 2.77,,2.78,2.71 - 7.95,,922946.0,,,751633.0,163390000.0,,- 49.17%,,Equity,,,,,,2021-01-27
DWSH,AdvisorShares Dorsey Wright Short,10.34,10.19 - 10.52,,10.48,10.19 - 45.92,,231887.0,,,116771.0,,,- 57.43%,,Equity,,,,,,2021-01-27
YOLO,AdvisorShares Pure Cannabis,21.79,20.7 - 21.57,,21.28,5.65 - 22.85,,507436.0,,,402902.0,,,85.28%,,Equity,,,,,,2021-01-27
CWS,AdvisorShares Focused Equity,43.89,43.64 - 43.65,,43.9,25.72 - 44.89,,,,,2886.0,,,15.08%,,Equity,,,,,,2021-01-27
AADR,WCM/BNY Mellon Focused Growth ADR,64.29,63.91 - 63.91,,63.98,33.75 - 64.42,,,,,10384.0,23330000.0,,17.55%,,Equity,,,,,,2021-01-27
HYLD,Peritus High Yield,32.26,32 - 32.1,,32.16,24.02 - 34.02,,35577.0,,,22508.0,196980000.0,,- 4.5%,,,,,,,,2021-01-27
MINC,Newfleet Multi-Sector Income,49.05,49.04 - 49.25,,49.1,42.72 - 49.35,,5937.0,,,16022.0,255550000.0,,1.09%,,,,,,,,2021-01-27
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,965.0,,,8.16%,,Equity,,,,,,2021-01-27
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.94,48.91 - 48.91,,48.84,38.88 - 49.3,,,,,504.0,27380000.0,,- 0.95%,,Other,,,,,,2021-01-27
DBLV,AdvisorShares Wilshire Buyback,82.03,80.67 - 80.67,,80.35,48.3 - 84.68,,2953.0,,,1070.0,152610000.0,,14.11%,,Equity,,,,,,2021-01-27
HOLD,AdvisorShares Sage Core Reserves,98.8,98.81 - 98.81,,98.8,93.52 - 100.35,,,,,12367.0,86990000.0,,- 1.07%,,,,,,,,2021-01-27
FWDB,Madrona Global Bond,26.17,26.15 - 26.15,,26.06,23.18 - 27.29,,,,,1582.0,19080000.0,,- 1.51%,,,,,,,,2021-01-27
DWMC,AdvisorShares Dorsey Wright Micro-Cap,33.62,32.09 - 33.02,,32.64,13.03 - 35.04,,2055.0,,,1286.0,,,40.43%,,Equity,,,,,,2021-01-27
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 26.8%,,Equity,,,,,,2021-01-27
VEGA,Star Global Buy-Write,37.54,36.73 - 36.73,,37.57,25.27 - 37.54,,1776.0,,,899.0,17480000.0,,7.23%,,Other,,,,,,2021-01-27
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-01-27
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-01-27
AFIF,Anfield Universal Fixed Income,9.77,9.7 - 9.74,,9.7,9.11 - 10.77,,,,,78083.0,,,- 0.1%,,,,,,,,2021-01-27
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.21,,,,,273.0,,,- 10.35%,,Equity,,,,,,2021-01-27
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.41,31.28 - 31.43,,31.27,21.32 - 31.49,,,,,2929.0,,,11.83%,,Equity,,,,,,2021-01-27
VMOT,Alpha Architect Value Momentum Trend,27.94,27.52 - 27.57,,27.94,19.7 - 28.41,,1181.0,,,9794.0,,,13.19%,,Equity,,,,,,2021-01-27
QMOM,MomentumShares U.S. Quantitative Momentum,58.18,55.75 - 57.78,,57.04,21.5 - 61.23,,22367.0,,,14382.0,,,71.44%,,Equity,,,,,,2021-01-27
IMOM,MomentumShares International Quantitative Momentum,36.62,35.58 - 35.83,,35.58,17.14 - 36.92,,7636.0,,,17328.0,,,34.18%,,Equity,,,,,,2021-01-27
FRDM,Alpha Architect Freedom 100 Emerging Markets,33.84,33.34 - 33.45,,33.45,16.86 - 34.76,,9679.0,,,11618.0,,,27.77%,,Equity,,,,,,2021-01-27
