Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,26.83,26.89 - 26.89,,26.99,15.21 - 27.24,,,,,5853.0,,,- 0.88%,,Equity,,,,,,2021-02-17
EEMD,AAM S&P EM Sector High Dividend,22.34,22.5 - 22.51,,22.56,13.76 - 22.88,,,,,3229.0,,,5.09%,,Equity,,,,,,2021-02-17
ZIG,The Acquirers Fund,24.66,24.48 - 24.48,,24.66,17.19 - 27,,3368.0,,,7111.0,,,- 6.94%,,Equity,,,,,,2021-02-17
HDGE,Ranger Equity Bear,25.39,25.54 - 25.59,,25.55,2.58 - 25.75,,39058.0,,,548421.0,163390000.0,,392.25%,,Equity,,,,,,2021-02-17
DWSH,AdvisorShares Dorsey Wright Short,9.95,9.9 - 9.96,,10.0,9.85 - 45.92,,109237.0,,,81304.0,,,- 58.3%,,Equity,,,,,,2021-02-17
YOLO,AdvisorShares Pure Cannabis,28.52,27.16 - 28.36,,28.39,5.65 - 31.87,,857832.0,,,651575.0,,,148.3%,,Equity,,,,,,2021-02-17
CWS,AdvisorShares Focused Equity,44.31,44.15 - 44.31,,44.31,25.72 - 44.89,,,,,2947.0,,,13.47%,,Equity,,,,,,2021-02-17
AADR,WCM/BNY Mellon Focused Growth ADR,66.77,67.1 - 67.1,,66.44,33.75 - 67.14,,,,,8903.0,23330000.0,,18.82%,,Equity,,,,,,2021-02-17
HYLD,Peritus High Yield,32.54,32.55 - 32.58,,32.64,24.02 - 34,,25724.0,,,26237.0,196980000.0,,- 4.16%,,,,,,,,2021-02-17
MINC,Newfleet Multi-Sector Income,49.12,49.03 - 49.18,,49.12,42.72 - 52.42,,,,,17518.0,255550000.0,,0.84%,,,,,,,,2021-02-17
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,4.93%,,Equity,,,,,,2021-02-17
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.17 - 49.18,,49.15,38.88 - 49.3,,,,,493.0,27380000.0,,- 0.04%,,Other,,,,,,2021-02-17
DBLV,AdvisorShares Wilshire Buyback,84.41,84.85 - 84.85,,84.73,48.3 - 85,,,,,1506.0,152610000.0,,10.78%,,Equity,,,,,,2021-02-17
HOLD,AdvisorShares Sage Core Reserves,98.83,98.75 - 98.81,,98.81,93.52 - 100.35,,,,,10179.0,86990000.0,,- 1.3%,,,,,,,,2021-02-17
FWDB,Madrona Global Bond,26.1,26.12 - 26.12,,26.14,23.18 - 27.29,,,,,1562.0,19080000.0,,- 3.55%,,,,,,,,2021-02-17
DWMC,AdvisorShares Dorsey Wright Micro-Cap,38.87,37.24 - 38.46,,38.4,13.03 - 39.73,,12097.0,,,2944.0,,,61.55%,,Equity,,,,,,2021-02-17
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 27.02%,,Equity,,,,,,2021-02-17
VEGA,Star Global Buy-Write,36.89,36.81 - 36.81,,36.81,25.27 - 37.99,,,,,971.0,17480000.0,,4.96%,,Other,,,,,,2021-02-17
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-02-17
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-02-17
AFIF,Anfield Universal Fixed Income,9.74,9.71 - 9.71,,9.7,9.11 - 10.77,,,,,83516.0,,,- 0.31%,,,,,,,,2021-02-17
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.16,,,,,299.0,,,- 13.82%,,Equity,,,,,,2021-02-17
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.72,31.64 - 31.72,,31.71,21.32 - 32.48,,,,,2872.0,,,9.88%,,Equity,,,,,,2021-02-17
VMOT,Alpha Architect Value Momentum Trend,29.23,29.4 - 29.4,,29.4,19.7 - 29.4,,,,,8888.0,,,15.79%,,Equity,,,,,,2021-02-17
QMOM,MomentumShares U.S. Quantitative Momentum,65.44,63.17 - 64.12,,64.91,21.5 - 67.8,,34762.0,,,17518.0,,,79.49%,,Equity,,,,,,2021-02-17
IMOM,MomentumShares International Quantitative Momentum,37.58,36.95 - 37.31,,37.31,17.14 - 37.96,,23289.0,,,17616.0,,,34.45%,,Equity,,,,,,2021-02-17
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.91,34.5 - 34.89,,34.89,16.86 - 35.05,,31923.0,,,14722.0,,,28.23%,,Equity,,,,,,2021-02-17
AMLP,ALPS Alerian MLP,28.58,27.9 - 28.71,13%,28.61,3.24 - 39.35,5.32,2412187.0,3590000000.0,14.45%,3441789.0,8039999999.999999,1.95,264.08%,151282420.0,Equity,Alerian MLP,28.53,-0.17%,2.41M,15:59:58,2021-02-17
SDOG,ALPS Sector Dividend Dogs,47.49,47.46 - 47.78,,47.39,26.12 - 47.78,,28585.0,,,52464.0,2063000000.0000002,,2.02%,,Equity,,,,,,2021-02-17
IDOG,ALPS Internatl Sector Dividends Dogs,27.37,27.31 - 27.31,,27.23,16.77 - 27.31,,28749.0,,,22224.0,167900000.0,,2%,,Equity,,,,,,2021-02-17
RIGS,ALPS RiverFront Strategic Income,24.81,24.81 - 24.83,,24.74,18.23 - 24.86,,24947.0,,,36464.0,330550000.0,,0.12%,,,,,,,,2021-02-17
SBIO,ALPS Medical Breakthroughs,59.29,58.35 - 60.06,,59.4,25.1 - 64.04,,42259.0,,,32184.0,100500000.0,,39.96%,,Equity,,,,,,2021-02-17
SGDJ,ALPS Sprott Junior Gold Miners,44.96,43.86 - 44.1,,44.23,16.52 - 52.98,,78158.0,,,39774.0,58690000.0,,42.01%,,Equity,,,,,,2021-02-17
SGDM,ALPS Sprott Gold Miners,28.18,27.36 - 27.53,,28.0,13.79 - 39.41,,147070.0,,,45566.0,224230000.0,,15.74%,,Equity,,,,,,2021-02-17
