Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.49,30.34 - 30.5,,30.5,19.93 - 32.37,1.04,2860.0,,3.43%,11573.0,,,48.15%,,Equity,,,,,,2021-07-02
EEMD,AAM S&P EM Sector High Dividend,23.1,23.2 - 23.23,,23.2,17.17 - 24.04,0.92,1552.0,,3.97%,1957.0,,,27.55%,,Equity,,,,,,2021-07-02
ZIG,The Acquirers Fund,27.1,27.14 - 27.22,,27.16,20.07 - 27.9,0.04,1416.0,,0.17%,4957.0,,,31.93%,,Equity,,,,,,2021-07-02
HDGE,Ranger Equity Bear,22.86,22.84 - 23.08,,22.84,4.28 - 50.53,0.12,19141.0,,0.48%,39473.0,163390000.0,,- 53.16%,,Equity,AdvisorShares Ranger Equity Bear,23.05,+0.83%,19.14K,15:59:59,2021-07-02
DWSH,AdvisorShares Dorsey Wright Short,8.55,8.51 - 8.54,,8.53,8.45 - 20.82,,6353.0,,,25424.0,,,- 56.75%,,Equity,,,,,,2021-07-02
YOLO,AdvisorShares Pure Cannabis,21.24,20.95 - 21.39,,21.39,10.1 - 31.87,0.15,68504.0,,0.59%,193562.0,,,104.43%,,Equity,,,,,,2021-07-02
CWS,AdvisorShares Focused Equity,47.07,46.8 - 47.18,,47.13,35.28 - 49.37,0.12,1608.0,,0.27%,3485.0,,,32.48%,,Equity,,,,,,2021-07-02
AADR,WCM/BNY Mellon Focused Growth ADR,66.48,66.14 - 66.14,,66.48,52.85 - 67.93,0.07,,,0.11%,4016.0,23330000.0,,23.9%,,Equity,,,,,,2021-07-02
HYLD,Peritus High Yield,32.47,32.47 - 32.58,,32.47,28.72 - 32.8,2.3,15054.0,,7.07%,20753.0,196980000.0,,12%,,,High Yield,32.52,+0.17%,15.05K,15:59:59,2021-07-02
MINC,Newfleet Multi-Sector Income,48.86,48.83 - 48.85,,48.84,48.11 - 52.42,0.9,3570.0,,1.85%,14957.0,255550000.0,,1.45%,,,AdvisorShares Newfleet Multi-Sector Income,48.85,-0.03%,3.57K,15:59:59,2021-07-02
ACT,AdvisorShares Vice ETF,35.96,35.35 - 36.5,,36.5,22.79 - 36.86,0.37,267.0,,1.02%,2142.0,,,57.79%,,Equity,,,,,,2021-07-02
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.94,48.96 - 48.99,,48.99,46.63 - 49.3,1.56,1002.0,,3.18%,2855.0,27380000.0,,5.11%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.96,+0.05%,1.00K,15:59:59,2021-07-02
DBLV,AdvisorShares Wilshire Buyback,95.84,96.22 - 96.22,,96.22,65.24 - 98.21,1.02,34.0,,1.11%,957.0,152610000.0,,45.32%,,Equity,AdvisorShares Wilshire Buyback,96.22,+0.40%,0.03K,15:59:59,2021-07-02
HOLD,AdvisorShares Sage Core Reserves,98.68,98.68 - 98.68,,98.68,98.46 - 99.08,0.84,2.0,,0.85%,1080.0,86990000.0,,0.21%,,,,,,,,2021-07-02
FWDB,Madrona Global Bond,25.94,25.94 - 25.99,,25.98,25.45 - 26.45,0.49,,,1.89%,847.0,19080000.0,,1.49%,,,AdvisorShares FolioBeyond Smart Core Bond,25.94,0.00%,0,15:59:59,2021-07-02
DWMC,AdvisorShares Dorsey Wright Micro-Cap,37.89,37.5 - 37.9,,37.9,20.55 - 41.61,,1050.0,,,2267.0,,,80.39%,,Equity,,,,,,2021-07-02
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-07-02
