Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,31.72,31.52 - 31.85,,31.55,19.93 - 32.37,1.02,17246.0,,3.47%,10795.0,,,39.06%,,Equity,,,,,,2021-06-08
EEMD,AAM S&P EM Sector High Dividend,23.98,23.8 - 23.87,,23.8,17.17 - 24.04,0.89,1148.0,,3.87%,1872.0,,,29.69%,,Equity,,,,,,2021-06-08
ZIG,The Acquirers Fund,27.07,26.8 - 26.98,,26.83,20.07 - 27.9,0.04,2653.0,,0.17%,6061.0,,,16.28%,,Equity,,,,,,2021-06-08
HDGE,Ranger Equity Bear,23.79,23.11 - 23.7,,23.7,2.58 - 26.49,0.12,73141.0,,0.48%,48351.0,163390000.0,,431.03%,,Equity,AdvisorShares Ranger Equity Bear,23.17,-2.59%,73.14K,15:59:59,2021-06-08
DWSH,AdvisorShares Dorsey Wright Short,8.68,8.59 - 8.66,,8.66,8.59 - 20.82,,4283.0,,,26107.0,,,- 49.24%,,Equity,,,,,,2021-06-08
YOLO,AdvisorShares Pure Cannabis,21.56,21.25 - 21.85,,21.83,10.08 - 31.87,0.15,121239.0,,0.59%,260961.0,,,92.5%,,Equity,,,,,,2021-06-08
CWS,AdvisorShares Focused Equity,46.01,45.88 - 46.58,,46.43,33.93 - 49.37,0.12,2956.0,,0.27%,3595.0,,,23.95%,,Equity,,,,,,2021-06-08
AADR,WCM/BNY Mellon Focused Growth ADR,67.79,67.43 - 67.93,,67.43,48.44 - 67.93,0.07,,,0.11%,4057.0,23330000.0,,34.92%,,Equity,,,,,,2021-06-08
HYLD,Peritus High Yield,32.49,32.42 - 32.55,,32.55,28.13 - 32.64,2.53,11431.0,,7.79%,23335.0,196980000.0,,15.58%,,,High Yield,32.49,-0.00%,11.43K,15:59:59,2021-06-08
MINC,Newfleet Multi-Sector Income,48.92,48.8 - 49.02,,49.01,47.73 - 52.42,1.16,2659.0,,2.37%,15001.0,255550000.0,,2.45%,,,AdvisorShares Newfleet Multi-Sector Income,48.91,-0.02%,2.66K,15:59:59,2021-06-08
ACT,AdvisorShares Vice ETF,36.04,36.54 - 36.86,,36.54,21.98 - 36.86,,932.0,,,2178.0,,,50.86%,,Equity,,,,,,2021-06-08
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.96,48.99 - 49.01,,49.0,46.4 - 49.3,1.62,1942.0,,3.31%,2887.0,27380000.0,,3.47%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.99,+0.05%,1.94K,15:59:59,2021-06-08
DBLV,AdvisorShares Wilshire Buyback,97.42,96.79 - 97.6,,97.11,64.53 - 98.21,1.02,2707.0,,1.11%,789.0,152610000.0,,37.52%,,Equity,AdvisorShares Wilshire Buyback,97.46,+0.04%,2.71K,15:59:59,2021-06-08
HOLD,AdvisorShares Sage Core Reserves,98.73,98.74 - 98.74,,98.74,98.08 - 99.08,1.36,6.0,,1.37%,581.0,86990000.0,,0.31%,,,,,,,,2021-06-08
FWDB,Madrona Global Bond,25.99,26 - 26,,26.0,25.42 - 26.45,0.51,2.0,,1.96%,970.0,19080000.0,,1.17%,,,AdvisorShares FolioBeyond Smart Core Bond,26.0,+0.04%,0.00K,15:59:59,2021-06-08
DWMC,AdvisorShares Dorsey Wright Micro-Cap,38.06,37.91 - 38.25,,37.97,19.57 - 41.61,,815.0,,,3744.0,,,82.49%,,Equity,,,,,,2021-06-08
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-06-08
VEGA,Star Global Buy-Write,39.49,39.33 - 39.67,,39.36,30.55 - 39.67,0.1,1809.0,,0.27%,5337.0,17480000.0,,20.95%,,Other,AdvisorShares STAR Global Buy-Write,39.67,+0.45%,1.81K,15:59:59,2021-06-08
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-06-08
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-06-08
AFIF,Anfield Universal Fixed Income,9.73,9.74 - 9.77,,9.76,9.51 - 10.77,0.31,100433.0,,3.18%,43517.0,,,- 0.71%,,,,,,,,2021-06-08
GLIF,AGFiQ Global Infrastructure,27.53,27.45 - 27.45,,27.45,22.19 - 27.53,1.17,209.0,,4.75%,1328.0,,,11.05%,,Equity,,,,,,2021-06-08
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,26.81 - 32.48,0.36,,,1.14%,575.0,,,11.62%,,Equity,,,,,,2021-06-08
VMOT,Alpha Architect Value Momentum Trend,27.87,27.8 - 27.88,,27.81,21.78 - 29.4,26.05,12341.0,,95.88%,3226.0,,,24.31%,,Equity,,,,,,2021-06-08
QMOM,MomentumShares U.S. Quantitative Momentum,49.73,49.72 - 50.39,,50.31,32.7 - 68.19,0.04,33357.0,,0.08%,15998.0,,,45.41%,,Equity,,,,,,2021-06-08
IMOM,MomentumShares International Quantitative Momentum,35.55,35.42 - 35.6,,35.55,25.16 - 37.96,0.2,54033.0,,0.61%,19361.0,,,36.15%,,Equity,,,,,,2021-06-08
