Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.43,29.62 - 29.94,,29.9,17.88 - 30,1.02,7465.0,,3.47%,9087.0,,,53.82%,,Equity,,,,,,2021-04-21
EEMD,AAM S&P EM Sector High Dividend,23.09,23.08 - 23.2,,23.09,16.2 - 23.37,0.89,2819.0,,3.87%,2492.0,,,41.44%,,Equity,,,,,,2021-04-21
ZIG,The Acquirers Fund,26.22,26.17 - 26.22,,26.18,19 - 26.55,0.04,1087.0,,0.17%,7426.0,,,28.53%,,Equity,,,,,,2021-04-21
HDGE,Ranger Equity Bear,24.85,24.5 - 24.92,,24.92,2.58 - 26.49,0.12,55341.0,,0.47%,185567.0,163390000.0,,285.87%,,Equity,AdvisorShares Ranger Equity Bear,24.5,-1.41%,55.34K,15:59:59,2021-04-21
DWSH,AdvisorShares Dorsey Wright Short,8.95,8.88 - 8.98,,8.91,8.88 - 30.7,,24767.0,,,57193.0,,,- 70.54%,,Equity,,,,,,2021-04-21
YOLO,AdvisorShares Pure Cannabis,20.21,19.81 - 21.17,,20.16,7.96 - 31.87,0.15,209481.0,,0.59%,612535.0,,,152.15%,,Equity,,,,,,2021-04-21
CWS,AdvisorShares Focused Equity,46.44,46.56 - 46.96,,46.56,32.35 - 46.96,0.12,1733.0,,0.27%,3563.0,,,40.71%,,Equity,,,,,,2021-04-21
AADR,WCM/BNY Mellon Focused Growth ADR,62.83,64 - 64.53,,64.02,44.41 - 67.24,0.07,2381.0,,0.11%,5180.0,23330000.0,,40.8%,,Equity,AdvisorShares Dorsey Wright ADR,64.53,+2.71%,2.38K,15:59:59,2021-04-21
HYLD,Peritus High Yield,32.5,32.53 - 32.58,,32.57,25.75 - 32.64,2.38,10045.0,,7.31%,27043.0,196980000.0,,17.93%,,,High Yield,32.56,+0.19%,10.05K,15:59:59,2021-04-21
MINC,Newfleet Multi-Sector Income,48.82,48.62 - 48.88,,48.86,46.79 - 52.42,1.16,8354.0,,2.37%,6194.0,255550000.0,,4.92%,,,AdvisorShares Newfleet Multi-Sector Income,48.68,-0.29%,8.35K,15:59:59,2021-04-21
ACT,AdvisorShares Vice ETF,34.66,34.36 - 35.31,,34.36,20.7 - 35.31,,1626.0,,,572.0,,,29.07%,,Equity,,,,,,2021-04-21
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.07,49.06 - 49.09,,49.09,44.75 - 49.3,1.62,714.0,,3.31%,2723.0,27380000.0,,7.69%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,0.00%,0.71K,15:59:59,2021-04-21
DBLV,AdvisorShares Wilshire Buyback,91.13,91.7 - 92.36,,91.7,59.89 - 92.69,1.02,1459.0,,1.11%,1062.0,152610000.0,,48.3%,,Equity,AdvisorShares Wilshire Buyback,92.36,+1.35%,1.46K,15:59:59,2021-04-21
HOLD,AdvisorShares Sage Core Reserves,98.76,98.78 - 98.78,,98.78,97.38 - 99.08,1.36,2.0,,1.37%,637.0,86990000.0,,1.18%,,,,,,,,2021-04-21
FWDB,Madrona Global Bond,25.92,25.84 - 25.9,,25.86,25.18 - 26.45,0.46,6345.0,,1.79%,739.0,19080000.0,,2.75%,,,AdvisorShares FolioBeyond Smart Core Bond,25.87,-0.21%,6.35K,15:59:59,2021-04-21
DWMC,AdvisorShares Dorsey Wright Micro-Cap,32.96,33.92 - 33.94,,33.94,17.02 - 41.61,,2093.0,,,6523.0,,,92.35%,,Equity,,,,,,2021-04-21
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,0.02%,,Equity,,,,,,2021-04-21
