Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SLV,iShares Silver,25.88,24.7 - 26.05,- 15.56%,25.94,10.86 - 27.38,,71808129.0,16149999999.999998,,48539671.0,4670000000.0,0.63,63.9%,623900000.0,Commodity,iShares Silver,24.88,-3.86%,71.94M,15:59:59,2020-08-19
SPY,SPDR S&P 500,338.64,336.62 - 339.61,- 0.46%,339.05,218.26 - 339.61,4.03,67607644.0,299590000000.0,1.69%,80088331.0,167650000000.0,1.01,15.84%,888782116.0,Equity,SPDR S&P 500,337.23,-0.42%,67.61M,15:59:59,2020-08-19
XLF,Financial Select Sector SPDR,24.6,24.52 - 24.94,- 7.17%,24.69,17.49 - 31.38,0.49,54745741.0,18080000000.0,2.49%,69649481.0,16160000000.0,1.17,- 8.35%,734845427.0,Equity,Financial Select Sector SPDR,24.59,-0.04%,54.75M,15:59:59,2020-08-19
IAU,iShares Gold,19.12,18.46 - 19.05,- 9.65%,19.03,13.8 - 19.75,,41137028.0,32240000000.000004,,26549002.0,5750000000.0,0.08,33.52%,1686150000.0,Commodity,iShares Gold,18.53,-3.09%,41.14M,15:59:59,2020-08-19
GDX,VanEck Vectors Gold Miners,42.66,40.77 - 42.61,- 15.01%,42.26,16.18 - 45.78,0.12,36722078.0,18250000000.0,0.45%,33318383.0,5620000000.0,0.75,52.74%,427702500.0,Equity,VanEck Vectors Gold Miners,41.01,-3.87%,36.73M,15:59:59,2020-08-19
UVXY,ProShares Ultra VIX Short-Term Futures,19.58,19.15 - 20.32,,19.34,10.4 - 135,,34666136.0,,,26070055.0,331930000.0,,- 35.55%,,Other,ProShares Ultra VIX Short-Term Futures,20.14,+2.86%,34.67M,15:59:59,2020-08-19
SPXS,Direxion Daily S&P 500 Bear 3X Shares,5.83,5.78 - 5.94,,5.8,5.78 - 28.85,,31945014.0,,,39746428.0,436140000.0,,- 68.25%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,5.92,+1.54%,31.95M,15:59:59,2020-08-19
EEM,iShares MSCI Emerging Markets,44.75,44.19 - 44.62,- 26.56%,44.61,30.09 - 46.32,0.84,28386843.0,24120000000.0,2%,46723832.0,22120000000.0,0.93,13.4%,539100000.0,Equity,iShares MSCI Emerging Markets,44.2,-1.23%,28.39M,15:59:59,2020-08-19
EWZ,iShares MSCI Brazil Capped,30.7,29.82 - 30.73,- 18.37%,30.66,20.14 - 48.48,1.38,27573392.0,5510000000.0,3.36%,29250766.0,3580000000.0,1.11,- 24.66%,179350000.0,Equity,iShares MSCI Brazil Capped,29.85,-2.77%,27.57M,15:59:59,2020-08-19
GLD,SPDR Gold Shares,188.18,181.71 - 187.46,20.46%,187.21,136.12 - 194.44,,24362899.0,80390000000.0,,13936068.0,67019999999.99999,0.09,33.36%,427200000.0,Commodity,SPDR Gold Shares,182.24,-3.16%,24.36M,15:59:59,2020-08-19
FXI,iShares China Large-Cap,44.01,43.51 - 43.87,- 3.92%,43.87,33.1 - 45.9,0.75,23970582.0,3560000000.0,2.55%,22521438.0,6790000000.0,0.85,12.41%,81000000.0,Equity,iShares China Large-Cap,43.55,-1.05%,23.97M,15:59:59,2020-08-19
SPXU,ProShares UltraPro Short S&P500,8.82,8.73 - 8.96,,8.78,8.73 - 43.68,,19132033.0,,,33535774.0,717210000.0,,- 68.22%,,Equity,ProShares UltraPro Short S&P500,8.92,+1.13%,19.13M,15:59:59,2020-08-19
HYG,iShares iBoxx $ High Yield Corporate Bond,84.71,84.37 - 84.79,5.21%,84.67,67.52 - 88.53,5.0,18707709.0,31070000000.0,5.01%,26400271.0,20510000000.0,0.42,- 1.9%,366800000.0,,iShares iBoxx $ High Yield Corporate Bond,84.47,-0.28%,18.71M,15:59:59,2020-08-19
EFA,iShares MSCI EAFE,65.25,64.92 - 65.62,- 0.32%,65.54,45.73 - 70.42,1.7,15584100.0,48700000000.0,2.5%,26039840.0,61770000000.0,0.83,4.18%,746400000.0,Equity,iShares MSCI EAFE,64.96,-0.44%,15.58M,15:59:59,2020-08-19
XLE,Energy Select Sector SPDR,37.49,36.94 - 37.63,- 10.6%,37.46,22.88 - 61.8,1.86,14715003.0,10900000000.0,5.92%,26175228.0,13090000000.0,1.69,- 33.75%,290874200.0,Equity,Energy Select Sector SPDR,37.06,-1.15%,14.72M,15:59:59,2020-08-19
DUST,Direxion Daily Gold Miners Bear 3X Shares,16.84,16.85 - 18.3,,17.15,2.74 - 445,,14554221.0,,,6505831.0,248970000.0,,- 91.49%,,Equity,Direxion Daily Gold Miners Bear 3X Shares,18.1,+7.48%,14.55M,15:59:59,2020-08-19
IWM,iShares Russell 2000,156.39,156.19 - 158.04,6.42%,156.93,95.69 - 170.56,1.59,14263629.0,41080000000.0,1.3%,30107075.0,35680000000.0,1.26,4.17%,262700000.0,Equity,iShares Russell 2000,156.4,+0.01%,14.27M,15:59:59,2020-08-19
JDST,Direxion Daily Junior Gold Miners Bear 3X Shares,10.08,10.22 - 11.17,,10.28,"2.37 - 1,062.5",,12805354.0,,,5589578.0,104990000.0,,- 97.6%,,Equity,Direxion Daily Junior Gold Miners Bear 3X Shares,11.02,+9.33%,12.81M,15:59:59,2020-08-19
LQD,iShares iBoxx $ Investment Grade Corporate Bond,136.08,135.6 - 136.35,6.6%,136.28,104.95 - 139.38,4.04,12168574.0,56910000000.0,2.91%,12257504.0,23700000000.0,0.2,6.79%,418200000.0,,iShares iBoxx $ Investment Grade Corporate Bond,135.72,-0.26%,12.17M,15:59:59,2020-08-19
TZA,Direxion Daily Small Cap Bear 3X Shares,15.67,15.19 - 15.75,- 138.08%,15.53,14.7 - 118.69,,11469187.0,607080000.0,3.18%,25961653.0,623380000.0,- 3.27,- 68.48%,38891573.0,Equity,Direxion Daily Small Cap Bear 3X Shares,15.68,+0.06%,11.47M,15:59:59,2020-08-19
IEMG,iShares Core MSCI Emerging Markets,53.51,52.83 - 53.36,,53.35,35.65 - 55.45,,10950213.0,,,13240967.0,21297000000.0,,12.75%,,Equity,iShares Core MSCI Emerging Markets,52.87,-1.20%,10.95M,15:59:59,2020-08-19
GDXJ,VanEck Vectors Junior Gold Miners,60.71,57.47 - 60.3,,60.14,19.52 - 65.94,,10813268.0,,,9801095.0,5055000000.0,,57.32%,,Equity,VanEck Vectors Junior Gold Miners,57.88,-4.66%,10.81M,15:59:59,2020-08-19
TNA,Direxion Daily Small Cap Bull 3X Shares,35.08,34.97 - 36.2,,35.51,10.09 - 77.89,,10035338.0,,,23846831.0,736440000.0,,- 35.93%,,Equity,Direxion Daily Small Cap Bull 3X Shares,35.11,+0.09%,10.04M,15:59:59,2020-08-19
XLU,Utilities Select Sector SPDR,60.03,59.73 - 60.21,7.68%,60.18,43.44 - 71.1,1.51,9021333.0,11670000000.0,3.24%,16257400.0,6620000000.0,0.39,- 2.82%,197824160.0,Equity,Utilities Select Sector SPDR,59.85,-0.30%,9.02M,15:59:59,2020-08-19
