Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPY,SPDR S&P 500,357.7,342.59 - 356.38,- 0.46%,355.87,218.26 - 358.75,4.03,145292706.0,301960000000.0,1.66%,76062145.0,167650000000.0,1.01,23.03%,885482116.0,Equity,SPDR S&P 500,345.39,-3.44%,145.38M,15:59:59,2020-09-03
UVXY,ProShares Ultra VIX Short-Term Futures,24.08,23.23 - 30.28,,24.51,10.4 - 135,,134385136.0,,,31659988.0,331930000.0,,- 29.28%,,Other,ProShares Ultra VIX Short-Term Futures,28.9,+20.02%,134.39M,15:59:59,2020-09-03
XLF,Financial Select Sector SPDR,25.49,24.94 - 26.01,- 7.17%,25.64,17.49 - 31.38,0.49,97839974.0,17710000000.0,2.45%,66196584.0,16160000000.0,1.17,- 4.32%,715745427.0,Equity,Financial Select Sector SPDR,25.1,-1.53%,97.84M,15:59:59,2020-09-03
SPXS,Direxion Daily S&P 500 Bear 3X Shares,4.93,4.98 - 5.55,,5.01,4.88 - 28.85,,87562831.0,,,38108207.0,436140000.0,,- 73.39%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,5.42,+9.94%,87.56M,15:59:59,2020-09-03
EEM,iShares MSCI Emerging Markets,45.18,44.04 - 44.95,- 26.56%,44.94,30.09 - 46.32,0.84,82411314.0,23870000000.0,2.02%,44600542.0,22120000000.0,0.93,13.8%,539100000.0,Equity,iShares MSCI Emerging Markets,44.32,-1.90%,82.41M,15:59:59,2020-09-03
SPXU,ProShares UltraPro Short S&P500,7.44,7.52 - 8.38,,7.55,7.37 - 43.68,,77166996.0,,,32071436.0,717210000.0,,- 73.49%,,Equity,ProShares UltraPro Short S&P500,8.21,+10.35%,77.17M,15:59:59,2020-09-03
SLV,iShares Silver,25.55,24.64 - 25.51,- 15.56%,25.39,10.86 - 27.38,,63010174.0,15310000000.0,,50535408.0,4670000000.0,0.62,42.82%,618200000.0,Commodity,iShares Silver,24.74,-3.17%,63.01M,15:59:59,2020-09-03
QID,ProShares UltraShort QQQ,8.25,8.48 - 9.25,- 43.01%,8.49,8.22 - 32.35,,50806820.0,282830000.0,3.61%,12001122.0,823450000.0,- 1.73,- 73.68%,30444232.0,Equity,ProShares UltraShort QQQ,9.09,+10.18%,50.81M,15:59:59,2020-09-03
EFA,iShares MSCI EAFE,65.92,64.16 - 65.77,- 0.32%,65.71,45.73 - 70.42,1.7,43834197.0,48080000000.0,2.54%,23988392.0,61770000000.0,0.83,4.49%,746400000.0,Equity,iShares MSCI EAFE,64.43,-2.26%,43.83M,15:59:59,2020-09-03
XLE,Energy Select Sector SPDR,35.24,34.77 - 35.9,- 10.6%,35.17,22.88 - 61.8,1.86,39430114.0,10180000000.0,6.08%,24997898.0,13090000000.0,1.67,- 36.55%,279574200.0,Equity,Energy Select Sector SPDR,34.98,-0.74%,39.43M,15:59:59,2020-09-03
SH,ProShares Short S&P500,19.21,19.28 - 20.03,,19.29,19.16 - 33.19,,38294851.0,,,12879241.0,1741000000.0,,- 28.48%,,Equity,ProShares Short S&P500,19.87,+3.44%,38.29M,15:59:59,2020-09-03
EWZ,iShares MSCI Brazil Capped,31.11,30.72 - 31.91,- 18.37%,31.39,20.14 - 48.48,1.38,35599203.0,5320000000.0,3.48%,27666270.0,3580000000.0,1.11,- 22.09%,179350000.0,Equity,iShares MSCI Brazil Capped,31.1,-0.03%,35.60M,15:59:59,2020-09-03
FXI,iShares China Large-Cap,44.35,43.1 - 43.84,- 3.92%,43.8,33.1 - 45.9,0.75,35346040.0,3560000000.0,2.5%,20458322.0,6790000000.0,0.85,13.34%,80550000.0,Equity,iShares China Large-Cap,43.44,-2.05%,35.35M,15:59:59,2020-09-03
