Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.33,29.28 - 29.43,,29.41,17.88 - 30,1.02,21579.0,,3.47%,8101.0,,,71.49%,,Equity,,,,,,2021-04-06
EEMD,AAM S&P EM Sector High Dividend,22.71,22.71 - 22.76,,22.71,15.77 - 23.11,0.89,933.0,,3.87%,2800.0,,,47.26%,,Equity,,,,,,2021-04-06
ZIG,The Acquirers Fund,25.83,25.75 - 25.75,,25.85,19 - 25.84,0.04,19297.0,,0.17%,7755.0,,,36.02%,,Equity,,,,,,2021-04-06
HDGE,Ranger Equity Bear,24.85,24.79 - 24.98,,24.85,2.58 - 26.49,0.12,12246.0,,0.46%,250089.0,163390000.0,,237.64%,,Equity,AdvisorShares Ranger Equity Bear,24.83,-0.08%,12.25K,15:59:59,2021-04-06
DWSH,AdvisorShares Dorsey Wright Short,9.11,9.09 - 9.17,,9.12,9.08 - 32.46,,12969.0,,,62017.0,,,- 75.35%,,Equity,,,,,,2021-04-06
YOLO,AdvisorShares Pure Cannabis,23.98,23.38 - 23.93,,23.89,7.44 - 31.87,0.15,192934.0,,0.59%,711797.0,,,234.45%,,Equity,,,,,,2021-04-06
CWS,AdvisorShares Focused Equity,45.51,45.46 - 45.69,,45.56,31.25 - 46,0.12,1244.0,,0.27%,2610.0,,,56.37%,,Equity,,,,,,2021-04-06
AADR,WCM/BNY Mellon Focused Growth ADR,64.1,63.94 - 64.43,,64.35,41.45 - 67.24,0.07,5248.0,,0.11%,4840.0,23330000.0,,64.24%,,Equity,AdvisorShares Dorsey Wright ADR,64.03,-0.10%,5.25K,15:59:59,2021-04-06
HYLD,Peritus High Yield,32.36,32.36 - 32.39,,32.35,24.65 - 32.64,2.38,65098.0,,7.35%,27125.0,196980000.0,,34.72%,,,High Yield,32.39,+0.09%,65.10K,15:59:59,2021-04-06
MINC,Newfleet Multi-Sector Income,48.82,48.7 - 48.76,,48.72,45.38 - 52.42,1.16,7215.0,,2.37%,14956.0,255550000.0,,7.5%,,,AdvisorShares Newfleet Multi-Sector Income,48.73,-0.19%,7.22K,15:59:59,2021-04-06
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,19.39 - 28.16,,,,,572.0,,,46.37%,,Equity,,,,,,2021-04-06
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.9,48.9 - 49.12,,48.9,43.79 - 49.3,1.62,50486.0,,3.31%,635.0,27380000.0,,12.45%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,48.99,+0.19%,50.49K,15:59:59,2021-04-06
DBLV,AdvisorShares Wilshire Buyback,91.43,91 - 91.5,,91.0,58.09 - 91.54,1.02,620.0,,1.13%,1367.0,152610000.0,,66.63%,,Equity,AdvisorShares Wilshire Buyback,91.27,-0.18%,0.62K,15:59:59,2021-04-06
HOLD,AdvisorShares Sage Core Reserves,98.7,98.72 - 98.72,,98.72,95.86 - 99.75,1.36,63.0,,1.37%,504.0,86990000.0,,2.56%,,,,,,,,2021-04-06
FWDB,Madrona Global Bond,25.83,25.89 - 25.89,,25.89,25.12 - 26.45,0.46,4.0,,1.80%,1653.0,19080000.0,,2.77%,,,AdvisorShares FolioBeyond Smart Core Bond,25.89,+0.23%,0.00K,15:59:59,2021-04-06
DWMC,AdvisorShares Dorsey Wright Micro-Cap,35.79,35.53 - 35.68,,35.66,15.68 - 41.61,,1546.0,,,6515.0,,,142.73%,,Equity,,,,,,2021-04-06
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,14.08%,,Equity,,,,,,2021-04-06
VEGA,Star Global Buy-Write,38.55,38.47 - 38.63,,38.61,29.21 - 38.63,0.1,1309.0,,0.27%,907.0,17480000.0,,37.02%,,Other,AdvisorShares STAR Global Buy-Write,38.47,-0.19%,1.31K,15:59:59,2021-04-06
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-04-06
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-04-06
AFIF,Anfield Universal Fixed Income,9.74,9.73 - 9.81,,9.81,9.29 - 10.77,0.31,107251.0,,3.18%,100362.0,,,0.21%,,,,,,,,2021-04-06
GLIF,AGFiQ Global Infrastructure,25.61,25.52 - 25.56,,25.52,21.5 - 25.61,1.17,41250.0,,4.75%,283.0,,,25.04%,,Equity,,,,,,2021-04-06
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.4,31.34 - 31.51,,31.34,24.57 - 32.48,0.36,,,1.14%,4023.0,,,35.68%,,Equity,,,,,,2021-04-06
VMOT,Alpha Architect Value Momentum Trend,27.65,27.55 - 27.69,,27.55,20.47 - 29.4,26.05,11679.0,,95.88%,5384.0,,,36.75%,,Equity,,,,,,2021-04-06
QMOM,MomentumShares U.S. Quantitative Momentum,52.87,53 - 54.45,,53.0,26.02 - 68.19,0.04,17102.0,,0.08%,26723.0,,,118.71%,,Equity,,,,,,2021-04-06
IMOM,MomentumShares International Quantitative Momentum,34.84,34.44 - 34.62,,34.51,20.87 - 37.96,0.2,18540.0,,0.61%,15163.0,,,76.14%,,Equity,,,,,,2021-04-06
