Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,23.67,23.52 - 23.52,,23.87,15.21 - 27.71,,4931.0,,,4922.0,,,- 13.41%,,Equity,,,,,,2020-11-11
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3186.0,,,- 12.04%,,Equity,,,,,,2020-11-11
ZIG,The Acquirers Fund,21.67,21.93 - 21.93,,21.88,17.19 - 27.79,,,,,7862.0,,,- 16.96%,,Equity,,,,,,2020-11-11
HDGE,Ranger Equity Bear,3.63,3.63 - 3.67,,3.62,3.62 - 7.95,,680038.0,,,893238.0,163390000.0,,- 39.06%,,Equity,,,,,,2020-11-11
DWSH,AdvisorShares Dorsey Wright Short,14.23,14.21 - 14.66,,14.13,14.12 - 45.92,,276307.0,,,166069.0,,,- 41.54%,,Equity,,,,,,2020-11-11
YOLO,AdvisorShares Pure Cannabis,13.66,13.41 - 13.82,,13.77,5.65 - 15.16,,277332.0,,,110982.0,,,2.46%,,Equity,,,,,,2020-11-11
CWS,AdvisorShares Focused Equity,40.7,41.16 - 41.47,,41.41,25.72 - 41.47,,7919.0,,,1704.0,,,13.45%,,Equity,,,,,,2020-11-11
AADR,WCM/BNY Mellon Focused Growth ADR,59.6,57.49 - 57.49,,60.4,33.75 - 60.4,,,,,7040.0,23330000.0,,15.44%,,Equity,,,,,,2020-11-11
HYLD,Peritus High Yield,30.94,31.2 - 31.2,,30.99,24.02 - 34.26,,,,,15889.0,196980000.0,,- 6.42%,,,,,,,,2020-11-11
MINC,Newfleet Multi-Sector Income,48.72,48.71 - 48.72,,48.71,42.72 - 49.12,,,,,2334.0,255550000.0,,0.41%,,,,,,,,2020-11-11
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2272.0,,,12.67%,,Equity,,,,,,2020-11-11
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,249.0,27380000.0,,- 1.74%,,Other,,,,,,2020-11-11
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,1009.0,152610000.0,,0.57%,,Equity,,,,,,2020-11-11
HOLD,AdvisorShares Sage Core Reserves,98.74,98.78 - 98.78,,98.78,93.52 - 100.35,,,,,4851.0,86990000.0,,- 1.07%,,,,,,,,2020-11-11
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2121.0,19080000.0,,- 0.27%,,,,,,,,2020-11-11
DWMC,AdvisorShares Dorsey Wright Micro-Cap,24.0,23.85 - 23.98,,23.85,13.03 - 25.42,,470.0,,,423.0,,,8.74%,,Equity,,,,,,2020-11-11
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.44%,,Equity,,,,,,2020-11-11
VEGA,Star Global Buy-Write,35.37,35.51 - 35.51,,34.86,25.27 - 36.15,,608.0,,,858.0,17480000.0,,4.75%,,Other,,,,,,2020-11-11
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-11
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-11
AFIF,Anfield Universal Fixed Income,9.8,9.74 - 9.8,,9.83,9.11 - 10.77,,,,,83232.0,,,- 0.51%,,,,,,,,2020-11-11
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,326.0,,,- 7.82%,,Equity,,,,,,2020-11-11
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,8.0,,,11.83%,,Equity,,,,,,2020-11-11
