Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,23.46,22.84 - 22.84,,23.35,15.21 - 27.71,,,,,4884.0,,,- 16.13%,,Equity,,,,,,2020-11-13
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3200.0,,,- 11.22%,,Equity,,,,,,2020-11-13
ZIG,The Acquirers Fund,21.67,21.93 - 21.93,,21.88,17.19 - 27.79,,,,,7677.0,,,- 16.23%,,Equity,,,,,,2020-11-13
HDGE,Ranger Equity Bear,3.73,3.59 - 3.66,,3.71,3.59 - 7.95,,333260.0,,,888725.0,163390000.0,,- 37.31%,,Equity,,,,,,2020-11-13
DWSH,AdvisorShares Dorsey Wright Short,15.06,14.3 - 14.94,,14.94,14.11 - 45.92,,101486.0,,,163776.0,,,- 39.13%,,Equity,,,,,,2020-11-13
YOLO,AdvisorShares Pure Cannabis,13.67,13.72 - 13.9,,13.83,5.65 - 15.16,,107194.0,,,113437.0,,,10.3%,,Equity,,,,,,2020-11-13
CWS,AdvisorShares Focused Equity,40.7,41.16 - 41.47,,41.41,25.72 - 43.06,,,,,1710.0,,,15.11%,,Equity,,,,,,2020-11-13
AADR,WCM/BNY Mellon Focused Growth ADR,59.6,57.49 - 57.49,,60.4,33.75 - 60.4,,,,,6999.0,23330000.0,,15.1%,,Equity,,,,,,2020-11-13
HYLD,Peritus High Yield,31.26,31.22 - 31.28,,31.31,24.02 - 34.26,,8745.0,,,15691.0,196980000.0,,- 6.44%,,,,,,,,2020-11-13
MINC,Newfleet Multi-Sector Income,48.8,48.89 - 48.89,,48.71,42.72 - 49.12,,,,,2358.0,255550000.0,,0.82%,,,,,,,,2020-11-13
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2252.0,,,10.32%,,Equity,,,,,,2020-11-13
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,259.0,27380000.0,,- 1.78%,,Other,,,,,,2020-11-13
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,1009.0,152610000.0,,0.42%,,Equity,,,,,,2020-11-13
HOLD,AdvisorShares Sage Core Reserves,98.74,98.78 - 98.78,,98.78,93.52 - 100.35,,,,,5887.0,86990000.0,,- 1.08%,,,,,,,,2020-11-13
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2121.0,19080000.0,,- 0.15%,,,,,,,,2020-11-13
DWMC,AdvisorShares Dorsey Wright Micro-Cap,23.98,23.81 - 24.23,,23.91,13.03 - 25.42,,1671.0,,,390.0,,,7.63%,,Equity,,,,,,2020-11-13
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.44%,,Equity,,,,,,2020-11-13
VEGA,Star Global Buy-Write,35.37,35.51 - 35.51,,34.86,25.27 - 36.15,,,,,786.0,17480000.0,,6.83%,,Other,,,,,,2020-11-13
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-13
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-13
AFIF,Anfield Universal Fixed Income,9.78,9.79 - 9.79,,9.78,9.11 - 10.77,,,,,84004.0,,,- 0.1%,,,,,,,,2020-11-13
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,336.0,,,- 7.82%,,Equity,,,,,,2020-11-13
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,8.0,,,11.58%,,Equity,,,,,,2020-11-13
VMOT,Alpha Architect Value Momentum Trend,23.47,23.47 - 23.51,,23.47,19.7 - 25.75,,,,,7167.0,,,- 4.16%,,Equity,,,,,,2020-11-13
QMOM,MomentumShares U.S. Quantitative Momentum,43.53,43.83 - 43.98,,43.53,21.5 - 45.96,,8365.0,,,11483.0,,,39.76%,,Equity,,,,,,2020-11-13
IMOM,MomentumShares International Quantitative Momentum,29.46,29.42 - 29.54,,29.46,17.14 - 31.05,,,,,13751.0,,,13.74%,,Equity,,,,,,2020-11-13
FRDM,Alpha Architect Freedom 100 Emerging Markets,27.83,28.27 - 28.3,,28.18,16.86 - 28.46,,6722.0,,,3181.0,,,7.86%,,Equity,,,,,,2020-11-13
AMLP,ALPS Alerian MLP,22.45,22.62 - 23.22,13%,22.7,3.24 - 44.65,5.32,3286724.0,3590000000.0,14.45%,2766002.0,8039999999.999999,1.95,- 42.71%,151282420.0,Equity,ALPS Alerian MLP,23.01,+2.49%,3.29M,15:59:58,2020-11-13
SDOG,ALPS Sector Dividend Dogs,41.03,41.25 - 42.16,,41.13,26.12 - 47.63,,68304.0,,,91303.0,2063000000.0000002,,- 8.78%,,Equity,,,,,,2020-11-13
IDOG,ALPS Internatl Sector Dividends Dogs,23.55,23.89 - 24.06,,23.84,16.77 - 28.02,,30174.0,,,41250.0,167900000.0,,- 12.81%,,Equity,,,,,,2020-11-13
RIGS,ALPS RiverFront Strategic Income,24.69,24.64 - 24.69,,24.6,18.23 - 25.08,,30425.0,,,17148.0,330550000.0,,- 0.96%,,,,,,,,2020-11-13
SBIO,ALPS Medical Breakthroughs,46.71,46.9 - 47.29,,47.12,25.1 - 49.04,,20559.0,,,38051.0,100500000.0,,30.22%,,Equity,,,,,,2020-11-13
SGDJ,ALPS Sprott Junior Gold Miners,46.5,46.76 - 47.41,,47.5,16.52 - 51.35,,13944.0,,,24329.0,58690000.0,,53.75%,,Equity,,,,,,2020-11-13
SGDM,ALPS Sprott Gold Miners,32.26,32.41 - 32.7,,32.87,13.79 - 39.41,,40233.0,,,40341.0,224230000.0,,40.2%,,Equity,,,,,,2020-11-13
ACES,ALPS Clean Energy,61.77,61.5 - 62.83,,62.83,23.57 - 66.31,,63195.0,,,81967.0,,,95.91%,,Equity,,,,,,2020-11-13
DTEC,ALPS Disruptive Technologies,40.66,40.79 - 40.95,,40.88,22.24 - 43.24,,20467.0,,,22266.0,,,33.09%,,Equity,,,,,,2020-11-13
ENFR,ALPS Alerian Energy Infrastructure,13.09,13.28 - 13.37,,13.27,7.46 - 21.42,,62592.0,,,28940.0,29330000.0,,- 33.86%,,Equity,,,,,,2020-11-13
EDOG,ALPS Emerging Sector Dividend Dogs,20.34,20.39 - 20.39,,20.34,13.43 - 22.47,,2973.0,,,3548.0,21420000.0,,- 1.92%,,Equity,,,,,,2020-11-13
BFOR,ALPS Barron’s 400,45.52,45.63 - 45.63,,45.75,26.12 - 47.01,,,,,3713.0,188420000.0,,10.51%,,Equity,,,,,,2020-11-13
EQL,ALPS Equal Sector Weight,82.87,81.71 - 81.71,,82.58,51.33 - 89.89,,,,,6363.0,147000000.0,,7.39%,,Equity,,,,,,2020-11-13
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 48.69,,,,,4677.0,80410000.0,,1.98%,,Other,,,,,,2020-11-13
VALQ,American Century STOXX U.S. Quality Value,39.57,40.19 - 40.44,,39.74,26.78 - 44.08,,8502.0,,,7621.0,,,- 5.46%,,Equity,,,,,,2020-11-13
KORP,American Century Diversified Corporate Bond,52.77,52.83 - 52.85,,52.86,45.74 - 53.3,,,,,5140.0,,,3.47%,,,,,,,,2020-11-13
SWAN,Amplify BlackSwan Growth & Treasury Core,32.21,32.24 - 32.41,,32.21,26.39 - 33.24,,211856.0,,,254866.0,,,11.69%,,Equity,,,,,,2020-11-13
BLOK,Amplify Transformational Data Sharing,26.39,26.72 - 26.93,,26.71,13.04 - 28.12,,40681.0,,,57677.0,,,41.88%,,Equity,,,,,,2020-11-13
IBUY,Amplify Online Retail,95.66,95.75 - 97,,96.42,33.11 - 101.06,,84232.0,,,250035.0,8450000.0,,104.45%,,Equity,,,,,,2020-11-13
DIVO,Amplify YieldShares CWP Dividend Option Income,31.63,31.82 - 32.03,,32.08,21.39 - 32.82,,33605.0,,,69326.0,3820000.0,,1.93%,,Equity,,,,,,2020-11-13
CNBS,Amplify Seymour Cannabis,14.3,14.52 - 14.52,,14.44,6.48 - 16.27,,9141.0,,,10998.0,,,- 3.63%,,Equity,,,,,,2020-11-13
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 16.16%,,Equity,,,,,,2020-11-13
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crow,13.64,13.9 - 13.9,,13.19,10 - 20.92,,,,,556.0,,,- 33.52%,,Equity,,,,,,2020-11-13
BATT,Amplify Advanced Battery Metals and Materials,12.42,12.52 - 12.7,,12.62,5.91 - 12.93,,44256.0,,,21720.0,,,18.06%,,Equity,,,,,,2020-11-13
XBUY,Amplify International Online Retail,44.37,45.25 - 45.38,,45.12,18.57 - 46.43,,4843.0,,,4266.0,,,69.73%,,Equity,,,,,,2020-11-13
DRSK,Aptus Defined Risk,30.71,30.7 - 30.75,,30.85,25.83 - 31.86,,103121.0,,,106129.0,,,12.68%,,Other,,,,,,2020-11-13
ACIO,Aptus Collared Income Opportunity,27.19,27.32 - 27.4,,27.18,21.24 - 28.06,,27631.0,,,31154.0,,,7.98%,,Equity,,,,,,2020-11-13
ARKK,ARK Innovation,98.89,98.72 - 100.68,,99.95,33 - 106.15,,1801680.0,,,2679528.0,15670000.0,,113.2%,,Equity,ARK Innovation,99.28,+0.39%,1.80M,15:59:58,2020-11-13
ARKW,ARK Web X.0,118.08,117.19 - 119.74,,119.51,40.49 - 127.59,,1018441.0,,,799961.0,19350000.0,,121.12%,,Equity,,,,,,2020-11-13
ARKG,ARK Genomic Revolution Multi-Sector,73.28,73.69 - 75.08,,74.22,24 - 77.48,,942310.0,,,1022698.0,8340000.0,,133.49%,,Equity,,,,,,2020-11-13
ARKQ,ARK Industrial Innovation,62.29,62.55 - 63.42,,63.24,26.19 - 67,,240137.0,,,268992.0,20150000.0,,80.74%,,Equity,,,,,,2020-11-13
ARKF,ARK Fintech Innovation,43.24,43.3 - 43.96,,43.83,16.94 - 45.77,,510284.0,,,715824.0,,,86.93%,,Equity,,,,,,2020-11-13
PRNT,The 3D Printing,26.58,26.6 - 26.8,,26.66,13.8 - 27.89,,27744.0,,,42554.0,14900000.0,,24.65%,,Equity,,,,,,2020-11-13
IZRL,ARK Israeli Innovation Hedged,25.66,25.85 - 25.97,,25.8,14 - 27.54,,18769.0,,,39954.0,,,19.52%,,Equity,,,,,,2020-11-13
ARCM,Arrow Reserve Capital Management,100.11,99.3 - 99.63,,100.11,99.12 - 107.21,,18401.0,,,801.0,,,- 0.01%,,Equity,,,,,,2020-11-13
GYLD,Arrow Dow Jones Global Yield,12.2,12.08 - 12.3,,12.24,8.47 - 16.5,,,,,8126.0,100000000.0,,- 22.05%,,,,,,,,2020-11-13
DWCR,Arrow DWA Country Rotation,27.3,27.3 - 27.34,,27.34,17.38 - 28.87,,,,,2105.0,,,0.66%,,Equity,,,,,,2020-11-13
DOGS,Arrow Dogs of the World,31.96,31.96 - 31.96,,31.96,27.25 - 49.63,,,,,489.0,,,- 28.28%,,Equity,,,,,,2020-11-13
QVM,Arrow QVM Equity Factor,21.69,19.55 - 19.55,,21.0,15.23 - 30.05,,,,,1018.0,3580000.0,,- 33.23%,,Equity,,,,,,2020-11-13
DWAT,Arrow Investments DWA Tactical,11.45,11.53 - 11.53,,11.53,7.87 - 11.71,,200.0,,,1497.0,9520000.0,,1.87%,,Equity,,,,,,2020-11-13
AGO_pf,Assured Guaranty Municipal Holdings Inc,25.66,25.66 - 25.7,,25.7,15 - 26.69,,,,,3790.0,,,0.94%,,Other,,,,,,2020-11-13
SBUG,Barclays Bank iPath Silver ETN,33.89,33.92 - 33.92,,33.93,17 - 41.15,,,,,544.0,,,40.22%,,Commodity,,,,,,2020-11-13
GBUG,Barclays Bank iPath Gold ETN,32.12,32.16 - 32.16,,32.19,23.04 - 34.3,,,,,1446.0,,,31.91%,,Commodity,,,,,,2020-11-13
DJP,iPath Bloomberg Commodity Total Return Exp 12 June,20.42,20.44 - 20.61,,20.58,15.61 - 23.16,,352529.0,,,175279.0,957480000.0,,- 8.31%,,Commodity,iPath Bloomberg Commodity Total Return Exp 12 June,20.46,+0.20%,352.53K,15:59:58,2020-11-13
ATMP,Barclays ETN Plus Select MLP,10.49,10.65 - 10.75,,10.49,5.8 - 18.35,,101960.0,,,77764.0,497800000.0,,- 37.49%,,Equity,,,,,,2020-11-13
OILNF,iPath S&P GSCI Crude Oil Total Return,36.39,36 - 36,,36.0,0.51 - 52,,721.0,,,2175.0,,,470.38%,,Commodity,,,,,,2020-11-13
NIB,iPath Bloomberg Cocoa Subindex Total Return Exp 24,27.89,28.57 - 28.57,,27.83,24.75 - 34.96,,4888.0,,,18525.0,34830000.0,,- 10.02%,,Commodity,,,,,,2020-11-13
IMLP,Barclays Bank iPath S&P MLP,8.23,8.12 - 8.12,,8.12,4.68 - 15.51,,,,,962.0,164410000.0,,- 43.26%,,Equity,,,,,,2020-11-13
CAPE,Barclays + Shiller CAPE Exp 12 Oct 2022,166.35,168.96 - 169.56,,168.14,100.16 - 182.68,,12092.0,,,3934.0,49190000.0,,15.22%,,Equity,,,,,,2020-11-13
GAZZF,iPath Bloomberg Natural Gas Subindex Total Return,0.0002,0.0002 - 0.0002,,0.0002,0.0001 - 0.16,,,,,23193.0,4230000.0,,- 99.6%,,Commodity,,,,,,2020-11-13
VQT,Barclays + S&P VEQTOR Exp 08 Sep 2020,199.01,198.01 - 199.79,,199.5,158.19 - 203.25,,,,,191.0,211190000.0,,24.7%,,Equity,,,,,,2020-11-13
JJGTF,Barclays Bk PLC iPath Bloomberg Grains Subindex To,22.23,22.21 - 23,,23.0,16.56 - 23.58,,6140.0,,,2645.0,,,5.41%,,Commodity,,,,,,2020-11-13
RODI,Barclays Bank Return on Disability,89.29,89.28 - 89.39,,89.39,57.9 - 91.57,,400.0,,,103.0,31280000.0,,5.63%,,Equity,,,,,,2020-11-13
FLEU,Barclays FI Enhanced Europe 50 B,111.47,118.58 - 118.58,,121.54,58.08 - 161.32,,,,,448.0,54590000.0,,- 20.15%,,Equity,,,,,,2020-11-13
OLEM,iPath Pure Beta Crude Oil Exp 18 Apr 2041,12.77,12.56 - 12.58,,12.56,7.17 - 19.75,,,,,252.0,28640000.0,,- 29.17%,,Commodity,,,,,,2020-11-13
XVZ,iPath S&P 500 Dynamic VIX Exp 18 Aug 2021,36.69,36.1 - 36.45,,35.79,18.25 - 51.97,,3201.0,,,20949.0,12190000.0,,90.69%,,Other,,,,,,2020-11-13
WIL,Barclays Women in Leadership,76.1,74.58 - 74.58,,74.58,49.64 - 77.24,,,,,270.0,32500000.0,,4.12%,,Equity,,,,,,2020-11-13
BCM,iPath Pure Beta Broad Commodity Exp 18 Apr 2041,27.55,27.86 - 27.91,,27.92,19.82 - 29.66,,,,,1921.0,49910000.0,,- 0.21%,,Commodity,,,,,,2020-11-13
DLBLF,Barclays Bank iPath US Treasury Long Bond Bull,75.08,75.34 - 75.34,,75.34,0 - 0,,,,,400.0,5350000.0,,0%,,Other,,,,,,2020-11-13
GSP,iPath GSCI Total Return Exp 12 Jun 2036,9.61,9.6 - 9.6,,9.56,5.28 - 15.96,,633.0,,,10470.0,30520000.0,,- 33.83%,,Commodity,,,,,,2020-11-13
LD,Barclays Bank iPath Bloomberg Lead Sub Total Retur,37.9,37.68 - 37.68,,37.72,33.07 - 44.39,,,,,195.0,1170000.0,,- 16.67%,,Commodity,,,,,,2020-11-13
VEGN,US Vegan Climate,31.96,32.2 - 32.2,,32.39,18.85 - 35,,2381.0,,,7871.0,,,21.9%,,Equity,,,,,,2020-11-13
BBP,BioShares Biotechnology Products,51.11,51.11 - 51.11,,51.11,30.83 - 52.14,,,,,1702.0,36580000.0,,28.71%,,Equity,,,,,,2020-11-13
BBC,BioShares Biotechnology Clinical Trials,43.09,43.72 - 43.72,,43.29,23 - 45.69,,6262.0,,,14962.0,20470000.0,,55.25%,,Equity,,,,,,2020-11-13
IRBO,iShares Robotics and Artificial Intelligence,35.3,35.54 - 35.85,,35.66,19.1 - 37.56,,33030.0,,,55908.0,,,37.94%,,Equity,,,,,,2020-11-13
MUA,BlackRock MuniAssets Closed Fund,13.76,13.73 - 13.85,- 4.26%,13.84,9.63 - 16.34,0.65,50440.0,503050000.0,4.57%,44157.0,,0.26,- 10.97%,36452623.0,Other,,,,,,2020-11-13
DYNF,BlackRock US Equity Factor Rotation,29.65,29.72 - 29.83,,29.84,18.99 - 30.33,,,,,9431.0,,,8.79%,,Equity,,,,,,2020-11-13
IBMN,iShares iBonds Dec 2025 Term Muni Bond,28.12,28.12 - 28.12,,28.12,24.07 - 28.24,,13635.0,,,29431.0,,,3.96%,,,,,,,,2020-11-13
ESML,iShares MSCI USA Small-Cap ESG Optimized,29.89,30.21 - 30.53,,30.21,16.65 - 30.77,,37470.0,,,98135.0,,,8.15%,,Equity,,,,,,2020-11-13
FOVL,iShares Focused Value Factor,37.24,38 - 38,,37.95,25.83 - 51.36,,303.0,,,1841.0,,,- 24.98%,,Equity,,,,,,2020-11-13
LQDI,iShares Inflation Hedged Corporate Bond,28.13,28.17 - 28.2,,28.13,19.5 - 28.46,,,,,9707.0,,,6.46%,,,,,,,,2020-11-13
EWJV,iShares MSCI Japan Value,24.36,24.54 - 24.74,,24.54,18.38 - 27.11,,1630.0,,,7053.0,,,- 8.46%,,Equity,,,,,,2020-11-13
EWJE,iShares MSCI Japan Equal Weighted,36.49,36.49 - 36.49,,36.49,25.02 - 37.56,,,,,1607.0,,,0.19%,,Equity,,,,,,2020-11-13
ISHVF,iShares US Aggregate Bond Acc,5.83,5.85 - 5.89,,5.858,4.75 - 6.76,,77609.0,,,98065.0,,,6.23%,,,,,,,,2020-11-13
ISVQF,iShares $ Short Duration Corp Bond Acc,5.63,5.6 - 5.63,,5.6239,4.75 - 5.7,,236379.0,,,86815.0,,,4.36%,,,,,,,,2020-11-13
ISZXF,iShares $ Treasury Bond 3-7Yr UCITS Acc,141.4784,141.1906 - 141.1906,,141.1906,131 - 142.5,,,,,8648.0,,,6.84%,,,,,,,,2020-11-13
IVSRF,iShares $ Floating Rate Bond UCITS Acc USD,5.31,5.3007 - 5.31,,5.3007,4.5207 - 5.31,,18005.0,,,46172.0,,,1.14%,,,,,,,,2020-11-13
IEMXF,iShares Edge MSCI World Min Vol,53.15,53.147 - 53.157,,53.147,38.92 - 54.9,,5240.0,,,7764.0,,,3.83%,,Equity,,,,,,2020-11-13
ISHYF,iShares $ High Yield Corp Bond Acc Share Class,5.87,5.85 - 5.87,,5.85,4.415 - 5.95,,167760.0,,,54384.0,,,4.63%,,,,,,,,2020-11-13
