Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,23.82,23.75 - 23.75,,23.8,15.21 - 27.71,,,,,4936.0,,,- 13.36%,,Equity,,,,,,2020-11-27
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3365.0,,,- 12.48%,,Equity,,,,,,2020-11-27
ZIG,The Acquirers Fund,22.6,22.56 - 22.56,,22.42,17.19 - 27.79,,,,,6007.0,,,- 16.13%,,Equity,,,,,,2020-11-27
HDGE,Ranger Equity Bear,3.29,3.28 - 3.29,,3.29,3.28 - 7.95,,168109.0,,,946462.0,163390000.0,,- 42.66%,,Equity,,,,,,2020-11-27
DWSH,AdvisorShares Dorsey Wright Short,12.02,11.95 - 12.08,,11.95,11.82 - 45.92,,35352.0,,,169308.0,,,- 50.49%,,Equity,,,,,,2020-11-27
YOLO,AdvisorShares Pure Cannabis,15.74,15.86 - 16.5,,15.82,5.65 - 16.5,,313907.0,,,133885.0,,,25.76%,,Equity,,,,,,2020-11-27
CWS,AdvisorShares Focused Equity,41.23,41.18 - 41.49,,41.29,25.72 - 43.06,,,,,1740.0,,,11.81%,,Equity,,,,,,2020-11-27
AADR,WCM/BNY Mellon Focused Growth ADR,56.7,56.9 - 56.9,,56.81,33.75 - 60.4,,,,,7245.0,23330000.0,,12.3%,,Equity,,,,,,2020-11-27
HYLD,Peritus High Yield,31.66,31.6 - 31.6,,31.51,24.02 - 34.26,,,,,16238.0,196980000.0,,- 4.68%,,,,,,,,2020-11-27
MINC,Newfleet Multi-Sector Income,48.82,48.78 - 48.78,,48.83,42.72 - 49.12,,,,,2434.0,255550000.0,,0.56%,,,,,,,,2020-11-27
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2252.0,,,7.69%,,Equity,,,,,,2020-11-27
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.42,48.32 - 48.32,,48.32,38.88 - 50.41,,,,,478.0,27380000.0,,- 0.92%,,Other,,,,,,2020-11-27
DBLV,AdvisorShares Wilshire Buyback,77.57,77.61 - 77.61,,76.9,48.3 - 80.22,,,,,817.0,152610000.0,,6.29%,,Equity,,,,,,2020-11-27
HOLD,AdvisorShares Sage Core Reserves,98.81,98.79 - 98.79,,98.79,93.52 - 100.35,,,,,15459.0,86990000.0,,- 0.97%,,,,,,,,2020-11-27
FWDB,Madrona Global Bond,26.16,26.09 - 26.09,,26.09,23.18 - 27.29,,,,,2235.0,19080000.0,,0.35%,,,,,,,,2020-11-27
DWMC,AdvisorShares Dorsey Wright Micro-Cap,25.84,25.67 - 25.67,,25.67,13.03 - 25.84,,203.0,,,494.0,,,11.48%,,Equity,,,,,,2020-11-27
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 26.31%,,Equity,,,,,,2020-11-27
VEGA,Star Global Buy-Write,35.61,35.46 - 35.46,,35.59,25.27 - 36.15,,,,,876.0,17480000.0,,5.16%,,Other,,,,,,2020-11-27
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-27
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-27
AFIF,Anfield Universal Fixed Income,9.8,9.82 - 9.83,,9.8,9.11 - 10.77,,17361.0,,,82257.0,,,0.72%,,,,,,,,2020-11-27
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,308.0,,,- 8.68%,,Equity,,,,,,2020-11-27
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,9.0,,,9.52%,,Equity,,,,,,2020-11-27
VMOT,Alpha Architect Value Momentum Trend,24.22,24.34 - 24.52,,24.34,19.7 - 25.75,,783.0,,,4116.0,,,- 3.55%,,Equity,,,,,,2020-11-27
QMOM,MomentumShares U.S. Quantitative Momentum,46.62,47.5 - 47.5,,47.06,21.5 - 47.5,,7431.0,,,11519.0,,,40.61%,,Equity,,,,,,2020-11-27
IMOM,MomentumShares International Quantitative Momentum,30.35,31.31 - 31.31,,31.1,17.14 - 31.31,,3114.0,,,13572.0,,,13.99%,,Equity,,,,,,2020-11-27
FRDM,Alpha Architect Freedom 100 Emerging Markets,29.47,29.59 - 29.71,,29.6,16.86 - 30.18,,6650.0,,,3862.0,,,10.79%,,Equity,,,,,,2020-11-27
AMLP,ALPS Alerian MLP,26.68,25.86 - 26.77,13%,26.62,3.24 - 44.65,5.32,1720807.0,3590000000.0,14.45%,3044639.0,8039999999.999999,1.95,- 32.28%,151282420.0,Equity,,,,,,2020-11-27
SDOG,ALPS Sector Dividend Dogs,44.57,44.35 - 44.57,,44.49,26.12 - 47.63,,26573.0,,,87952.0,2063000000.0000002,,- 3.05%,,Equity,,,,,,2020-11-27
IDOG,ALPS Internatl Sector Dividends Dogs,25.42,25.47 - 25.47,,25.32,16.77 - 28.02,,12583.0,,,40261.0,167900000.0,,- 6.28%,,Equity,,,,,,2020-11-27
RIGS,ALPS RiverFront Strategic Income,24.76,24.78 - 24.78,,24.71,18.23 - 25.08,,6005.0,,,18399.0,330550000.0,,- 0.12%,,,,,,,,2020-11-27
SBIO,ALPS Medical Breakthroughs,47.28,47.85 - 48.53,,47.66,25.1 - 49.04,,21122.0,,,38367.0,100500000.0,,19.64%,,Equity,,,,,,2020-11-27
SGDJ,ALPS Sprott Junior Gold Miners,44.0,44.35 - 44.84,,43.97,16.52 - 51.35,,21302.0,,,23679.0,58690000.0,,46.8%,,Equity,,,,,,2020-11-27
SGDM,ALPS Sprott Gold Miners,29.12,28.87 - 29.33,,29.08,13.79 - 39.41,,36364.0,,,39518.0,224230000.0,,27.27%,,Equity,,,,,,2020-11-27
ACES,ALPS Clean Energy,70.38,71.08 - 72.41,,71.08,23.57 - 72.41,,75704.0,,,86985.0,,,116.21%,,Equity,,,,,,2020-11-27
DTEC,ALPS Disruptive Technologies,42.45,42.63 - 42.94,,42.63,22.24 - 43.24,,6410.0,,,23062.0,,,32.53%,,Equity,,,,,,2020-11-27
ENFR,ALPS Alerian Energy Infrastructure,15.16,14.94 - 15.1,,15.16,7.46 - 21.42,,5580.0,,,28576.0,29330000.0,,- 21.37%,,Equity,,,,,,2020-11-27
EDOG,ALPS Emerging Sector Dividend Dogs,20.95,21.22 - 21.24,,21.1,13.43 - 22.47,,,,,2761.0,21420000.0,,2.51%,,Equity,,,,,,2020-11-27
BFOR,ALPS Barron’s 400,47.26,47.88 - 47.88,,47.35,26.12 - 48.02,,,,,3517.0,188420000.0,,13.27%,,Equity,,,,,,2020-11-27
EQL,ALPS Equal Sector Weight,85.49,85.1 - 85.34,,87.4,51.33 - 89.89,,,,,6308.0,147000000.0,,8.3%,,Equity,,,,,,2020-11-27
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 48.49,,,,,4677.0,80410000.0,,- 0.35%,,Other,,,,,,2020-11-27
VALQ,American Century STOXX U.S. Quality Value,41.58,41.57 - 41.57,,41.86,26.78 - 44.08,,7593.0,,,8490.0,,,- 2.79%,,Equity,,,,,,2020-11-27
KORP,American Century Diversified Corporate Bond,53.09,53.17 - 53.17,,53.17,45.74 - 53.3,,,,,5047.0,,,3.6%,,,,,,,,2020-11-27
SWAN,Amplify BlackSwan Growth & Treasury Core,32.67,32.76 - 32.85,,32.52,26.39 - 33.24,,152146.0,,,251638.0,,,11.05%,,Equity,,,,,,2020-11-27
BLOK,Amplify Transformational Data Sharing,29.85,29.36 - 29.6,,29.8,13.04 - 30.13,,103106.0,,,85250.0,,,58.1%,,Equity,,,,,,2020-11-27
IBUY,Amplify Online Retail,104.68,105.42 - 106.57,,105.55,33.11 - 106.57,,151162.0,,,250133.0,8450000.0,,111.56%,,Equity,,,,,,2020-11-27
DIVO,Amplify YieldShares CWP Dividend Option Income,32.16,32.1 - 32.25,,32.28,21.39 - 32.78,,35409.0,,,66924.0,3820000.0,,2.81%,,Equity,,,,,,2020-11-27
CNBS,Amplify Seymour Cannabis,16.98,17.25 - 17.9,,17.24,6.48 - 17.9,,64205.0,,,19007.0,,,18.08%,,Equity,,,,,,2020-11-27
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 20.37%,,Equity,,,,,,2020-11-27
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crow,13.49,13.37 - 13.37,,13.46,10 - 19.14,,,,,557.0,,,- 30.47%,,Equity,,,,,,2020-11-27
BATT,Amplify Advanced Battery Metals and Materials,13.96,14.05 - 14.18,,14.05,5.91 - 14.31,,87369.0,,,32718.0,,,32.39%,,Equity,,,,,,2020-11-27
XBUY,Amplify International Online Retail,49.1,49.65 - 49.79,,50.16,18.57 - 49.79,,20407.0,,,6131.0,,,82.02%,,Equity,,,,,,2020-11-27
DRSK,Aptus Defined Risk,29.47,29.52 - 29.58,,29.52,25.83 - 31.86,,32794.0,,,107793.0,,,6.99%,,Other,,,,,,2020-11-27
ACIO,Aptus Collared Income Opportunity,27.34,27.29 - 27.37,,27.37,21.24 - 28.06,,,,,30902.0,,,7.63%,,Equity,,,,,,2020-11-27
ARKK,ARK Innovation,108.48,109.19 - 111.81,,109.85,33 - 111.81,,1892146.0,,,2791463.0,15670000.0,,116.05%,,Equity,,,,,,2020-11-27
ARKW,ARK Web X.0,132.72,133.1 - 134.69,,133.89,40.49 - 134.69,,757420.0,,,852759.0,19350000.0,,135.07%,,Equity,,,,,,2020-11-27
ARKG,ARK Genomic Revolution Multi-Sector,74.73,75.4 - 79.62,,75.6,24 - 79.62,,1096104.0,,,1093304.0,8340000.0,,115.34%,,Equity,ARK Genomic Revolution Multi-Sector,79.57,+6.48%,1.10M,12:59:58,2020-11-27
ARKQ,ARK Industrial Innovation,68.93,69.5 - 69.99,,69.89,26.19 - 69.99,,281424.0,,,291339.0,20150000.0,,97.36%,,Equity,,,,,,2020-11-27
ARKF,ARK Fintech Innovation,46.16,46.34 - 46.91,,46.71,16.94 - 46.91,,584721.0,,,742634.0,,,92.29%,,Equity,,,,,,2020-11-27
PRNT,The 3D Printing,28.45,28.52 - 28.9,,28.64,13.8 - 28.9,,47429.0,,,46684.0,14900000.0,,30.68%,,Equity,,,,,,2020-11-27
IZRL,ARK Israeli Innovation Hedged,27.26,27.52 - 27.82,,27.54,14 - 27.82,,26944.0,,,41606.0,,,19.89%,,Equity,,,,,,2020-11-27
