Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPY,SPDR S&P 500,340.17,338.52 - 343.06,- 0.46%,341.51,218.26 - 358.66,4.03,81770477.0,301960000000.0,1.66%,70649497.0,167650000000.0,1.01,13.33%,885482116.0,Equity,SPDR S&P 500,338.82,-0.40%,81.77M,15:59:59,2020-09-16
XLF,Financial Select Sector SPDR,24.71,24.71 - 25.27,- 7.17%,24.76,17.49 - 31.38,0.49,61816513.0,17710000000.0,2.45%,58772021.0,16160000000.0,1.17,- 12.96%,715745427.0,Equity,Financial Select Sector SPDR,24.99,+1.13%,61.82M,15:59:59,2020-09-16
UVXY,ProShares Ultra VIX Short-Term Futures,20.19,19.28 - 20.11,,19.98,10.4 - 135,,42429490.0,,,36466983.0,331930000.0,,- 21.29%,,Other,ProShares Ultra VIX Short-Term Futures,20.06,-0.64%,42.43M,15:59:59,2020-09-16
EEM,iShares MSCI Emerging Markets,45.11,45.03 - 45.41,- 26.56%,45.25,30.09 - 46.32,0.84,38174084.0,23870000000.0,2.02%,42050576.0,22120000000.0,0.93,8.28%,539100000.0,Equity,iShares MSCI Emerging Markets,45.05,-0.13%,38.17M,15:59:59,2020-09-16
SLV,iShares Silver,25.23,25 - 25.54,- 15.56%,25.46,10.86 - 27.38,,36269272.0,15310000000.0,,51792002.0,4670000000.0,0.62,50.72%,618200000.0,Commodity,iShares Silver,25.23,0.00%,36.27M,15:59:59,2020-09-16
XLE,Energy Select Sector SPDR,32.63,32.64 - 34.38,- 10.6%,32.92,22.88 - 61.31,1.86,35879407.0,10180000000.0,6.08%,23601397.0,13090000000.0,1.67,- 46.77%,279574200.0,Equity,Energy Select Sector SPDR,33.94,+4.01%,35.88M,15:59:59,2020-09-16
SPXS,Direxion Daily S&P 500 Bear 3X Shares,5.62,5.48 - 5.71,,5.55,4.88 - 28.85,,29377213.0,,,36270062.0,436140000.0,,- 66.65%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,5.7,+1.42%,29.38M,15:59:59,2020-09-16
HYG,iShares iBoxx $ High Yield Corporate Bond,84.59,84.51 - 84.99,5.21%,84.65,67.52 - 88.53,5.0,26951190.0,30360000000.0,4.98%,23838449.0,20510000000.0,0.41,- 3.29%,356600000.0,,iShares iBoxx $ High Yield Corporate Bond,84.59,0.00%,26.95M,15:59:59,2020-09-16
IAU,iShares Gold,18.65,18.63 - 18.8,- 9.65%,18.8,13.8 - 19.75,,23540890.0,31270000000.0,,27184649.0,5750000000.0,0.07,30.06%,1697850000.0,Commodity,iShares Gold,18.7,+0.27%,23.54M,15:59:59,2020-09-16
IWM,iShares Russell 2000,153.37,153.84 - 156.85,6.42%,154.11,95.69 - 170.56,1.59,22158423.0,40650000000.0,1.3%,23498764.0,35680000000.0,1.26,- 2.87%,259900000.0,Equity,iShares Russell 2000,154.82,+0.95%,22.16M,15:59:59,2020-09-16
