Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
XLF,Financial Select Sector SPDR,23.68,23.89 - 24.26,- 7.17%,24.25,17.49 - 31.38,0.49,90561776.0,17300000000.0,2.58%,77315909.0,16160000000.0,1.18,- 14.03%,730695427.0,Equity,Financial Select Sector SPDR,24.15,+1.98%,90.56M,15:59:59,2020-07-15
SPY,SPDR S&P 500,318.92,319.27 - 323.04,- 0.46%,322.41,218.26 - 339.08,4.03,87196524.0,280080000000.0,1.8%,99065560.0,167650000000.0,1.0,7.39%,883382116.0,Equity,SPDR S&P 500,321.85,+0.92%,87.20M,15:59:59,2020-07-15
EEM,iShares MSCI Emerging Markets,43.01,42.97 - 43.35,- 26.56%,43.27,30.09 - 46.32,0.84,48309080.0,23550000000.0,2.08%,49948436.0,22120000000.0,0.94,1.05%,547650000.0,Equity,iShares MSCI Emerging Markets,43.14,+0.30%,48.31M,15:59:59,2020-07-15
SPXS,Direxion Daily S&P 500 Bear 3X Shares,7.04,6.76 - 7.01,,6.8,6.76 - 28.85,,44257848.0,,,50849972.0,436140000.0,,- 60.32%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,6.84,-2.84%,44.26M,15:59:59,2020-07-15
TZA,Direxion Daily Small Cap Bear 3X Shares,21.51,18.85 - 20.21,- 138.08%,19.95,18.71 - 118.69,,42065455.0,663400000.0,2.32%,24391566.0,623380000.0,- 3.24,- 58.22%,31241573.0,Equity,Direxion Daily Small Cap Bear 3X Shares,19.15,-10.97%,42.07M,15:59:59,2020-07-15
IWM,iShares Russell 2000,141.83,144.79 - 147.78,6.42%,145.42,95.69 - 170.56,1.59,40770083.0,36210000000.0,1.43%,37409526.0,35680000000.0,1.25,- 5.29%,259600000.0,Equity,iShares Russell 2000,147.03,+3.67%,40.77M,15:59:59,2020-07-15
SPXU,ProShares UltraPro Short S&P500,10.62,10.22 - 10.59,,10.28,10.22 - 43.68,,40532731.0,,,41306642.0,717210000.0,,- 60.44%,,Equity,ProShares UltraPro Short S&P500,10.32,-2.82%,40.53M,15:59:59,2020-07-15
UVXY,ProShares Ultra VIX Short-Term Futures,31.53,30.01 - 32.18,,30.07,10.4 - 135,,39631648.0,,,18610354.0,331930000.0,,17.08%,,Other,ProShares Ultra VIX Short-Term Futures,30.23,-4.12%,39.63M,15:59:59,2020-07-15
SLV,iShares Silver,17.97,17.83 - 18.17,- 15.56%,17.89,10.86 - 18.35,,36148454.0,9920000000.0,,27422351.0,4670000000.0,0.46,24.97%,551850000.0,Commodity,iShares Silver,18.17,+1.11%,36.15M,15:59:59,2020-07-15
TNA,Direxion Daily Small Cap Bull 3X Shares,26.51,28.17 - 29.85,,28.49,10.09 - 77.89,,31124053.0,,,27309027.0,736440000.0,,- 52.36%,,Equity,Direxion Daily Small Cap Bull 3X Shares,29.41,+10.94%,31.12M,15:59:59,2020-07-15
