Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,22.24,22.21 - 22.27,,22.27,15.21 - 27.71,,,,,5304.0,,,- 15.63%,,Equity,,,,,,2020-10-19
EEMD,AAM S&P EM Sector High Dividend,17.81,17.85 - 17.85,,17.85,13.76 - 23.08,,,,,1423.0,,,- 15.57%,,Equity,,,,,,2020-10-19
ZIG,The Acquirers Fund,23.02,22.82 - 22.91,,23.01,17.19 - 27.79,,10238.0,,,8588.0,,,- 7.14%,,Equity,,,,,,2020-10-19
HDGE,Ranger Equity Bear,4.27,4.28 - 4.37,,4.27,4.14 - 7.95,,1568636.0,,,765116.0,163390000.0,,- 35.11%,,Equity,,,,,,2020-10-19
DWSH,AdvisorShares Dorsey Wright Short,17.58,17.4 - 17.67,,17.42,15.5 - 45.92,,244505.0,,,143191.0,,,- 33.71%,,Equity,,,,,,2020-10-19
YOLO,AdvisorShares Pure Cannabis,11.83,11.83 - 12.08,,11.94,5.65 - 14.3,,122690.0,,,81464.0,,,- 14.34%,,Equity,,,,,,2020-10-19
CWS,AdvisorShares Focused Equity,40.88,40.85 - 40.87,,40.87,25.72 - 40.91,,,,,1430.0,,,15.07%,,Equity,,,,,,2020-10-19
AADR,WCM/BNY Mellon Focused Growth ADR,57.5,57.38 - 57.95,,57.76,33.75 - 58.99,,,,,6197.0,23330000.0,,18.73%,,Equity,,,,,,2020-10-19
HYLD,Peritus High Yield,30.77,30.56 - 30.79,,30.92,24.02 - 34.26,,15467.0,,,17759.0,196980000.0,,- 8.56%,,,,,,,,2020-10-19
MINC,Newfleet Multi-Sector Income,48.75,48.66 - 48.89,,48.66,42.72 - 49.12,,,,,2667.0,255550000.0,,0.29%,,,,,,,,2020-10-19
ACT,AdvisorShares Vice ETF,27.31,27.38 - 27.45,,27.45,16.16 - 27.68,,525.0,,,2484.0,,,16.16%,,Equity,,,,,,2020-10-19
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,300.0,27380000.0,,- 1.72%,,Other,,,,,,2020-10-19
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,1170.0,152610000.0,,3.29%,,Equity,,,,,,2020-10-19
HOLD,AdvisorShares Sage Core Reserves,98.81,98.81 - 98.81,,98.81,93.52 - 100.35,,,,,2613.0,86990000.0,,- 1.09%,,,,,,,,2020-10-19
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2098.0,19080000.0,,- 0.19%,,,,,,,,2020-10-19
DWMC,AdvisorShares Dorsey Wright Micro-Cap,23.72,24.06 - 25.42,,25.42,13.03 - 25.42,,271.0,,,398.0,,,10.63%,,Equity,,,,,,2020-10-19
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 22.02%,,Equity,,,,,,2020-10-19
VEGA,Star Global Buy-Write,34.78,34.86 - 34.86,,34.86,25.27 - 36.15,,,,,843.0,17480000.0,,6.8%,,Other,,,,,,2020-10-19
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-10-19
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-10-19
AFIF,Anfield Universal Fixed Income,9.77,9.8 - 9.8,,9.81,9.11 - 10.77,,25529.0,,,66515.0,,,0.41%,,,,,,,,2020-10-19
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,369.0,,,- 9.73%,,Equity,,,,,,2020-10-19
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,176.0,,,13.94%,,Equity,,,,,,2020-10-19
VMOT,Alpha Architect Value Momentum Trend,24.66,24.6 - 24.71,,24.6,19.7 - 25.75,,,,,7161.0,,,4.06%,,Equity,,,,,,2020-10-19
QMOM,MomentumShares U.S. Quantitative Momentum,44.46,44.01 - 44.72,,44.72,21.5 - 45.89,,6107.0,,,11046.0,,,49.72%,,Equity,,,,,,2020-10-19
IMOM,MomentumShares International Quantitative Momentum,29.9,29.77 - 29.77,,29.9,17.14 - 30.43,,6810.0,,,14169.0,,,16%,,Equity,,,,,,2020-10-19
FRDM,Alpha Architect Freedom 100 Emerging Markets,25.55,25.8 - 25.85,,25.85,16.86 - 28.46,,2413.0,,,3755.0,,,- 2.89%,,Equity,,,,,,2020-10-19
AMLP,ALPS Alerian MLP,21.79,21.41 - 22.04,13%,21.84,2.41 - 31.75,5.32,1931735.0,3590000000.0,14.45%,2437352.0,8039999999.999999,1.95,150.17%,151282420.0,Equity,,,,,,2020-10-19
SDOG,ALPS Sector Dividend Dogs,39.91,39.52 - 40.26,,39.97,26.12 - 47.63,,92504.0,,,103230.0,2063000000.0000002,,- 8.61%,,Equity,,,,,,2020-10-19
IDOG,ALPS Internatl Sector Dividends Dogs,22.01,21.83 - 21.99,,22.04,16.77 - 28.02,,19877.0,,,45227.0,167900000.0,,- 17.2%,,Equity,,,,,,2020-10-19
RIGS,ALPS RiverFront Strategic Income,24.79,24.74 - 24.78,,24.74,18.23 - 25.3,,18047.0,,,17661.0,330550000.0,,- 0.24%,,,,,,,,2020-10-19
SBIO,ALPS Medical Breakthroughs,44.93,44.88 - 44.88,,45.36,25.1 - 45.4,,18171.0,,,20591.0,100500000.0,,36.73%,,Equity,,,,,,2020-10-19
SGDJ,ALPS Sprott Junior Gold Miners,48.09,47.79 - 48.49,,49.0,16.52 - 51.35,,14560.0,,,33650.0,58690000.0,,57%,,Equity,,,,,,2020-10-19
SGDM,ALPS Sprott Gold Miners,34.03,33.39 - 34.4,,34.38,13.79 - 39.41,,20076.0,,,59999.0,224230000.0,,46.74%,,Equity,,,,,,2020-10-19
ACES,ALPS Clean Energy,60.11,59.75 - 61.02,,60.69,23.57 - 62.49,,242757.0,,,72260.0,,,92.6%,,Equity,,,,,,2020-10-19
DTEC,ALPS Disruptive Technologies,40.95,40.79 - 41.19,,41.16,22.24 - 41.5,,19411.0,,,21863.0,,,40.77%,,Equity,,,,,,2020-10-19
ENFR,ALPS Alerian Energy Infrastructure,13.08,12.87 - 13.17,,13.1,7.46 - 21.42,,34075.0,,,27943.0,29330000.0,,- 35.28%,,Equity,,,,,,2020-10-19
EDOG,ALPS Emerging Sector Dividend Dogs,18.7,18.68 - 18.74,,18.74,13.43 - 22.47,,4700.0,,,3394.0,21420000.0,,- 9.57%,,Equity,,,,,,2020-10-19
