Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,25.29,25.25 - 25.25,,25.17,15.21 - 27.57,,,,,5881.0,,,- 7.88%,,Equity,,,,,,2021-01-22
EEMD,AAM S&P EM Sector High Dividend,22.6,22.78 - 22.78,,22.6,13.76 - 22.87,,,,,4711.0,,,0.75%,,Equity,,,,,,2021-01-22
ZIG,The Acquirers Fund,24.54,24.42 - 24.42,,24.16,17.19 - 27,,1675.0,,,6182.0,,,- 10.03%,,Equity,,,,,,2021-01-22
HDGE,Ranger Equity Bear,2.83,2.84 - 2.85,,2.85,2.83 - 7.95,,486631.0,,,770537.0,163390000.0,,- 44.96%,,Equity,,,,,,2021-01-22
DWSH,AdvisorShares Dorsey Wright Short,10.53,10.52 - 10.71,,10.63,10.25 - 45.92,,49251.0,,,120508.0,,,- 54.55%,,Equity,,,,,,2021-01-22
YOLO,AdvisorShares Pure Cannabis,21.94,21.52 - 21.92,,21.82,5.65 - 22.85,,329301.0,,,384141.0,,,74.13%,,Equity,,,,,,2021-01-22
CWS,AdvisorShares Focused Equity,43.99,43.87 - 43.88,,43.89,25.72 - 44.89,,,,,2871.0,,,13.97%,,Equity,,,,,,2021-01-22
AADR,WCM/BNY Mellon Focused Growth ADR,64.29,63.91 - 63.91,,63.98,33.75 - 64.42,,8254.0,,,10116.0,23330000.0,,12.07%,,Equity,,,,,,2021-01-22
HYLD,Peritus High Yield,32.33,32.36 - 32.37,,32.27,24.02 - 34.24,,29687.0,,,21796.0,196980000.0,,- 5.41%,,,,,,,,2021-01-22
MINC,Newfleet Multi-Sector Income,49.04,49.15 - 49.15,,49.14,42.72 - 49.35,,3745.0,,,15493.0,255550000.0,,1.25%,,,,,,,,2021-01-22
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,1563.0,,,5.38%,,Equity,,,,,,2021-01-22
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.94,48.91 - 48.91,,48.84,38.88 - 49.47,,,,,519.0,27380000.0,,- 1.17%,,Other,,,,,,2021-01-22
DBLV,AdvisorShares Wilshire Buyback,84.15,84.16 - 84.33,,84.19,48.3 - 84.68,,,,,1090.0,152610000.0,,10.68%,,Equity,,,,,,2021-01-22
HOLD,AdvisorShares Sage Core Reserves,98.87,98.71 - 98.83,,98.82,93.52 - 100.35,,,,,12566.0,86990000.0,,- 1.25%,,,,,,,,2021-01-22
FWDB,Madrona Global Bond,26.29,26.32 - 26.32,,26.06,23.18 - 27.29,,,,,1595.0,19080000.0,,- 1.02%,,,,,,,,2021-01-22
DWMC,AdvisorShares Dorsey Wright Micro-Cap,33.3,33.58 - 33.94,,33.58,13.03 - 33.94,,1585.0,,,1094.0,,,36.81%,,Equity,,,,,,2021-01-22
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 29.03%,,Equity,,,,,,2021-01-22
VEGA,Star Global Buy-Write,36.88,36.93 - 36.93,,37.22,25.27 - 37.34,,,,,931.0,17480000.0,,6.52%,,Other,,,,,,2021-01-22
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-01-22
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-01-22
AFIF,Anfield Universal Fixed Income,9.75,9.74 - 9.75,,9.76,9.11 - 10.77,,27853.0,,,99512.0,,,0%,,,,,,,,2021-01-22
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.21,,,,,292.0,,,- 11.01%,,Equity,,,,,,2021-01-22
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.56,30.78 - 31.03,,30.71,21.32 - 31.49,,,,,1835.0,,,9.3%,,Equity,,,,,,2021-01-22
VMOT,Alpha Architect Value Momentum Trend,27.9,27.85 - 27.88,,27.9,19.7 - 27.95,,15501.0,,,9589.0,,,8.69%,,Equity,,,,,,2021-01-22
QMOM,MomentumShares U.S. Quantitative Momentum,59.2,58.77 - 59.78,,58.85,21.5 - 59.93,,9679.0,,,13916.0,,,69.24%,,Equity,,,,,,2021-01-22
IMOM,MomentumShares International Quantitative Momentum,36.51,36.56 - 36.62,,36.3,17.14 - 36.62,,4508.0,,,17262.0,,,29.45%,,Equity,,,,,,2021-01-22
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.47,33.8 - 34.02,,34.0,16.86 - 34.76,,23653.0,,,10830.0,,,23.42%,,Equity,,,,,,2021-01-22
AMLP,ALPS Alerian MLP,27.95,27.12 - 27.78,13%,27.46,3.24 - 42.35,5.32,3844355.0,3590000000.0,14.45%,3674603.0,8039999999.999999,1.95,- 34.07%,151282420.0,Equity,ALPS Alerian MLP,27.69,-0.93%,3.84M,15:59:58,2021-01-22
SDOG,ALPS Sector Dividend Dogs,46.32,45.7 - 46.1,,45.85,26.12 - 47.44,,53755.0,,,62116.0,2063000000.0000002,,- 1.57%,,Equity,,,,,,2021-01-22
IDOG,ALPS Internatl Sector Dividends Dogs,27.09,26.82 - 26.82,,26.82,16.77 - 27.3,,9280.0,,,24215.0,167900000.0,,- 1.02%,,Equity,,,,,,2021-01-22
RIGS,ALPS RiverFront Strategic Income,24.65,24.71 - 24.79,,24.64,18.23 - 24.95,,168851.0,,,27922.0,330550000.0,,- 0.44%,,,,,,,,2021-01-22
SBIO,ALPS Medical Breakthroughs,55.56,55.92 - 56.02,,55.13,25.1 - 57.39,,29758.0,,,34454.0,100500000.0,,33.32%,,Equity,,,,,,2021-01-22
SGDJ,ALPS Sprott Junior Gold Miners,47.32,45.75 - 46.37,,46.0,16.52 - 52.98,,21129.0,,,32564.0,58690000.0,,45.68%,,Equity,,,,,,2021-01-22
SGDM,ALPS Sprott Gold Miners,29.8,29.38 - 29.57,,29.08,13.79 - 39.41,,23648.0,,,42664.0,224230000.0,,22.16%,,Equity,,,,,,2021-01-22
ACES,ALPS Clean Energy,97.46,95.86 - 98.31,,96.32,23.57 - 98.54,,138295.0,,,156099.0,,,166.03%,,Equity,,,,,,2021-01-22
DTEC,ALPS Disruptive Technologies,48.64,48.35 - 48.71,,48.71,22.24 - 48.88,,44091.0,,,28147.0,,,43.13%,,Equity,,,,,,2021-01-22
ENFR,ALPS Alerian Energy Infrastructure,16.15,15.83 - 15.97,,15.86,7.46 - 20.78,,27532.0,,,41118.0,29330000.0,,- 22.19%,,Equity,,,,,,2021-01-22
EDOG,ALPS Emerging Sector Dividend Dogs,24.0,23.55 - 23.6,,23.67,13.43 - 24.04,,,,,2598.0,21420000.0,,5.65%,,Equity,,,,,,2021-01-22
