Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,22.12,22.29 - 22.45,,22.33,15.21 - 27.71,,2292.0,,,5842.0,,,- 12.25%,,Equity,,,,,,2020-10-08
EEMD,AAM S&P EM Sector High Dividend,17.63,17.72 - 17.72,,17.72,13.76 - 23.08,,115.0,,,1484.0,,,- 14.38%,,Equity,,,,,,2020-10-08
ZIG,The Acquirers Fund,22.3,22.4 - 22.48,,22.41,17.19 - 27.79,,4025.0,,,8512.0,,,- 4.9%,,Equity,,,,,,2020-10-08
HDGE,Ranger Equity Bear,4.29,4.17 - 4.27,,4.27,4.17 - 7.95,,1131771.0,,,813860.0,163390000.0,,- 38.01%,,Equity,Ranger Equity Bear,4.19,-2.33%,1.13M,15:59:59,2020-10-08
DWSH,AdvisorShares Dorsey Wright Short,17.74,17.07 - 17.55,,17.5,15.5 - 45.92,,148259.0,,,156441.0,,,- 36.19%,,Equity,,,,,,2020-10-08
YOLO,AdvisorShares Pure Cannabis,11.24,11.33 - 11.88,,11.33,5.65 - 14.3,,154775.0,,,73860.0,,,- 20.96%,,Equity,,,,,,2020-10-08
CWS,AdvisorShares Focused Equity,39.64,39.84 - 40,,40.0,25.72 - 40.87,,1315.0,,,1360.0,,,15.16%,,Equity,,,,,,2020-10-08
AADR,WCM/BNY Mellon Focused Growth ADR,56.36,56.57 - 56.95,,56.57,33.75 - 58.99,,1936.0,,,4724.0,23330000.0,,19.13%,,Equity,WCM/BNY Mellon Focused Growth ADR,56.78,+0.75%,1.94K,15:59:59,2020-10-08
HYLD,Peritus High Yield,30.13,30.01 - 30.19,,30.19,24.02 - 34.26,,7844.0,,,18527.0,196980000.0,,- 10.59%,,,Peritus High Yield,30.13,0.00%,7.84K,15:59:59,2020-10-08
MINC,Newfleet Multi-Sector Income,48.65,48.6 - 48.69,,48.6,42.72 - 49.12,,2206.0,,,2705.0,255550000.0,,0.08%,,,Newfleet Multi-Sector Income,48.64,-0.03%,2.21K,15:59:59,2020-10-08
