Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,29.35,29.15 - 29.41,,29.41,16.21 - 29.96,1.02,,,3.47%,7423.0,,,80.17%,,Equity,,,,,,2021-03-23
EEMD,AAM S&P EM Sector High Dividend,22.65,22.65 - 22.69,,22.66,14.82 - 23.11,0.89,,,3.87%,3173.0,,,58.61%,,Equity,,,,,,2021-03-23
ZIG,The Acquirers Fund,24.69,24.67 - 24.67,,24.7,18.06 - 24.91,0.04,915.0,,0.17%,8159.0,,,39.1%,,Equity,,,,,,2021-03-23
HDGE,Ranger Equity Bear,25.13,25.17 - 25.44,,25.28,2.58 - 26.49,0.12,54176.0,,0.46%,336402.0,163390000.0,,238.68%,,Equity,,,,,,2021-03-23
DWSH,AdvisorShares Dorsey Wright Short,9.34,9.33 - 9.39,,9.36,9.19 - 38.54,,20911.0,,,71612.0,,,- 76.72%,,Equity,,,,,,2021-03-23
YOLO,AdvisorShares Pure Cannabis,24.57,23.7 - 24.61,,24.54,7.07 - 31.87,0.15,374244.0,,0.59%,736834.0,,,275.11%,,Equity,,,,,,2021-03-23
CWS,AdvisorShares Focused Equity,44.36,44 - 44,,44.74,26.99 - 46,0.12,919.0,,0.27%,3554.0,,,62.31%,,Equity,,,,,,2021-03-23
AADR,WCM/BNY Mellon Focused Growth ADR,63.67,63.44 - 63.95,,63.44,37.18 - 67.24,0.07,,,0.11%,6300.0,23330000.0,,80.42%,,Equity,,,,,,2021-03-23
HYLD,Peritus High Yield,32.4,32.42 - 32.42,,32.5,24.02 - 32.64,2.59,21110.0,,8.03%,25161.0,196980000.0,,30.65%,,,,,,,,2021-03-23
MINC,Newfleet Multi-Sector Income,48.77,48.76 - 48.79,,48.76,43.06 - 52.42,1.16,,,2.37%,18703.0,255550000.0,,10.09%,,,,,,,,2021-03-23
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,17.2 - 28.16,,,,,572.0,,,60.48%,,Equity,,,,,,2021-03-23
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.98,48.87 - 48.87,,48.87,38.88 - 49.3,1.62,912.0,,3.31%,339.0,27380000.0,,20.46%,,Other,,,,,,2021-03-23
DBLV,AdvisorShares Wilshire Buyback,88.34,88 - 88,,88.34,51.32 - 90.11,1.02,1284.0,,1.16%,1459.0,152610000.0,,74.1%,,Equity,,,,,,2021-03-23
