Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,26.17,26.42 - 26.42,,26.37,15.21 - 27.51,,2948.0,,,5962.0,,,- 3.2%,,Equity,,,,,,2021-02-08
EEMD,AAM S&P EM Sector High Dividend,22.07,22.1 - 22.1,,22.07,13.76 - 22.88,,2863.0,,,3102.0,,,4.45%,,Equity,,,,,,2021-02-08
ZIG,The Acquirers Fund,24.12,24.22 - 24.27,,24.01,17.19 - 27,,,,,6637.0,,,- 7.93%,,Equity,,,,,,2021-02-08
HDGE,Ranger Equity Bear,2.59,25.48 - 25.75,,25.48,2.58 - 25.75,,137158.0,,,673497.0,163390000.0,,- 50.67%,,Equity,,,,,,2021-02-08
DWSH,AdvisorShares Dorsey Wright Short,10.25,10.02 - 10.21,,10.19,10.01 - 45.92,,82415.0,,,102507.0,,,- 57.13%,,Equity,,,,,,2021-02-08
YOLO,AdvisorShares Pure Cannabis,26.05,26.51 - 27.36,,26.66,5.65 - 27.36,,1113059.0,,,473113.0,,,130.65%,,Equity,,,,,,2021-02-08
CWS,AdvisorShares Focused Equity,43.05,43.79 - 44.06,,43.38,25.72 - 44.89,,,,,3031.0,,,15.52%,,Equity,,,,,,2021-02-08
AADR,WCM/BNY Mellon Focused Growth ADR,64.82,65.39 - 65.39,,65.02,33.75 - 65.39,,7964.0,,,9437.0,23330000.0,,17.6%,,Equity,,,,,,2021-02-08
HYLD,Peritus High Yield,32.43,32.45 - 32.45,,32.5,24.02 - 34,,15964.0,,,25423.0,196980000.0,,- 4.03%,,,,,,,,2021-02-08
MINC,Newfleet Multi-Sector Income,49.06,48.93 - 49.06,,49.07,42.72 - 52.42,,10366.0,,,16673.0,255550000.0,,0.68%,,,,,,,,2021-02-08
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,8.55%,,Equity,,,,,,2021-02-08
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.17 - 49.18,,49.15,38.88 - 49.3,,2194.0,,,509.0,27380000.0,,- 0.41%,,Other,,,,,,2021-02-08
DBLV,AdvisorShares Wilshire Buyback,82.0,82.51 - 82.51,,82.6,48.3 - 84.68,,,,,1454.0,152610000.0,,9.14%,,Equity,,,,,,2021-02-08
HOLD,AdvisorShares Sage Core Reserves,98.83,98.75 - 98.81,,98.81,93.52 - 100.35,,,,,12186.0,86990000.0,,- 1.19%,,,,,,,,2021-02-08
FWDB,Madrona Global Bond,26.15,26.1 - 26.13,,26.16,23.18 - 27.29,,310.0,,,1530.0,19080000.0,,- 2.75%,,,,,,,,2021-02-08
DWMC,AdvisorShares Dorsey Wright Micro-Cap,36.52,37.27 - 38.98,,38.98,13.03 - 38.98,,10735.0,,,1676.0,,,53.38%,,Equity,,,,,,2021-02-08
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 25.43%,,Equity,,,,,,2021-02-08
VEGA,Star Global Buy-Write,36.89,36.81 - 36.81,,36.81,25.27 - 37.56,,,,,1003.0,17480000.0,,5.56%,,Other,,,,,,2021-02-08
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-02-08
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-02-08
AFIF,Anfield Universal Fixed Income,9.74,9.75 - 9.75,,9.77,9.11 - 10.77,,,,,82491.0,,,- 0.31%,,,,,,,,2021-02-08
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.21,,,,,270.0,,,- 11.46%,,Equity,,,,,,2021-02-08
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.3,31.4 - 31.4,,31.05,21.32 - 31.75,,,,,3103.0,,,10.18%,,Equity,,,,,,2021-02-08
VMOT,Alpha Architect Value Momentum Trend,28.31,28.39 - 28.39,,28.39,19.7 - 28.41,,967.0,,,9196.0,,,12.61%,,Equity,,,,,,2021-02-08
QMOM,MomentumShares U.S. Quantitative Momentum,63.15,64.35 - 64.86,,64.38,21.5 - 64.86,,37192.0,,,15948.0,,,81.37%,,Equity,,,,,,2021-02-08
IMOM,MomentumShares International Quantitative Momentum,36.23,36.19 - 36.52,,36.19,17.14 - 36.92,,20253.0,,,16131.0,,,32.71%,,Equity,,,,,,2021-02-08
FRDM,Alpha Architect Freedom 100 Emerging Markets,33.79,33.7 - 34,,34.0,16.86 - 34.76,,22966.0,,,13561.0,,,26.4%,,Equity,,,,,,2021-02-08
