Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,26.96,26.86 - 26.86,,26.92,15.21 - 27.24,,7974.0,,,5988.0,,,- 0.37%,,Equity,,,,,,2021-02-18
EEMD,AAM S&P EM Sector High Dividend,22.34,22.5 - 22.51,,22.56,13.76 - 22.88,,,,,3251.0,,,5.68%,,Equity,,,,,,2021-02-18
ZIG,The Acquirers Fund,24.46,24.26 - 24.32,,24.1,17.19 - 27,,6080.0,,,7115.0,,,- 7.66%,,Equity,,,,,,2021-02-18
HDGE,Ranger Equity Bear,25.59,25.53 - 25.72,,25.74,2.58 - 25.75,,60358.0,,,498082.0,163390000.0,,394.97%,,Equity,,,,,,2021-02-18
DWSH,AdvisorShares Dorsey Wright Short,9.96,9.96 - 10,,9.98,9.85 - 45.92,,105499.0,,,81539.0,,,- 58.41%,,Equity,,,,,,2021-02-18
YOLO,AdvisorShares Pure Cannabis,27.76,26.6 - 27.96,,27.9,5.65 - 31.87,,576199.0,,,657618.0,,,142.2%,,Equity,,,,,,2021-02-18
CWS,AdvisorShares Focused Equity,44.31,44.15 - 44.31,,44.31,25.72 - 44.89,,,,,2960.0,,,13.76%,,Equity,,,,,,2021-02-18
AADR,WCM/BNY Mellon Focused Growth ADR,66.44,65.1 - 65.16,,65.43,33.75 - 67.24,,1979.0,,,8769.0,23330000.0,,18.74%,,Equity,,,,,,2021-02-18
HYLD,Peritus High Yield,32.52,32.5 - 32.51,,32.5,24.02 - 34,,32607.0,,,26473.0,196980000.0,,- 3.73%,,,,,,,,2021-02-18
MINC,Newfleet Multi-Sector Income,49.12,49.03 - 49.18,,49.12,42.72 - 52.42,,,,,17598.0,255550000.0,,0.78%,,,,,,,,2021-02-18
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,5.42%,,Equity,,,,,,2021-02-18
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.17 - 49.18,,49.15,38.88 - 49.3,,,,,492.0,27380000.0,,- 0.12%,,Other,,,,,,2021-02-18
DBLV,AdvisorShares Wilshire Buyback,84.41,84.85 - 84.85,,84.73,48.3 - 85.29,,,,,1509.0,152610000.0,,11.45%,,Equity,,,,,,2021-02-18
HOLD,AdvisorShares Sage Core Reserves,98.83,98.75 - 98.81,,98.81,93.52 - 100.35,,,,,9272.0,86990000.0,,- 1.29%,,,,,,,,2021-02-18
FWDB,Madrona Global Bond,26.1,26.12 - 26.12,,26.14,23.18 - 27.29,,,,,1562.0,19080000.0,,- 3.9%,,,,,,,,2021-02-18
DWMC,AdvisorShares Dorsey Wright Micro-Cap,38.35,36.7 - 37.7,,37.7,13.03 - 41.61,,6575.0,,,3079.0,,,59.46%,,Equity,,,,,,2021-02-18
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 26.06%,,Equity,,,,,,2021-02-18
VEGA,Star Global Buy-Write,36.89,36.81 - 36.81,,36.81,25.27 - 38.09,,,,,1011.0,17480000.0,,5.99%,,Other,,,,,,2021-02-18
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-02-18
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-02-18
AFIF,Anfield Universal Fixed Income,9.76,9.71 - 9.71,,9.73,9.11 - 10.77,,56418.0,,,83313.0,,,- 0.61%,,,,,,,,2021-02-18
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.16,,,,,295.0,,,- 13.76%,,Equity,,,,,,2021-02-18
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.72,31.64 - 31.72,,31.71,21.32 - 32.48,,,,,3004.0,,,10.03%,,Equity,,,,,,2021-02-18
VMOT,Alpha Architect Value Momentum Trend,29.23,29.4 - 29.4,,29.4,19.7 - 29.4,,,,,8884.0,,,16.39%,,Equity,,,,,,2021-02-18
QMOM,MomentumShares U.S. Quantitative Momentum,64.09,62 - 63,,62.7,21.5 - 68.19,,18090.0,,,17677.0,,,75.59%,,Equity,,,,,,2021-02-18
IMOM,MomentumShares International Quantitative Momentum,37.58,36.95 - 37.31,,37.31,17.14 - 37.96,,,,,17874.0,,,34.58%,,Equity,,,,,,2021-02-18
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.6,34.25 - 34.42,,34.3,16.86 - 35.05,,16064.0,,,14643.0,,,28.68%,,Equity,,,,,,2021-02-18
AMLP,ALPS Alerian MLP,28.53,27.64 - 28.4,13%,28.46,3.24 - 39.2,5.32,2528221.0,3590000000.0,14.45%,3420192.0,8039999999.999999,1.95,- 27.13%,151282420.0,Equity,,,,,,2021-02-18
SDOG,ALPS Sector Dividend Dogs,47.71,47.5 - 47.6,,47.51,26.12 - 47.78,,28355.0,,,51885.0,2063000000.0000002,,3.18%,,Equity,,,,,,2021-02-18
IDOG,ALPS Internatl Sector Dividends Dogs,27.32,27.07 - 27.14,,27.07,16.77 - 27.48,,17676.0,,,22325.0,167900000.0,,3.21%,,Equity,,,,,,2021-02-18
RIGS,ALPS RiverFront Strategic Income,24.78,24.74 - 24.74,,24.72,18.23 - 24.86,,26101.0,,,36731.0,330550000.0,,0.04%,,,,,,,,2021-02-18
SBIO,ALPS Medical Breakthroughs,60.1,58 - 59.35,,59.49,25.1 - 64.04,,29860.0,,,32237.0,100500000.0,,40.95%,,Equity,,,,,,2021-02-18
SGDJ,ALPS Sprott Junior Gold Miners,44.0,42.96 - 43.55,,43.9,16.52 - 52.98,,34369.0,,,39981.0,58690000.0,,36.56%,,Equity,,,,,,2021-02-18
SGDM,ALPS Sprott Gold Miners,27.47,27 - 27.4,,27.51,13.79 - 39.41,,48980.0,,,45218.0,224230000.0,,8.96%,,Equity,,,,,,2021-02-18
ACES,ALPS Clean Energy,92.55,87.82 - 90.72,,90.05,23.57 - 101.72,,154160.0,,,176582.0,,,125.1%,,Equity,,,,,,2021-02-18
DTEC,ALPS Disruptive Technologies,50.17,49.15 - 49.86,,49.86,22.24 - 51.55,,23829.0,,,29023.0,,,45.63%,,Equity,,,,,,2021-02-18
ENFR,ALPS Alerian Energy Infrastructure,16.53,16.09 - 16.2,,16.51,7.46 - 20.52,,35671.0,,,41379.0,29330000.0,,- 17.55%,,Equity,,,,,,2021-02-18
EDOG,ALPS Emerging Sector Dividend Dogs,23.01,23.04 - 23.04,,22.92,13.43 - 24.04,,,,,2377.0,21420000.0,,9.04%,,Equity,,,,,,2021-02-18
BFOR,ALPS Barron’s 400,54.54,54.2 - 54.2,,54.25,26.12 - 55.12,,2769.0,,,4881.0,188420000.0,,27.03%,,Equity,,,,,,2021-02-18
EQL,ALPS Equal Sector Weight,90.51,90.54 - 90.55,,90.33,51.33 - 91.02,,,,,4083.0,147000000.0,,9.48%,,Equity,,,,,,2021-02-18
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,0 - 0,,,,,4677.0,80410000.0,,0%,,Other,,,,,,2021-02-18
VALQ,American Century STOXX U.S. Quality Value,44.75,44.73 - 44.73,,44.61,26.78 - 45.09,,,,,8316.0,,,2.71%,,Equity,,,,,,2021-02-18
KORP,American Century Diversified Corporate Bond,52.73,52.71 - 52.71,,52.65,45.74 - 53.33,,6974.0,,,8525.0,,,1.39%,,,,,,,,2021-02-18
SWAN,Amplify BlackSwan Growth & Treasury Core,32.8,32.57 - 32.75,,32.73,26.39 - 33.24,,392412.0,,,223168.0,,,8.54%,,Equity,,,,,,2021-02-18
BLOK,Amplify Transformational Data Sharing,60.5,56.36 - 59.99,,59.04,13.04 - 60.57,,2119120.0,,,709752.0,,,204.38%,,Equity,,,,,,2021-02-18
IBUY,Amplify Online Retail,137.14,132.57 - 135.79,,134.45,33.11 - 140.97,,195624.0,,,236543.0,8450000.0,,152.3%,,Equity,,,,,,2021-02-18
DIVO,Amplify YieldShares CWP Dividend Option Income,33.54,33.3 - 33.5,,33.61,21.39 - 35.23,,67256.0,,,92911.0,3820000.0,,8.9%,,Equity,,,,,,2021-02-18
CNBS,Amplify Seymour Cannabis,35.0,33.2 - 35.18,,35.0,6.48 - 40.65,,275833.0,,,223382.0,,,179.65%,,Equity,,,,,,2021-02-18
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 24.75%,,Equity,,,,,,2021-02-18
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crow,17.33,16.93 - 16.94,,16.53,10 - 21.21,,7969.0,,,2086.0,,,4.4%,,Equity,,,,,,2021-02-18
BATT,Amplify Advanced Battery Metals and Materials,19.02,17.97 - 18.25,,18.3,5.91 - 19.61,,625120.0,,,246704.0,,,68.32%,,Equity,,,,,,2021-02-18
XBUY,Amplify International Online Retail,61.38,59.89 - 60.46,,60.61,18.57 - 62.41,,15704.0,,,12111.0,,,118.99%,,Equity,,,,,,2021-02-18
DRSK,Aptus Defined Risk,29.89,29.7 - 29.93,,30.02,25.83 - 31.86,,77529.0,,,157727.0,,,4.51%,,Other,,,,,,2021-02-18
ACIO,Aptus Collared Income Opportunity,28.14,28 - 28.11,,28.14,21.24 - 28.21,,22745.0,,,36186.0,,,11.84%,,Equity,,,,,,2021-02-18
ARKK,ARK Innovation,152.17,146.1 - 150.21,,149.04,33 - 159.7,,10657012.0,,,6437170.0,15670000.0,,156.98%,,Equity,ARK Innovation,149.15,-1.98%,10.66M,15:59:58,2021-02-18
ARKW,ARK Web X.0,184.9,178.02 - 182.22,,181.11,40.49 - 191.13,,2276892.0,,,1485430.0,19350000.0,,160.93%,,Equity,,,,,,2021-02-18
ARKG,ARK Genomic Revolution Multi-Sector,107.89,103.17 - 106.6,,105.36,24 - 115.15,,4880206.0,,,5122005.0,8340000.0,,191.91%,,Equity,ARK Genomic Revolution,105.68,-2.05%,4.88M,15:59:58,2021-02-18
ARKQ,ARK Industrial Innovation,97.23,93.57 - 95.37,,95.0,26.19 - 101.11,,2151558.0,,,1215923.0,20150000.0,,127.16%,,Equity,ARK Autonomous Technology & Robotics,94.57,-2.74%,2.15M,15:59:58,2021-02-18
ARKF,ARK Fintech Innovation,63.07,60.51 - 62,,61.45,16.94 - 64.49,,5682046.0,,,2321818.0,,,133.33%,,Equity,,,,,,2021-02-18
PRNT,The 3D Printing,45.21,42.88 - 44.44,,43.93,13.8 - 50.37,,1480802.0,,,535737.0,14900000.0,,96.43%,,Equity,,,,,,2021-02-18
IZRL,ARK Israeli Innovation Hedged,37.49,35.82 - 36.71,,36.71,14 - 38.77,,566211.0,,,277706.0,,,58.17%,,Equity,,,,,,2021-02-18
ARCM,Arrow Reserve Capital Management,100.11,100.1 - 100.1,,100.11,99.12 - 107.21,,,,,184.0,,,- 0.03%,,Equity,,,,,,2021-02-18
GYLD,Arrow Dow Jones Global Yield,13.91,13.84 - 14.02,,13.83,8.47 - 15.57,,,,,9830.0,100000000.0,,- 10.82%,,,,,,,,2021-02-18
DWCR,Arrow DWA Country Rotation,34.17,34.17 - 34.17,,34.17,17.38 - 34.17,,,,,667.0,,,23.31%,,Equity,,,,,,2021-02-18
