Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SLV,iShares Silver,25.05,25.88 - 26.9,- 15.56%,26.31,10.86 - 26.9,,107011273.0,15250000000.0,,40866597.0,4670000000.0,0.61,62.87%,609300000.0,Commodity,iShares Silver,26.88,+7.31%,107.01M,15:59:59,2020-08-06
SPY,SPDR S&P 500,332.11,331.13 - 334.46,- 0.46%,331.48,218.26 - 339.08,4.03,43474598.0,291770000000.0,1.72%,87427800.0,167650000000.0,1.01,15.4%,886382116.0,Equity,SPDR S&P 500,334.33,+0.67%,43.48M,15:59:59,2020-08-06
EEM,iShares MSCI Emerging Markets,44.65,44.36 - 44.81,- 26.56%,44.52,30.09 - 46.32,0.84,33522219.0,24450000000.0,2%,49014004.0,22120000000.0,0.93,13.4%,547650000.0,Equity,iShares MSCI Emerging Markets,44.79,+0.31%,33.52M,15:59:59,2020-08-06
XLF,Financial Select Sector SPDR,24.33,24.15 - 24.42,- 7.17%,24.25,17.49 - 31.38,0.49,33109397.0,17079999999.999998,2.51%,72432560.0,16160000000.0,1.18,- 10.25%,705295427.0,Equity,Financial Select Sector SPDR,24.32,-0.04%,33.11M,15:59:59,2020-08-06
GDX,VanEck Vectors Gold Miners,44.53,43.58 - 45.36,- 15.01%,45.18,16.18 - 45.78,0.12,29438030.0,19050000000.0,0.43%,32701170.0,5620000000.0,0.76,55.32%,427702500.0,Equity,VanEck Vectors Gold Miners,44.23,-0.67%,29.44M,15:59:59,2020-08-06
IAU,iShares Gold,19.45,19.56 - 19.76,- 9.65%,19.68,13.8 - 19.76,,28213348.0,32280000000.0,,25089113.0,5750000000.0,0.08,37.94%,1661650000.0,Commodity,iShares Gold,19.71,+1.34%,28.21M,15:59:59,2020-08-06
UVXY,ProShares Ultra VIX Short-Term Futures,23.0,22.51 - 23.38,,23.12,10.4 - 135,,22996369.0,,,23916382.0,331930000.0,,- 31.34%,,Other,ProShares Ultra VIX Short-Term Futures,22.67,-1.43%,23.00M,15:59:59,2020-08-06
SPXS,Direxion Daily S&P 500 Bear 3X Shares,6.21,6.06 - 6.25,,6.23,6.06 - 28.85,,21730521.0,,,43525807.0,436140000.0,,- 67.96%,,Equity,Direxion Daily S&P 500 Bear 3X Shares,6.07,-2.25%,21.73M,15:59:59,2020-08-06
SPXU,ProShares UltraPro Short S&P500,9.36,9.15 - 9.44,,9.4,9.15 - 43.68,,20564106.0,,,36401895.0,717210000.0,,- 68.13%,,Equity,ProShares UltraPro Short S&P500,9.18,-1.92%,20.56M,15:59:59,2020-08-06
GLD,SPDR Gold Shares,191.35,192.52 - 194.45,19.32%,193.74,136.12 - 194.45,,20553038.0,81730000000.0,,12514369.0,50080000000.0,0.09,37.75%,427100000.0,Commodity,SPDR Gold Shares,193.89,+1.33%,20.55M,15:59:59,2020-08-06
XLE,Energy Select Sector SPDR,37.43,36.99 - 37.56,- 10.6%,37.22,22.88 - 61.8,1.86,19185501.0,10370000000.0,5.93%,27540978.0,13090000000.0,1.69,- 34.14%,277874200.0,Equity,Energy Select Sector SPDR,37.13,-0.80%,19.19M,15:59:59,2020-08-06
EWZ,iShares MSCI Brazil Capped,31.91,31.58 - 32.17,- 18.37%,31.71,20.14 - 48.48,1.38,18353495.0,5720000000.0,3.23%,29729849.0,3580000000.0,1.13,- 25.67%,179350000.0,Equity,iShares MSCI Brazil Capped,32.04,+0.41%,18.35M,15:59:59,2020-08-06
IWM,iShares Russell 2000,153.79,152.91 - 154.44,6.42%,153.8,95.69 - 170.56,1.59,18146552.0,40700000000.0,1.32%,33291043.0,35680000000.0,1.26,2.97%,264650000.0,Equity,iShares Russell 2000,153.73,-0.04%,18.15M,15:59:59,2020-08-06
FXI,iShares China Large-Cap,42.82,42.57 - 42.91,- 3.92%,42.74,33.1 - 45.9,0.75,17583146.0,3530000000.0,2.62%,23462910.0,6790000000.0,0.84,10.76%,82500000.0,Equity,iShares China Large-Cap,42.85,+0.07%,17.58M,15:59:59,2020-08-06
