Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,30.3,30.37 - 30.58,,30.37,19.93 - 32.37,1.03,13791.0,,3.42%,11165.0,,,48.89%,,Equity,,,,,,2021-06-25
EEMD,AAM S&P EM Sector High Dividend,23.3,23.41 - 23.54,,23.54,17.17 - 24.04,0.93,1493.0,,4.00%,1966.0,,,28.37%,,Equity,,,,,,2021-06-25
ZIG,The Acquirers Fund,26.22,26.3 - 26.53,,26.3,20.07 - 27.9,0.04,5291.0,,0.17%,5303.0,,,27.72%,,Equity,,,,,,2021-06-25
HDGE,Ranger Equity Bear,22.94,22.79 - 22.92,,22.83,4.28 - 50.53,0.12,15875.0,,0.48%,41043.0,163390000.0,,- 53.47%,,Equity,AdvisorShares Ranger Equity Bear,22.79,-0.65%,15.88K,15:59:59,2021-06-25
DWSH,AdvisorShares Dorsey Wright Short,8.62,8.53 - 8.58,,8.55,8.51 - 20.82,,5023.0,,,25788.0,,,- 56.53%,,Equity,,,,,,2021-06-25
YOLO,AdvisorShares Pure Cannabis,21.23,21.03 - 21.41,,21.28,10.08 - 31.87,0.15,67454.0,,0.59%,208765.0,,,101.81%,,Equity,,,,,,2021-06-25
CWS,AdvisorShares Focused Equity,46.37,46.57 - 46.67,,46.57,34.44 - 49.37,0.12,696.0,,0.27%,3583.0,,,34.5%,,Equity,,,,,,2021-06-25
AADR,WCM/BNY Mellon Focused Growth ADR,67.79,67.43 - 67.93,,67.43,52.2 - 67.93,0.07,,,0.11%,3925.0,23330000.0,,29.93%,,Equity,,,,,,2021-06-25
HYLD,Peritus High Yield,32.62,32.49 - 32.5,,32.51,28.36 - 32.8,2.53,26228.0,,7.78%,21319.0,196980000.0,,9.76%,,,High Yield,32.49,-0.39%,26.23K,15:59:59,2021-06-25
MINC,Newfleet Multi-Sector Income,48.77,48.78 - 48.81,,48.8,47.96 - 52.42,0.9,4597.0,,1.85%,15128.0,255550000.0,,1.18%,,,AdvisorShares Newfleet Multi-Sector Income,48.8,+0.06%,4.60K,15:59:59,2021-06-25
