Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,26.72,26.71 - 26.71,,26.82,15.21 - 27.51,,4825.0,,,5781.0,,,- 2.18%,,Equity,,,,,,2021-02-10
EEMD,AAM S&P EM Sector High Dividend,22.07,22.1 - 22.1,,22.07,13.76 - 22.88,,,,,3142.0,,,4.1%,,Equity,,,,,,2021-02-10
ZIG,The Acquirers Fund,24.56,24.65 - 24.74,,24.67,17.19 - 27,,,,,6664.0,,,- 6.36%,,Equity,,,,,,2021-02-10
HDGE,Ranger Equity Bear,25.31,25.25 - 25.45,,25.34,2.58 - 25.75,,54309.0,,,583169.0,163390000.0,,385.99%,,Equity,,,,,,2021-02-10
DWSH,AdvisorShares Dorsey Wright Short,9.96,9.9 - 10.04,,9.96,9.9 - 45.92,,137696.0,,,85958.0,,,- 58.64%,,Equity,,,,,,2021-02-10
YOLO,AdvisorShares Pure Cannabis,29.0,28.3 - 31.78,,31.67,5.65 - 31.78,,2851105.0,,,535735.0,,,161.5%,,Equity,,,,,,2021-02-10
CWS,AdvisorShares Focused Equity,43.05,43.79 - 44.06,,43.38,25.72 - 44.89,,,,,2959.0,,,14.86%,,Equity,,,,,,2021-02-10
AADR,WCM/BNY Mellon Focused Growth ADR,65.8,66 - 66,,65.51,33.75 - 66,,,,,9274.0,23330000.0,,18.71%,,Equity,,,,,,2021-02-10
HYLD,Peritus High Yield,32.42,32.41 - 32.49,,32.3,24.02 - 34,,16199.0,,,25224.0,196980000.0,,- 3.86%,,,,,,,,2021-02-10
MINC,Newfleet Multi-Sector Income,49.04,49.19 - 49.19,,49.06,42.72 - 52.42,,,,,17035.0,255550000.0,,0.84%,,,,,,,,2021-02-10
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,7.3%,,Equity,,,,,,2021-02-10
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.17 - 49.18,,49.15,38.88 - 49.3,,,,,524.0,27380000.0,,0.02%,,Other,,,,,,2021-02-10
DBLV,AdvisorShares Wilshire Buyback,82.0,82.51 - 82.51,,82.6,48.3 - 84.68,,,,,1440.0,152610000.0,,8.49%,,Equity,,,,,,2021-02-10
HOLD,AdvisorShares Sage Core Reserves,98.83,98.75 - 98.81,,98.81,93.52 - 100.35,,,,,11969.0,86990000.0,,- 1.2%,,,,,,,,2021-02-10
FWDB,Madrona Global Bond,26.1,26.12 - 26.12,,26.14,23.18 - 27.29,,,,,1538.0,19080000.0,,- 2.9%,,,,,,,,2021-02-10
DWMC,AdvisorShares Dorsey Wright Micro-Cap,38.69,37.29 - 39,,39.0,13.03 - 39,,15090.0,,,2231.0,,,62.15%,,Equity,,,,,,2021-02-10
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 25.86%,,Equity,,,,,,2021-02-10
VEGA,Star Global Buy-Write,36.89,36.81 - 36.81,,36.81,25.27 - 37.79,,,,,989.0,17480000.0,,5.35%,,Other,,,,,,2021-02-10
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-02-10
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-02-10
AFIF,Anfield Universal Fixed Income,9.77,9.75 - 9.76,,9.75,9.11 - 10.77,,,,,82513.0,,,- 0.1%,,,,,,,,2021-02-10
