Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.26,21.14 - 21.56,,21.14,15.21 - 27.71,,2775.0,,,5891.0,,,- 15.97%,,Equity,,,,,,2020-10-02
EEMD,AAM S&P EM Sector High Dividend,17.63,17.47 - 17.5,,17.5,13.76 - 23.08,,195.0,,,1570.0,,,- 14.43%,,Equity,,,,,,2020-10-02
ZIG,The Acquirers Fund,21.99,21.96 - 22.1,,21.96,17.19 - 27.79,,1952.0,,,8886.0,,,- 6.94%,,Equity,,,,,,2020-10-02
HDGE,Ranger Equity Bear,4.47,4.37 - 4.58,,4.55,4.21 - 7.95,,674237.0,,,826035.0,163390000.0,,- 34.55%,,Equity,Ranger Equity Bear,4.37,-2.24%,674.24K,15:59:59,2020-10-02
DWSH,AdvisorShares Dorsey Wright Short,18.93,18.4 - 19.42,,19.38,15.5 - 45.92,,200343.0,,,154472.0,,,- 30.94%,,Equity,,,,,,2020-10-02
YOLO,AdvisorShares Pure Cannabis,10.69,10.38 - 10.72,,10.5,5.65 - 15.16,,41771.0,,,71129.0,,,- 26.02%,,Equity,,,,,,2020-10-02
CWS,AdvisorShares Focused Equity,39.02,38.76 - 38.99,,38.9,25.72 - 40.87,,757.0,,,1379.0,,,13.6%,,Equity,,,,,,2020-10-02
AADR,WCM/BNY Mellon Focused Growth ADR,56.16,55.42 - 55.75,,55.46,33.75 - 58.99,,4021.0,,,4817.0,23330000.0,,20.23%,,Equity,WCM/BNY Mellon Focused Growth ADR,55.61,-0.98%,4.02K,15:59:59,2020-10-02
HYLD,Peritus High Yield,30.16,29.34 - 30.27,,29.9,24.02 - 34.26,,47098.0,,,19275.0,196980000.0,,- 10.8%,,,Peritus High Yield,29.95,-0.68%,47.10K,15:59:59,2020-10-02
MINC,Newfleet Multi-Sector Income,48.62,48.65 - 48.65,,48.65,42.72 - 49.12,,5.0,,,2645.0,255550000.0,,0.04%,,,Newfleet Multi-Sector Income,48.65,+0.06%,0.01K,15:59:59,2020-10-02
ACT,AdvisorShares Vice ETF,26.03,25.46 - 26.21,,25.69,16.16 - 26.95,,3905.0,,,2414.0,,,12.54%,,Equity,,,,,,2020-10-02
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.71,47.63 - 47.63,,47.63,38.88 - 50.41,,2.0,,,277.0,27380000.0,,- 2.41%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,47.63,-0.18%,0.00K,15:59:59,2020-10-02
DBLV,AdvisorShares Wilshire Buyback,69.51,69.59 - 69.59,,69.59,48.3 - 77.49,,8.0,,,979.0,152610000.0,,2.96%,,Equity,AdvisorShares Wilshire Buyback,69.59,+0.13%,0.01K,15:59:59,2020-10-02
HOLD,AdvisorShares Sage Core Reserves,98.71,98.76 - 98.76,,98.76,93.52 - 100.35,,46.0,,,2446.0,86990000.0,,- 1.11%,,,,,,,,2020-10-02
FWDB,Madrona Global Bond,25.7,25.63 - 25.74,,25.63,23.18 - 27.29,,3901.0,,,1596.0,19080000.0,,0.12%,,,Madrona Global Bond,25.74,+0.17%,3.90K,15:59:59,2020-10-02
DWMC,AdvisorShares Dorsey Wright Micro-Cap,20.79,20.73 - 20.91,,20.91,13.03 - 24.57,,,,,441.0,,,1.02%,,Equity,,,,,,2020-10-02
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 19.47%,,Equity,,,,,,2020-10-02
VEGA,Star Global Buy-Write,34.21,33.91 - 34.11,,33.92,25.27 - 36.15,,2200.0,,,1089.0,17480000.0,,7.44%,,Other,Star Global Buy-Write,34.03,-0.52%,2.20K,15:59:59,2020-10-02
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,3.06%,,Equity,,,,,,2020-10-02
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-10-02
AFIF,Anfield Universal Fixed Income,9.83,9.79 - 9.83,,9.79,9.11 - 10.77,,23719.0,,,59350.0,,,0.41%,,,,,,,,2020-10-02
GLIF,AGFiQ Global Infrastructure,23.0,23.19 - 23.19,,23.19,17.78 - 28.21,,2.0,,,1247.0,,,- 9.34%,,Equity,,,,,,2020-10-02
USHG,AGFiQ Dynamic Hedged U.S. Equity,29.51,29.28 - 29.28,,29.28,21.32 - 30.92,,,,,1585.0,,,14.07%,,Equity,,,,,,2020-10-02
VMOT,Alpha Architect Value Momentum Trend,24.13,24.03 - 24.08,,24.03,19.7 - 25.75,,533.0,,,7915.0,,,4.82%,,Equity,,,,,,2020-10-02
QMOM,MomentumShares U.S. Quantitative Momentum,42.95,41.96 - 43.27,,41.96,21.5 - 43.27,,20200.0,,,10763.0,,,46.46%,,Equity,,,,,,2020-10-02
IMOM,MomentumShares International Quantitative Momentum,28.97,28.89 - 28.91,,28.64,17.14 - 28.97,,7467.0,,,14169.0,,,16.53%,,Equity,,,,,,2020-10-02
FRDM,Alpha Architect Freedom 100 Emerging Markets,25.44,25 - 25.36,,25.14,16.86 - 28.46,,10441.0,,,3776.0,,,2%,,Equity,,,,,,2020-10-02
AMLP,ALPS Alerian MLP,19.83,19.29 - 20.21,13%,19.29,2.41 - 31.75,5.32,3635251.0,3590000000.0,14.45%,2533873.0,8039999999.999999,1.95,120.09%,151282420.0,Equity,ALPS Alerian MLP,20.07,+1.21%,3.64M,15:59:59,2020-10-02
SDOG,ALPS Sector Dividend Dogs,37.61,37.05 - 38.23,,37.05,26.12 - 47.63,,62730.0,,,110978.0,2063000000.0000002,,- 10.88%,,Equity,ALPS Sector Dividend Dogs,38.09,+1.28%,62.73K,15:59:59,2020-10-02
IDOG,ALPS Internatl Sector Dividends Dogs,21.6,21.29 - 21.66,,21.37,16.77 - 28.02,,75185.0,,,50205.0,167900000.0,,- 14.25%,,Equity,ALPS Internatl Sector Dividends Dogs,21.62,+0.09%,75.19K,15:59:59,2020-10-02
RIGS,ALPS RiverFront Strategic Income,24.56,24.49 - 24.56,,24.56,18.23 - 25.3,,55093.0,,,16304.0,330550000.0,,- 1.21%,,,ALPS RiverFront Strategic Income,24.55,-0.04%,55.09K,15:59:59,2020-10-02
SBIO,ALPS Medical Breakthroughs,41.83,40.56 - 41.72,,40.94,25.1 - 45,,12253.0,,,22593.0,100500000.0,,34.29%,,Equity,ALPS Medical Breakthroughs,40.56,-3.04%,12.25K,15:59:59,2020-10-02
SGDJ,ALPS Sprott Junior Gold Miners,45.54,45.02 - 45.2,,45.36,16.52 - 51.35,,10080.0,,,36202.0,58690000.0,,47.38%,,Equity,ALPS Sprott Junior Gold Miners,45.02,-1.14%,10.08K,15:59:59,2020-10-02
SGDM,ALPS Sprott Gold Miners,33.85,33.28 - 33.8,,33.52,13.79 - 39.41,,31492.0,,,63990.0,224230000.0,,44.53%,,Equity,ALPS Sprott Gold Miners,33.28,-1.68%,31.49K,15:59:59,2020-10-02
ACES,ALPS Clean Energy,56.94,55.21 - 57.15,,55.99,23.57 - 57.15,,66377.0,,,63399.0,,,89.36%,,Equity,,,,,,2020-10-02
DTEC,ALPS Disruptive Technologies,39.17,38.47 - 38.94,,38.79,22.24 - 40.18,,11931.0,,,20371.0,,,38.97%,,Equity,,,,,,2020-10-02
ENFR,ALPS Alerian Energy Infrastructure,12.25,12 - 12.43,,12.06,7.46 - 21.42,,22003.0,,,27430.0,29330000.0,,- 39.21%,,Equity,ALPS Alerian Energy Infrastructure,12.42,+1.39%,22.00K,15:59:59,2020-10-02
EDOG,ALPS Emerging Sector Dividend Dogs,18.49,18.38 - 18.45,,18.45,13.43 - 22.47,,311.0,,,4735.0,21420000.0,,- 7.96%,,Equity,ALPS Emerging Sector Dividend Dogs,18.38,-0.57%,0.31K,15:59:59,2020-10-02
BFOR,ALPS Barron’s 400,42.26,42.16 - 42.56,,42.16,26.12 - 44.29,,491.0,,,4354.0,188420000.0,,9.37%,,Equity,ALPS Barron’s 400,42.48,+0.52%,0.49K,15:59:59,2020-10-02
EQL,ALPS Equal Sector Weight,77.1,75.66 - 77.39,,75.66,51.33 - 83.13,,6538.0,,,7896.0,147000000.0,,5.21%,,Equity,ALPS Equal Sector Weight,77.07,-0.04%,6.54K,15:59:59,2020-10-02
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 49.86,,,,,4677.0,80410000.0,,1.15%,,Other,,,,,,2020-10-02
VALQ,American Century STOXX U.S. Quality Value,37.69,37.56 - 38.06,,37.57,26.78 - 44.08,,24342.0,,,4351.0,,,- 4.84%,,Equity,,,,,,2020-10-02
