Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.61,21.96 - 22.01,,21.75,15.21 - 27.71,,,,,4541.0,,,- 18.98%,,Equity,,,,,,2020-11-04
EEMD,AAM S&P EM Sector High Dividend,17.95,18.08 - 18.08,,18.08,13.76 - 23.08,,,,,3612.0,,,- 16.59%,,Equity,,,,,,2020-11-04
ZIG,The Acquirers Fund,22.01,22.53 - 22.53,,22.0,17.19 - 27.79,,1863.0,,,8590.0,,,- 16.18%,,Equity,,,,,,2020-11-04
HDGE,Ranger Equity Bear,4.21,4.18 - 4.24,,4.15,4.14 - 7.95,,2785644.0,,,835237.0,163390000.0,,- 29.9%,,Equity,,,,,,2020-11-04
DWSH,AdvisorShares Dorsey Wright Short,16.98,16.92 - 17.55,,17.02,15.5 - 45.92,,114558.0,,,147385.0,,,- 30.18%,,Equity,,,,,,2020-11-04
YOLO,AdvisorShares Pure Cannabis,12.22,12.04 - 12.43,,12.23,5.65 - 13.73,,222551.0,,,93131.0,,,- 7.62%,,Equity,,,,,,2020-11-04
CWS,AdvisorShares Focused Equity,38.54,39.4 - 39.4,,38.59,25.72 - 41.19,,,,,1464.0,,,11.21%,,Equity,,,,,,2020-11-04
AADR,WCM/BNY Mellon Focused Growth ADR,54.23,53.32 - 53.33,,53.8,33.75 - 58.99,,,,,6623.0,23330000.0,,5.02%,,Equity,,,,,,2020-11-04
HYLD,Peritus High Yield,30.22,30.17 - 30.2,,30.29,24.02 - 34.26,,,,,15762.0,196980000.0,,- 10.23%,,,,,,,,2020-11-04
MINC,Newfleet Multi-Sector Income,48.76,48.73 - 48.73,,48.73,42.72 - 49.12,,,,,2385.0,255550000.0,,0.35%,,,,,,,,2020-11-04
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2326.0,,,12.76%,,Equity,,,,,,2020-11-04
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,308.0,27380000.0,,- 1.58%,,Other,,,,,,2020-11-04
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,970.0,152610000.0,,0.61%,,Equity,,,,,,2020-11-04
HOLD,AdvisorShares Sage Core Reserves,98.81,98.83 - 98.87,,98.84,93.52 - 100.35,,,,,4942.0,86990000.0,,- 1.02%,,,,,,,,2020-11-04
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2157.0,19080000.0,,- 0.73%,,,,,,,,2020-11-04
DWMC,AdvisorShares Dorsey Wright Micro-Cap,22.0,23.08 - 23.25,,23.08,13.03 - 25.42,,819.0,,,364.0,,,0.41%,,Equity,,,,,,2020-11-04
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.94%,,Equity,,,,,,2020-11-04
VEGA,Star Global Buy-Write,34.78,34.86 - 34.86,,34.86,25.27 - 36.15,,,,,853.0,17480000.0,,4.88%,,Other,,,,,,2020-11-04
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-04
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-04
AFIF,Anfield Universal Fixed Income,9.78,9.84 - 9.84,,9.78,9.11 - 10.77,,5576.0,,,81471.0,,,0.93%,,,,,,,,2020-11-04
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,340.0,,,- 9.49%,,Equity,,,,,,2020-11-04
