Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,26.74,26.56 - 26.56,,26.71,15.21 - 27.37,,7241.0,,,5780.0,,,- 1.87%,,Equity,,,,,,2021-02-11
EEMD,AAM S&P EM Sector High Dividend,22.12,22.35 - 22.35,,22.28,13.76 - 22.88,,1821.0,,,3181.0,,,3.22%,,Equity,,,,,,2021-02-11
ZIG,The Acquirers Fund,24.67,24.67 - 24.74,,24.74,17.19 - 27,,15948.0,,,6928.0,,,- 7.1%,,Equity,,,,,,2021-02-11
HDGE,Ranger Equity Bear,25.45,25.33 - 25.48,,25.45,2.58 - 25.75,,84520.0,,,573577.0,163390000.0,,396.1%,,Equity,,,,,,2021-02-11
DWSH,AdvisorShares Dorsey Wright Short,9.99,9.85 - 10.09,,9.85,9.85 - 45.92,,47691.0,,,82233.0,,,- 57.95%,,Equity,,,,,,2021-02-11
YOLO,AdvisorShares Pure Cannabis,30.56,26.5 - 30.39,,30.48,5.65 - 31.77,,3520986.0,,,588638.0,,,173.01%,,Equity,,,,,,2021-02-11
CWS,AdvisorShares Focused Equity,43.93,44 - 44,,43.99,25.72 - 44.89,,7384.0,,,2849.0,,,13.97%,,Equity,,,,,,2021-02-11
AADR,WCM/BNY Mellon Focused Growth ADR,66.03,66.54 - 66.54,,66.81,33.75 - 66.54,,2887.0,,,9246.0,23330000.0,,18.11%,,Equity,,,,,,2021-02-11
HYLD,Peritus High Yield,32.39,32.23 - 32.45,,32.34,24.02 - 34,,19199.0,,,25449.0,196980000.0,,- 3.97%,,,,,,,,2021-02-11
MINC,Newfleet Multi-Sector Income,49.19,49.1 - 49.1,,49.17,42.72 - 52.42,,2703.0,,,17042.0,255550000.0,,0.84%,,,,,,,,2021-02-11
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,572.0,,,5.91%,,Equity,,,,,,2021-02-11
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,49.08,49.17 - 49.18,,49.15,38.88 - 49.3,,,,,524.0,27380000.0,,0%,,Other,,,,,,2021-02-11
DBLV,AdvisorShares Wilshire Buyback,83.78,84.41 - 84.54,,84.73,48.3 - 84.68,,2342.0,,,1452.0,152610000.0,,8.04%,,Equity,,,,,,2021-02-11
HOLD,AdvisorShares Sage Core Reserves,98.83,98.75 - 98.81,,98.81,93.52 - 100.35,,,,,11079.0,86990000.0,,- 1.21%,,,,,,,,2021-02-11
FWDB,Madrona Global Bond,26.1,26.12 - 26.12,,26.14,23.18 - 27.29,,,,,1536.0,19080000.0,,- 2.83%,,,,,,,,2021-02-11
DWMC,AdvisorShares Dorsey Wright Micro-Cap,38.22,37.2 - 39.4,,39.4,13.03 - 39.4,,6405.0,,,2281.0,,,60.86%,,Equity,,,,,,2021-02-11
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 26.9%,,Equity,,,,,,2021-02-11
VEGA,Star Global Buy-Write,36.89,36.81 - 36.81,,36.81,25.27 - 37.79,,,,,983.0,17480000.0,,5.47%,,Other,,,,,,2021-02-11
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2021-02-11
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2021-02-11
AFIF,Anfield Universal Fixed Income,9.77,9.77 - 9.77,,9.79,9.11 - 10.77,,22410.0,,,82741.0,,,0.1%,,,,,,,,2021-02-11
GLIF,AGFiQ Global Infrastructure,24.09,24.16 - 24.26,,24.16,17.78 - 28.21,,,,,271.0,,,- 13.14%,,Equity,,,,,,2021-02-11
USHG,AGFiQ Dynamic Hedged U.S. Equity,31.3,31.4 - 31.4,,31.05,21.32 - 31.75,,,,,2876.0,,,9.48%,,Equity,,,,,,2021-02-11
VMOT,Alpha Architect Value Momentum Trend,28.79,29.1 - 29.13,,29.13,19.7 - 29.13,,2734.0,,,8885.0,,,14.01%,,Equity,,,,,,2021-02-11
QMOM,MomentumShares U.S. Quantitative Momentum,64.95,66.36 - 66.93,,66.8,21.5 - 66.93,,19404.0,,,15755.0,,,84.47%,,Equity,,,,,,2021-02-11
IMOM,MomentumShares International Quantitative Momentum,36.64,37.17 - 37.19,,36.64,17.14 - 37.19,,7141.0,,,15919.0,,,32.67%,,Equity,,,,,,2021-02-11
FRDM,Alpha Architect Freedom 100 Emerging Markets,34.06,34.31 - 34.4,,34.33,16.86 - 34.76,,12569.0,,,13626.0,,,25.86%,,Equity,,,,,,2021-02-11
AMLP,ALPS Alerian MLP,28.46,27.36 - 28.07,13%,27.92,3.24 - 39.75,5.32,1951929.0,3590000000.0,14.45%,3482606.0,8039999999.999999,1.95,- 28.26%,151282420.0,Equity,Alerian MLP,27.76,-2.46%,1.95M,15:59:58,2021-02-11
SDOG,ALPS Sector Dividend Dogs,47.44,47.03 - 47.38,,47.48,26.12 - 47.56,,34163.0,,,54255.0,2063000000.0000002,,1.2%,,Equity,,,,,,2021-02-11
IDOG,ALPS Internatl Sector Dividends Dogs,26.92,27 - 27.04,,26.99,16.77 - 27.3,,31905.0,,,21451.0,167900000.0,,1.81%,,Equity,,,,,,2021-02-11
RIGS,ALPS RiverFront Strategic Income,24.83,24.75 - 24.79,,24.82,18.23 - 24.86,,23860.0,,,35719.0,330550000.0,,- 0.04%,,,,,,,,2021-02-11
SBIO,ALPS Medical Breakthroughs,61.86,60.72 - 62.16,,62.44,25.1 - 64.04,,43002.0,,,30918.0,100500000.0,,44.69%,,Equity,,,,,,2021-02-11
SGDJ,ALPS Sprott Junior Gold Miners,46.08,45.65 - 46.61,,46.55,16.52 - 52.98,,25672.0,,,37618.0,58690000.0,,43.85%,,Equity,,,,,,2021-02-11
SGDM,ALPS Sprott Gold Miners,29.41,28.89 - 29.58,,29.55,13.79 - 39.41,,52375.0,,,44227.0,224230000.0,,20.34%,,Equity,,,,,,2021-02-11
ACES,ALPS Clean Energy,98.43,97.34 - 99.51,,98.81,23.57 - 101.47,,84961.0,,,173510.0,,,147.12%,,Equity,,,,,,2021-02-11
DTEC,ALPS Disruptive Technologies,50.12,50.5 - 50.71,,50.53,22.24 - 50.98,,21294.0,,,28726.0,,,46.55%,,Equity,,,,,,2021-02-11
ENFR,ALPS Alerian Energy Infrastructure,16.35,16.04 - 16.13,,16.1,7.46 - 20.52,,21416.0,,,40842.0,29330000.0,,- 18.73%,,Equity,,,,,,2021-02-11
EDOG,ALPS Emerging Sector Dividend Dogs,22.96,23.13 - 23.19,,23.21,13.43 - 24.04,,5123.0,,,2396.0,21420000.0,,8.01%,,Equity,,,,,,2021-02-11
BFOR,ALPS Barron’s 400,54.56,54.26 - 54.26,,54.88,26.12 - 54.62,,2270.0,,,4602.0,188420000.0,,26.72%,,Equity,,,,,,2021-02-11
EQL,ALPS Equal Sector Weight,89.38,89.86 - 89.89,,89.79,51.33 - 90.15,,,,,3798.0,147000000.0,,9.36%,,Equity,,,,,,2021-02-11
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,0 - 0,,,,,4677.0,80410000.0,,0%,,Other,,,,,,2021-02-11
VALQ,American Century STOXX U.S. Quality Value,44.42,44.48 - 44.5,,44.59,26.78 - 44.61,,,,,7979.0,,,1.81%,,Equity,,,,,,2021-02-11
KORP,American Century Diversified Corporate Bond,52.9,52.9 - 52.91,,52.92,45.74 - 53.33,,5409.0,,,8197.0,,,1.93%,,,,,,,,2021-02-11
SWAN,Amplify BlackSwan Growth & Treasury Core,33.0,32.99 - 33.09,,33.17,26.39 - 33.24,,198582.0,,,224931.0,,,10%,,Equity,,,,,,2021-02-11
BLOK,Amplify Transformational Data Sharing,49.56,50.87 - 52.6,,52.49,13.04 - 53.15,,1178434.0,,,549028.0,,,150.13%,,Equity,,,,,,2021-02-11
