Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,28.58,28.58 - 29.1,,29.1,16.87 - 29.96,1.02,,,3.47%,7571.0,,,85.83%,,Equity,,,,,,2021-03-24
EEMD,AAM S&P EM Sector High Dividend,22.24,22.24 - 22.4,,22.4,15.04 - 23.11,0.89,,,3.87%,3181.0,,,59.25%,,Equity,,,,,,2021-03-24
ZIG,The Acquirers Fund,24.53,24.6 - 24.68,,24.64,18.86 - 24.91,0.04,2818.0,,0.17%,8024.0,,,41.02%,,Equity,,,,,,2021-03-24
HDGE,Ranger Equity Bear,25.41,25.42 - 25.74,,25.26,2.58 - 26.49,0.12,67008.0,,0.46%,334271.0,163390000.0,,237%,,Equity,,,,,,2021-03-24
DWSH,AdvisorShares Dorsey Wright Short,9.41,9.37 - 9.37,,9.37,9.19 - 38,,44395.0,,,72499.0,,,- 77.16%,,Equity,,,,,,2021-03-24
YOLO,AdvisorShares Pure Cannabis,23.81,22.9 - 24.08,,23.86,7.1 - 31.87,0.15,249520.0,,0.59%,738379.0,,,252.22%,,Equity,,,,,,2021-03-24
CWS,AdvisorShares Focused Equity,43.87,43.87 - 44.26,,44.26,28.38 - 46,0.12,,,0.27%,3522.0,,,69.88%,,Equity,,,,,,2021-03-24
AADR,WCM/BNY Mellon Focused Growth ADR,61.96,61.72 - 61.72,,62.19,38.6 - 67.24,0.07,8578.0,,0.10%,6330.0,23330000.0,,76.22%,,Equity,,,,,,2021-03-24
HYLD,Peritus High Yield,32.37,32.45 - 32.49,,32.5,24.02 - 32.64,2.59,18787.0,,7.99%,25269.0,196980000.0,,32.18%,,,,,,,,2021-03-24
MINC,Newfleet Multi-Sector Income,48.69,48.81 - 48.81,,48.78,43.36 - 52.42,1.16,3552.0,,2.37%,18677.0,255550000.0,,13.42%,,,,,,,,2021-03-24
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,17.96 - 28.16,,,,,572.0,,,67.33%,,Equity,,,,,,2021-03-24
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.98,48.87 - 48.98,,48.87,39.05 - 49.3,1.62,,,3.31%,356.0,27380000.0,,23.48%,,Other,,,,,,2021-03-24
DBLV,AdvisorShares Wilshire Buyback,87.17,87.17 - 88.16,,88.14,52.67 - 90.11,1.02,,,1.16%,1464.0,152610000.0,,76.22%,,Equity,,,,,,2021-03-24
HOLD,AdvisorShares Sage Core Reserves,98.74,98.74 - 98.77,,98.77,94.89 - 99.75,1.36,,,1.37%,2353.0,86990000.0,,4.23%,,,,,,,,2021-03-24
