Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,23.82,23.75 - 23.75,,23.8,15.21 - 27.71,,11240.0,,,4948.0,,,- 16.12%,,Equity,,,,,,2020-11-19
EEMD,AAM S&P EM Sector High Dividend,18.58,19.04 - 19.04,,19.27,13.76 - 23.08,,,,,3162.0,,,- 11.71%,,Equity,,,,,,2020-11-19
ZIG,The Acquirers Fund,22.25,22.44 - 22.44,,22.89,17.19 - 27.79,,,,,5459.0,,,- 14.48%,,Equity,,,,,,2020-11-19
HDGE,Ranger Equity Bear,3.46,3.43 - 3.46,,3.45,3.39 - 7.95,,344400.0,,,935765.0,163390000.0,,- 41.85%,,Equity,,,,,,2020-11-19
DWSH,AdvisorShares Dorsey Wright Short,13.55,13.35 - 13.65,,13.65,13.11 - 45.92,,109764.0,,,167345.0,,,- 45.91%,,Equity,,,,,,2020-11-19
YOLO,AdvisorShares Pure Cannabis,14.34,14.34 - 14.54,,14.34,5.65 - 15.16,,145582.0,,,118170.0,,,19.75%,,Equity,,,,,,2020-11-19
CWS,AdvisorShares Focused Equity,41.23,41.18 - 41.49,,41.29,25.72 - 43.06,,801.0,,,1757.0,,,16.27%,,Equity,,,,,,2020-11-19
AADR,WCM/BNY Mellon Focused Growth ADR,56.7,56.9 - 56.9,,56.81,33.75 - 60.4,,,,,7422.0,23330000.0,,13.57%,,Equity,,,,,,2020-11-19
HYLD,Peritus High Yield,31.5,31.56 - 31.56,,31.49,24.02 - 34.26,,14220.0,,,15834.0,196980000.0,,- 5.31%,,,,,,,,2020-11-19
MINC,Newfleet Multi-Sector Income,48.8,48.89 - 48.89,,48.71,42.72 - 49.12,,,,,2412.0,255550000.0,,0.58%,,,,,,,,2020-11-19
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2282.0,,,10.55%,,Equity,,,,,,2020-11-19
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,48.26,48.37 - 48.37,,48.37,38.88 - 50.41,,9246.0,,,255.0,27380000.0,,- 1.95%,,Other,,,,,,2020-11-19
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 78.66,,,,,982.0,152610000.0,,- 1.12%,,Equity,,,,,,2020-11-19
HOLD,AdvisorShares Sage Core Reserves,98.75,98.73 - 98.77,,98.8,93.52 - 100.35,,153901.0,,,7995.0,86990000.0,,- 1.17%,,,,,,,,2020-11-19
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2085.0,19080000.0,,- 0.42%,,,,,,,,2020-11-19
DWMC,AdvisorShares Dorsey Wright Micro-Cap,24.44,24.44 - 24.69,,24.69,13.03 - 25.42,,,,,477.0,,,8.86%,,Equity,,,,,,2020-11-19
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.92%,,Equity,,,,,,2020-11-19
VEGA,Star Global Buy-Write,35.61,35.46 - 35.46,,35.59,25.27 - 36.15,,1556.0,,,839.0,17480000.0,,6.95%,,Other,,,,,,2020-11-19
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-19
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-19
