Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,22.07,21.84 - 22.24,,21.9,15.21 - 27.71,,4899.0,,,5427.0,,,- 15.87%,,Equity,,,,,,2020-10-15
EEMD,AAM S&P EM Sector High Dividend,17.84,17.73 - 17.81,,17.76,13.76 - 23.08,,1375.0,,,1449.0,,,- 15.35%,,Equity,,,,,,2020-10-15
ZIG,The Acquirers Fund,22.83,22.75 - 22.94,,22.8,17.19 - 27.79,,476.0,,,8683.0,,,- 7.72%,,Equity,,,,,,2020-10-15
HDGE,Ranger Equity Bear,4.31,4.3 - 4.38,,4.37,4.14 - 7.95,,347228.0,,,758225.0,163390000.0,,- 34.5%,,Equity,Ranger Equity Bear,4.31,0.00%,347.23K,15:59:59,2020-10-15
DWSH,AdvisorShares Dorsey Wright Short,17.67,17.47 - 17.83,,17.87,15.5 - 45.92,,91217.0,,,141915.0,,,- 33.12%,,Equity,,,,,,2020-10-15
YOLO,AdvisorShares Pure Cannabis,12.06,11.66 - 11.94,,11.94,5.65 - 14.3,,83013.0,,,80232.0,,,- 12.61%,,Equity,,,,,,2020-10-15
CWS,AdvisorShares Focused Equity,40.91,40.75 - 40.88,,40.75,25.72 - 40.91,,701.0,,,1419.0,,,16.06%,,Equity,,,,,,2020-10-15
AADR,WCM/BNY Mellon Focused Growth ADR,58.15,56.93 - 57.78,,56.93,33.75 - 58.99,,5548.0,,,6125.0,23330000.0,,20.07%,,Equity,WCM/BNY Mellon Focused Growth ADR,57.5,-1.12%,5.55K,15:59:59,2020-10-15
HYLD,Peritus High Yield,30.89,30.66 - 30.85,,30.5,24.02 - 34.26,,6404.0,,,18567.0,196980000.0,,- 8.72%,,,Peritus High Yield,30.66,-0.74%,6.40K,15:59:59,2020-10-15
MINC,Newfleet Multi-Sector Income,48.76,48.67 - 48.85,,48.82,42.72 - 49.12,,2654.0,,,2692.0,255550000.0,,0.49%,,,Newfleet Multi-Sector Income,48.75,-0.01%,2.65K,15:59:59,2020-10-15
ACT,AdvisorShares Vice ETF,27.4,26.77 - 27.37,,27.17,16.16 - 27.68,,2855.0,,,2466.0,,,16.89%,,Equity,,,,,,2020-10-15
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.93,47.94 - 47.94,,47.94,38.88 - 50.41,,,,,298.0,27380000.0,,- 1.5%,,Other,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,0.00%,0,15:59:59,2020-10-15
DBLV,AdvisorShares Wilshire Buyback,71.88,71.22 - 71.98,,71.31,48.3 - 77.49,,1756.0,,,1164.0,152610000.0,,2.58%,,Equity,AdvisorShares Wilshire Buyback,71.98,+0.14%,1.76K,15:59:59,2020-10-15
HOLD,AdvisorShares Sage Core Reserves,98.77,98.8 - 98.81,,98.8,93.52 - 100.35,,100.0,,,2617.0,86990000.0,,- 1.07%,,,,,,,,2020-10-15
FWDB,Madrona Global Bond,25.76,25.73 - 25.8,,25.73,23.18 - 27.29,,4576.0,,,2063.0,19080000.0,,- 0.23%,,,Madrona Global Bond,25.8,+0.14%,4.58K,15:59:59,2020-10-15
DWMC,AdvisorShares Dorsey Wright Micro-Cap,23.81,23.65 - 23.81,,23.65,13.03 - 24.57,,,,,501.0,,,11.73%,,Equity,,,,,,2020-10-15
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 21.77%,,Equity,,,,,,2020-10-15
VEGA,Star Global Buy-Write,34.98,34.75 - 34.85,,34.77,25.27 - 36.15,,2810.0,,,1032.0,17480000.0,,7.3%,,Other,Star Global Buy-Write,34.78,-0.58%,2.81K,15:59:59,2020-10-15
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-10-15
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-10-15
AFIF,Anfield Universal Fixed Income,9.83,9.75 - 9.81,,9.75,9.11 - 10.77,,17922.0,,,65987.0,,,1.24%,,,,,,,,2020-10-15
GLIF,AGFiQ Global Infrastructure,23.49,23.42 - 23.42,,23.42,17.78 - 28.21,,,,,965.0,,,- 8.67%,,Equity,,,,,,2020-10-15
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.27,30.2 - 30.2,,30.2,21.32 - 30.92,,,,,289.0,,,14.1%,,Equity,,,,,,2020-10-15
VMOT,Alpha Architect Value Momentum Trend,24.82,24.57 - 24.66,,24.57,19.7 - 25.75,,14093.0,,,6958.0,,,4.2%,,Equity,,,,,,2020-10-15
QMOM,MomentumShares U.S. Quantitative Momentum,45.39,43.67 - 44.87,,44.28,21.5 - 45.89,,17825.0,,,11173.0,,,48.24%,,Equity,,,,,,2020-10-15
IMOM,MomentumShares International Quantitative Momentum,30.19,29.53 - 29.78,,29.71,17.14 - 30.43,,7341.0,,,13975.0,,,16.9%,,Equity,,,,,,2020-10-15
FRDM,Alpha Architect Freedom 100 Emerging Markets,25.88,25.37 - 25.64,,25.48,16.86 - 28.46,,787.0,,,3773.0,,,- 1.22%,,Equity,,,,,,2020-10-15
AMLP,ALPS Alerian MLP,22.22,21.54 - 22.35,13%,21.89,2.41 - 31.75,5.32,2069093.0,3590000000.0,14.45%,2475130.0,8039999999.999999,1.95,153.36%,151282420.0,Equity,ALPS Alerian MLP,22.25,+0.14%,2.07M,15:59:59,2020-10-15
SDOG,ALPS Sector Dividend Dogs,39.77,39.4 - 40,,39.28,26.12 - 47.63,,90272.0,,,103521.0,2063000000.0000002,,- 8.6%,,Equity,ALPS Sector Dividend Dogs,40.0,+0.58%,90.27K,15:59:59,2020-10-15
IDOG,ALPS Internatl Sector Dividends Dogs,22.14,21.7 - 21.89,,21.7,16.77 - 28.02,,25463.0,,,45316.0,167900000.0,,- 16.17%,,Equity,ALPS Internatl Sector Dividends Dogs,21.87,-1.22%,25.46K,15:59:59,2020-10-15
RIGS,ALPS RiverFront Strategic Income,24.8,24.76 - 24.79,,24.79,18.23 - 25.3,,10730.0,,,17836.0,330550000.0,,- 0.56%,,,ALPS RiverFront Strategic Income,24.78,-0.10%,10.73K,15:59:59,2020-10-15
SBIO,ALPS Medical Breakthroughs,44.46,43.81 - 44.73,,44.18,25.1 - 45.24,,8324.0,,,20471.0,100500000.0,,36.09%,,Equity,ALPS Medical Breakthroughs,44.64,+0.41%,8.32K,15:59:59,2020-10-15
SGDJ,ALPS Sprott Junior Gold Miners,48.71,47.8 - 48.85,,47.94,16.52 - 51.35,,24008.0,,,33907.0,58690000.0,,64.84%,,Equity,ALPS Sprott Junior Gold Miners,48.64,-0.14%,24.01K,15:59:59,2020-10-15
SGDM,ALPS Sprott Gold Miners,34.93,33.83 - 34.76,,34.38,13.79 - 39.41,,21445.0,,,60639.0,224230000.0,,56.22%,,Equity,ALPS Sprott Gold Miners,34.55,-1.09%,21.45K,15:59:59,2020-10-15
ACES,ALPS Clean Energy,60.59,59 - 60.32,,59.65,23.57 - 62.49,,50775.0,,,68906.0,,,96.34%,,Equity,,,,,,2020-10-15
DTEC,ALPS Disruptive Technologies,41.09,40.34 - 41.15,,41.15,22.24 - 41.5,,24952.0,,,21592.0,,,39.62%,,Equity,,,,,,2020-10-15
ENFR,ALPS Alerian Energy Infrastructure,13.19,12.98 - 13.25,,13.03,7.46 - 21.42,,15332.0,,,27736.0,29330000.0,,- 34.44%,,Equity,ALPS Alerian Energy Infrastructure,13.25,+0.45%,15.33K,15:59:59,2020-10-15
EDOG,ALPS Emerging Sector Dividend Dogs,18.85,18.56 - 18.67,,18.58,13.43 - 22.47,,3174.0,,,4699.0,21420000.0,,- 8.32%,,Equity,ALPS Emerging Sector Dividend Dogs,18.64,-1.10%,3.17K,15:59:59,2020-10-15
BFOR,ALPS Barron’s 400,44.59,44.9 - 44.92,,44.9,26.12 - 45.21,,533.0,,,3701.0,188420000.0,,11.59%,,Equity,ALPS Barron’s 400,44.92,+0.74%,0.53K,15:59:59,2020-10-15
EQL,ALPS Equal Sector Weight,79.81,78.94 - 79.79,,78.94,51.33 - 83.13,,13484.0,,,7613.0,147000000.0,,5.69%,,Equity,ALPS Equal Sector Weight,79.79,-0.02%,13.48K,15:59:59,2020-10-15
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 49.86,,,,,4677.0,80410000.0,,- 0.7%,,Other,,,,,,2020-10-15
VALQ,American Century STOXX U.S. Quality Value,39.23,39 - 39.37,,39.06,26.78 - 44.08,,3244.0,,,4916.0,,,- 3.2%,,Equity,,,,,,2020-10-15
KORP,American Century Diversified Corporate Bond,52.74,52.69 - 52.74,,52.72,45.74 - 53.3,,1584.0,,,6318.0,,,3.11%,,,,,,,,2020-10-15
SWAN,Amplify BlackSwan Growth & Treasury Core,32.29,32 - 32.22,,32.12,26.39 - 33.24,,124777.0,,,250284.0,,,14.02%,,Equity,,,,,,2020-10-15
BLOK,Amplify Transformational Data Sharing,25.82,25.28 - 25.75,,25.75,13.04 - 26.11,,27654.0,,,50828.0,,,43.05%,,Equity,,,,,,2020-10-15
IBUY,Amplify Online Retail,97.18,94.56 - 97.45,,95.68,33.11 - 98.99,,168549.0,,,238889.0,8450000.0,,102.08%,,Equity,,,,,,2020-10-15
DIVO,Amplify YieldShares CWP Dividend Option Income,31.34,31.1 - 31.41,,31.27,21.39 - 32.82,,57452.0,,,57505.0,3820000.0,,2.59%,,Equity,,,,,,2020-10-15
CNBS,Amplify Seymour Cannabis,12.67,12.16 - 12.41,,12.41,6.48 - 17.31,,7188.0,,,5938.0,,,- 23.77%,,Equity,,,,,,2020-10-15
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 13.4%,,Equity,,,,,,2020-10-15
